posicionador_noun	positioner_noun
etilamina_noun	ethylamine_noun
concurrència_noun	turnout_noun
escandalós_adjective	outrageous_adjective
courtois_propernoun	courtois_propernoun
fertilització_noun	fertilisation_noun
acatar_verb	observe_verb
cobacho_propernoun	cobacho_propernoun
càpsida_noun	capsid_noun
ellen-johnson-sirleaf_propernoun	ellen-johnson-sirleaf_propernoun
paulí_propernoun	paulinus_propernoun
rastre_noun	trail_noun
sense-parar_adverb	at-a-stretch_adverb
anou_noun	walnut_noun
puntegut_adjective	pointed_adjective
clarice_propernoun	clarice_propernoun
dalmàcia_propernoun	dalmatia_propernoun
pàmpol_noun	lampshade_noun
broc_noun	beak_noun
aran_propernoun	aran_propernoun
preparació_noun	readiness_noun
adrià_propernoun	adrià_propernoun
salvo_propernoun	salvo_propernoun
dupras_propernoun	dupras_propernoun
llucia_propernoun	llucia_propernoun
calòric_adjective	caloric_adjective
buxó_propernoun	buxó_propernoun
florentin_propernoun	florentin_propernoun
perrin_propernoun	perrin_propernoun
millicent_propernoun	millicent_propernoun
obligar_verb	bind_verb
maldestre_adjective	clumsy_adjective
romari_propernoun	romari_propernoun
daraiche_propernoun	daraiche_propernoun
cap_determiner	no_determiner
gwynedd_propernoun	gwynedd_propernoun
predictiu_adjective	predictive_adjective
ryan_propernoun	ryan_propernoun
trust_propernoun	trust_propernoun
parcel·lació_noun	parcelling_noun
sénéchal_propernoun	sénéchal_propernoun
pes_noun	weight_noun
juan-diego-de-guadalupe_propernoun	juan-diego-de-guadalupe_propernoun
desintegrador_noun	decomposer_noun
taito_propernoun	taito_propernoun
joan_propernoun	joan_propernoun
a-la-lleugera_adverb	lightly_adverb
cacera_noun	hunting_noun
tractat-pel-qual-s'establix-una-constitució-per-a-europa_propernoun	treaty-establishing-a-constitution-for-europe_propernoun
vapor_noun	vapour_noun
impresentable_adjective	unpresentable_adjective
querry_propernoun	querry_propernoun
estonià_adjective	estonian_adjective
dependència_noun	reliance_noun
bayeux_propernoun	bayeux_propernoun
piebalgs_propernoun	piebalgs_propernoun
quemosi_noun	chemosis_noun
delta_noun	delta_noun
fer-referència_verb	reference_verb
tensió_noun	stress_noun
escata_noun	flake_noun
sid_propernoun	sid_propernoun
oligopolista_noun	oligopolist_noun
descriptible_adjective	describable_adjective
cridòria_noun	disturbance_noun
xunqueiriña_propernoun	xunqueiriña_propernoun
nacional_adjective	national_adjective
thibert_propernoun	thibert_propernoun
aproximació_noun	approximation_noun
derrotista_adjective	defeatist_adjective
imani_propernoun	imani_propernoun
absorbància_noun	absorbance_noun
antiterrorista_adjective	antiterrorist_adjective
inutilitzar_verb	disable_verb
st-onge_propernoun	st-onge_propernoun
hemangioma_noun	hemangioma_noun
pansir_verb	fade_verb
keane_propernoun	keane_propernoun
matalaf_noun	mattress_noun
hadró_noun	hadron_noun
funicle_noun	funiculus_noun
baby_propernoun	baby_propernoun
cándida_propernoun	cándida_propernoun
babel_propernoun	babel_propernoun
gili_propernoun	gili_propernoun
amal_propernoun	amal_propernoun
cònic_adjective	conical_adjective
hatem-ben-arfa_propernoun	hatem-ben-arfa_propernoun
tramat_noun	halftone_noun
xantatge_noun	blackmail_noun
esclavitud_noun	slavery_noun
escac-i-mat_noun	checkmate_noun
teseu_propernoun	theseus_propernoun
guia_noun	guide_noun
per-la-seua-part_adverb	as-far-as-they-are-concerned_adverb
rostre_noun	face_noun
aranegi_propernoun	aranegi_propernoun
legislació_noun	legislation_noun
rebequeria_noun	tantrum_noun
jacobo_propernoun	jacobo_propernoun
buldòzer_noun	bulldozer_noun
granda_propernoun	granda_propernoun
scrive_propernoun	scrive_propernoun
placido_propernoun	placido_propernoun
molestar_verb	annoy_verb
lleó_noun	lion_noun
maribel_propernoun	maribel_propernoun
funda_noun	sleeve_noun
fiorenza_propernoun	fiorenza_propernoun
àrbitre_noun	arbitrator_noun
colt_propernoun	colt_propernoun
imelda_propernoun	imelda_propernoun
epigrama_noun	epigram_noun
obertura_noun	opening_noun
pederasta_noun	pederast_noun
cilindrada_noun	cubic-capacity_noun
colòmbia_propernoun	colombia_propernoun
delineant_noun	draughtsperson_noun
circuit_noun	circuit_noun
rubalcaba_propernoun	rubalcaba_propernoun
israelià_noun	israeli_noun
filella_propernoun	filella_propernoun
bombardó_noun	bombardon_noun
mballo_propernoun	mballo_propernoun
remolcador_noun	towboat_noun
enfonsament_noun	sinking_noun
idea_noun	idea_noun
hazan_propernoun	hazan_propernoun
espectrogràfic_adjective	spectrographic_adjective
carlina_propernoun	carlina_propernoun
guillamón_propernoun	guillamón_propernoun
boj_propernoun	boj_propernoun
peluso_propernoun	peluso_propernoun
antelmo_propernoun	antelmo_propernoun
roussy_propernoun	roussy_propernoun
qüestió_noun	question_noun
calor_noun	warmth_noun
cocaïnòman_noun	cocain-addict_noun
zeng_propernoun	zeng_propernoun
munné_propernoun	munné_propernoun
custance_propernoun	custance_propernoun
orsini_propernoun	orsini_propernoun
esmunyir_verb	slip_verb
besada_noun	kiss_noun
suma-de-verificació_noun	checksum_noun
alemanya_propernoun	germany_propernoun
denotació_noun	denotation_noun
gest_noun	gesture_noun
adaiana_propernoun	adaiana_propernoun
obrir_verb	open_verb
llagostera_propernoun	llagostera_propernoun
centralització_noun	centralization_noun
electrocució_noun	electrocution_noun
east-anglia_propernoun	east-anglia_propernoun
pi_propernoun	pi_propernoun
quars_noun	quartz_noun
giard_propernoun	giard_propernoun
intercalació_noun	intercalation_noun
primina_propernoun	primina_propernoun
trofozoït_noun	trophozoite_noun
geometria_noun	geometry_noun
nydia_propernoun	nydia_propernoun
impunement_adverb	with-impunity_adverb
socialista_adjective	socialist_adjective
st-pierre_propernoun	st-pierre_propernoun
mayorgas_propernoun	mayorgas_propernoun
elisabet-i_propernoun	elizabeth-i_propernoun
kiley_propernoun	kiley_propernoun
filar_verb	spin_verb
mirabelle_propernoun	mirabelle_propernoun
raça-humana_noun	human-race_noun
asfaltar_verb	asphalt_verb
així-mateix_adverb	likewise_adverb
altitudinal_adjective	altitudinal_adjective
basalt_noun	basalt_noun
estil-de-vida_noun	lifestyle_noun
verdor_noun	greenness_noun
atípic_adjective	atypical_adjective
atatürk_propernoun	atatürk_propernoun
piacenza_propernoun	piacenza_propernoun
bourguignon_propernoun	bourguignon_propernoun
desintegració_noun	disintegration_noun
eix_noun	axle_noun
anctil_propernoun	anctil_propernoun
bitínia_propernoun	bithynia_propernoun
also_propernoun	also_propernoun
amael_propernoun	amael_propernoun
condori_propernoun	condori_propernoun
estilicó_propernoun	stilicho_propernoun
gai_noun	gay_noun
enllestir_verb	end-up_verb
contrabaix_noun	double-bass_noun
xantomatosi_noun	xanthomatosis_noun
oprimir_verb	oppress_verb
saturat_adjective	saturated_adjective
dolent_adjective	mean_adjective
onomàstica_noun	onomastics_noun
nitrogen_noun	nitrogen_noun
conjunt_noun	aggregate_noun
caragolar_verb	roll_verb
monosèmic_adjective	monosemic_adjective
zeta_propernoun	zeta_propernoun
labonté_propernoun	labonté_propernoun
ferralla_noun	scrap_noun
immediatesa_noun	immediateness_noun
epitalami_noun	epithalamium_noun
guinard_propernoun	guinard_propernoun
dunsany_propernoun	dunsany_propernoun
antehèlix_noun	anthelix_noun
umpro_propernoun	umpro_propernoun
mustafá_propernoun	mustafá_propernoun
xilòfon_noun	xylophone_noun
tortuga_noun	tortoise_noun
cardioide_noun	cardioid_noun
morton_propernoun	morton_propernoun
palatal_adjective	palatal_adjective
diarrea_noun	diarrhea_noun
nazarena_propernoun	nazarena_propernoun
pro-tempore_adverb	pro-tempore_adverb
flexogràfic_adjective	flexographic_adjective
superconductivitat_noun	superconductivity_noun
tardis_noun	tardis_noun
auxili_noun	help_noun
pròleg_noun	foreword_noun
herència_noun	estate_noun
molsa_noun	moss_noun
pamies_propernoun	pamies_propernoun
repartiment_noun	lineup_noun
jimmy_propernoun	jimmy_propernoun
guapo_adjective	handsome_adjective
endur_verb	wear_verb
lily_propernoun	lily_propernoun
prosceni_noun	proscenium_noun
no-disputat_adjective	undisputed_adjective
davinia_propernoun	davinia_propernoun
timpà_noun	eardrum_noun
tectònica_noun	tectonics_noun
coderre_propernoun	coderre_propernoun
sarcolemma_noun	sarcolemma_noun
norantè_adjective	ninetieth_adjective
autòmat-finit-no-determinista_noun	nondeterministic-finite-state-machine_noun
dinar_noun	dinar_noun
primor_noun	thinness_noun
fitosanitari_adjective	phytosanitary_adjective
espatllar_verb	spoil_verb
châtelain_propernoun	châtelain_propernoun
intenció_noun	intent_noun
reformulació_noun	reformulation_noun
confiar_verb	entrust_verb
zorione_propernoun	zorione_propernoun
fill_noun	son_noun
alegría_propernoun	alegría_propernoun
ortofotomapa_noun	orthophotomap_noun
diddley_propernoun	diddley_propernoun
barret_noun	hat_noun
significatiu_adjective	meaningful_adjective
antonacci_propernoun	antonacci_propernoun
conspirador_noun	conspirator_noun
pteridòfit_noun	pteridophyte_noun
empresa_noun	firm_noun
pèlvic_adjective	pelvic_adjective
anís_propernoun	anís_propernoun
presumptuós_adjective	presumptuous_adjective
decimal_noun	decimal_noun
laboriós_adjective	laborious_adjective
castorita_noun	castorite_noun
huygens_propernoun	huygens_propernoun
diop_propernoun	diop_propernoun
fitat_adjective	bounded_adjective
calatayud_propernoun	calatayud_propernoun
lebon_propernoun	lebon_propernoun
entrada_noun	input_noun
a-seques_adverb	straight_adverb
fernet_propernoun	fernet_propernoun
desfloculació_noun	deflocculation_noun
lluís-mas-i-borràs_propernoun	lluís-mas-i-borràs_propernoun
elhage_propernoun	elhage_propernoun
temps-d'execució_noun	execution-time_noun
nebot_noun	nephew_noun
vuitanta-vuitè_adjective	eighty-eighth_adjective
basque_propernoun	basque_propernoun
al-poder_adverb	in-the-saddle_adverb
hemolisina_noun	hemolysin_noun
guerra_noun	warfare_noun
gronsar_verb	swing_verb
thomson_propernoun	thomson_propernoun
casino_noun	casino_noun
brittney_propernoun	brittney_propernoun
otoscopi_noun	otoscope_noun
semànticament_adverb	semantically_adverb
rego_propernoun	rego_propernoun
bermudes_propernoun	bermuda_propernoun
bilal_propernoun	bilal_propernoun
telèfon-mòbil_noun	cellular-phone_noun
difusor_adjective	diffusing_adjective
tamisatge_noun	sieving_noun
incórrer_verb	incur_verb
angosto_propernoun	angosto_propernoun
adiabatically_adverb	adiabatically_adverb
escriptor-satíric_noun	satirist_noun
zhu_propernoun	zhu_propernoun
citotoxicitat_noun	cytotoxicity_noun
papaseit_propernoun	papaseit_propernoun
el-proper-juny_adverb	the-next-june_adverb
ferreiro_propernoun	ferreiro_propernoun
estacionament_noun	parking_noun
dueñas_propernoun	dueñas_propernoun
geneva_propernoun	geneva_propernoun
motos_propernoun	motos_propernoun
minuciosament_adverb	painstakingly_adverb
virtuosisme_noun	virtuosity_noun
sensiblement_adverb	sensibly_adverb
aparentment_adverb	putatively_adverb
perpetu_adjective	perpetual_adjective
deladurantaye_propernoun	deladurantaye_propernoun
beneficiós_adjective	beneficial_adjective
apòfisi_noun	apophysis_noun
posteriorment_adverb	subsequently_adverb
inquiet_adjective	restless_adjective
bah_propernoun	bah_propernoun
enologia_noun	oenology_noun
tulipa_noun	tulip_noun
rosca_noun	thread_noun
molt_adverb	a-lot_adverb
romania_propernoun	romania_propernoun
incolor_adjective	colorless_adjective
en-direcció-nord-oest_adverb	in-a-northwesterly-direction_adverb
incloure_verb	include_verb
trombocitosi_noun	thrombocytosis_noun
probabilístic_adjective	probabilistic_adjective
gamaliel_propernoun	gamaliel_propernoun
harel_propernoun	harel_propernoun
devin_propernoun	devin_propernoun
el-proper-desembre_adverb	the-next-december_adverb
de-manera-contemporània_adverb	contemporaneously_adverb
lozoya_propernoun	lozoya_propernoun
grip-aviària_noun	avian-influenza_noun
stephan_propernoun	stephan_propernoun
yamamoto_propernoun	yamamoto_propernoun
pararols_propernoun	pararols_propernoun
nasime_propernoun	nasime_propernoun
gabriel_propernoun	gabriel_propernoun
suís_adjective	swiss_adjective
desxifrar_verb	decipher_verb
baralla_noun	row_noun
oposat_adjective	opposite_adjective
rupia_noun	rupee_noun
miracle_propernoun	miracle_propernoun
alfieri_propernoun	alfieri_propernoun
ajmet_propernoun	ajmet_propernoun
megatona_noun	megaton_noun
coral_adjective	choral_adjective
noémi_propernoun	noémi_propernoun
sobredeterminat_adjective	overdetermined_adjective
fatima_propernoun	fatima_propernoun
fuet_noun	sausage_noun
atacar_verb	strike_verb
de-marbella_adjective	marbellan_adjective
torneig_noun	tournament_noun
cobert_noun	silverware_noun
teodora_propernoun	teodora_propernoun
calci_noun	calcium_noun
cordèlia_propernoun	cordelia_propernoun
montañez_propernoun	montañez_propernoun
guignard_propernoun	guignard_propernoun
encertar_verb	hit_verb
lesieur_propernoun	lesieur_propernoun
malura_noun	illness_noun
estudi_noun	study_noun
màcula_noun	macula_noun
per-càpita_adjective	per-capita_adjective
viabilitat_noun	viability_noun
estanquitat_noun	tightness_noun
zarza_propernoun	zarza_propernoun
vidriol_noun	blindworm_noun
dessecació_noun	desiccation_noun
proximal_adjective	proximal_adjective
swallow_propernoun	swallow_propernoun
degas_propernoun	degas_propernoun
stiven_propernoun	stiven_propernoun
invasió_noun	invasion_noun
brillant_propernoun	brillant_propernoun
cubí_propernoun	cubí_propernoun
amotinament_noun	riot_noun
destructiu_adjective	destructive_adjective
metadada_noun	metadata_noun
vernier_propernoun	vernier_propernoun
parrado_propernoun	parrado_propernoun
toyota_propernoun	toyota_propernoun
per-si-sols_adverb	on-their-own_adverb
hervé_propernoun	hervé_propernoun
banal_adjective	platitudinous_adjective
rivera_propernoun	rivera_propernoun
mal·leable_adjective	malleable_adjective
gael_propernoun	gael_propernoun
ciclònic_adjective	cyclonic_adjective
dissidència_noun	dissidence_noun
maddison_propernoun	maddison_propernoun
prunera_propernoun	prunera_propernoun
dècada_noun	decade_noun
sharma_propernoun	sharma_propernoun
messervier_propernoun	messervier_propernoun
adhesiu_noun	sticker_noun
congregacional_adjective	congregational_adjective
fluir_verb	flow_verb
disneyland_propernoun	disneyland_propernoun
distància_noun	distance_noun
sotos_propernoun	sotos_propernoun
repetir_verb	repeat_verb
festí_noun	feast_noun
subvenció_noun	subvention_noun
psicosomàtic_adjective	somatopsychic_adjective
santedat_noun	sanctity_noun
inframón_noun	underworld_noun
analític_adjective	analytical_adjective
popularitzar_verb	popularise_verb
aquí-dalt_adverb	up-here_adverb
reubicar_verb	relocate_verb
salabrós_adjective	brackish_adjective
melodiós_adjective	melodious_adjective
gorja_noun	throat_noun
thor_propernoun	thor_propernoun
vichy_propernoun	vichy_propernoun
cristián_propernoun	cristián_propernoun
eliézer_propernoun	eliézer_propernoun
esclerotomia_noun	sclerotomy_noun
clos_noun	enclosure_noun
marcelo_propernoun	marcelo_propernoun
teasdale_propernoun	teasdale_propernoun
encantar_verb	haunt_verb
estelle_propernoun	estelle_propernoun
euskolabel_propernoun	euskolabel_propernoun
avantatjós_adjective	advantageous_adjective
orpinell_propernoun	orpinell_propernoun
nítric_adjective	nitric_adjective
orquiectomia_noun	orchiectomy_noun
tirallonga_noun	string_noun
cricotomia_noun	cricotomy_noun
amb-orgull_adverb	proudly_adverb
trastornar_verb	disturb_verb
mirko_propernoun	mirko_propernoun
frédérique_propernoun	frédérique_propernoun
kylee_propernoun	kylee_propernoun
tota-la-nit_adverb	all-night_adverb
divisió_noun	division_noun
de-bona-gana_adverb	willingly_adverb
multiplicador_noun	multiplier_noun
encoratjament_noun	spirit_noun
shamyra_propernoun	shamyra_propernoun
nematicida_noun	nematicide_noun
apel·latiu_noun	appellation_noun
incredulitat_noun	disbelief_noun
illes-balears_propernoun	balearic-islands_propernoun
august_adjective	augustan_adjective
zagreb_propernoun	zagreb_propernoun
spencer_propernoun	spencer_propernoun
adélaïde_propernoun	adélaïde_propernoun
altitud_noun	altitude_noun
cooperar_verb	cooperate_verb
repartir_verb	apportion_verb
arribada_noun	advent_noun
impetuositat_noun	impetuosity_noun
senyoratge_noun	lordship_noun
daley_propernoun	daley_propernoun
taxonòmic_adjective	taxonomic_adjective
doris_propernoun	doris_propernoun
batall_noun	clapper_noun
vistós_adjective	showy_adjective
thériault_propernoun	thériault_propernoun
guirguis_propernoun	guirguis_propernoun
pahlavi_propernoun	pahlavi_propernoun
destinar_verb	destine_verb
besora_propernoun	besora_propernoun
krill_noun	krill_noun
subcontracte_noun	subcontract_noun
repunt_noun	backstitch_noun
von-schiller_propernoun	von-schiller_propernoun
cirio_propernoun	cirio_propernoun
gaudry_propernoun	gaudry_propernoun
payet_propernoun	payet_propernoun
home-llop_noun	werewolf_noun
fragant_adjective	fragrant_adjective
carnicé_propernoun	carnicé_propernoun
comanda-pendent_noun	backorder_noun
barrejar_verb	scramble_verb
costar_verb	cost_verb
vigo_propernoun	vigo_propernoun
miniordinador_noun	minicomputer_noun
com-a-últim-recurs_adverb	as-a-last-resort_adverb
pertot-arreu_adverb	throughout_adverb
horan_propernoun	horan_propernoun
delicadesa_noun	delicacy_noun
iberdrola_propernoun	iberdrola_propernoun
enéas_propernoun	enéas_propernoun
espetegar_verb	snap_verb
adobatge_noun	fertilisation_noun
aer-lingus_propernoun	aer-lingus_propernoun
imperfecte_adjective	imperfect_adjective
devonte_propernoun	devonte_propernoun
yvon_propernoun	yvon_propernoun
perna_propernoun	perna_propernoun
yoav_propernoun	yoav_propernoun
egipci_adjective	egyptian_adjective
prostaglandina_noun	prostaglandin_noun
aristotèlic_adjective	aristotelian_adjective
atlanta_propernoun	atlanta_propernoun
xicot_noun	girlfriend_noun
fotoionització_noun	photoionisation_noun
pleocroisme_noun	pleochroism_noun
valéry_propernoun	valéry_propernoun
descelerar_verb	decelerate_verb
polifònic_adjective	polyphonic_adjective
reconciliar_verb	reconcile_verb
wonderland_propernoun	wonderland_propernoun
per-la-seua-banda_adverb	on-her-part_adverb
lucien_propernoun	lucien_propernoun
monotípia_noun	monotype_noun
incomplir_verb	break_verb
esfenoidal_adjective	sphenoidal_adjective
mamut_noun	mammoth_noun
a-l'esquerra_adverb	to-the-left_adverb
fausta_propernoun	fausta_propernoun
aryan_propernoun	aryan_propernoun
pena_noun	sorrow_noun
quàrtic_adjective	quartic_adjective
teagan_propernoun	teagan_propernoun
judici_noun	trial_noun
alcohòlic_noun	alcoholic_noun
philipp_propernoun	philipp_propernoun
mozo_propernoun	mozo_propernoun
selena_propernoun	selena_propernoun
avió_noun	airplane_noun
llicenciat_noun	graduate_noun
apocalíptic_adjective	apocalyptic_adjective
fer_verb	ask_verb
si-és-possible_adverb	if-possible_adverb
möbius_propernoun	möbius_propernoun
majestuós_adjective	stately_adjective
wifredo_propernoun	wifredo_propernoun
quedar_verb	be-left_verb
corporativament_adverb	corporately_adverb
homòleg_noun	counterpart_noun
litografia_noun	lithography_noun
wolff_propernoun	wolff_propernoun
monterey_propernoun	monterey_propernoun
fredo_propernoun	fredo_propernoun
narciso_propernoun	narciso_propernoun
inoblidable_adjective	unforgettable_adjective
middlesex_propernoun	middlesex_propernoun
orabelle_propernoun	orabelle_propernoun
idelle_propernoun	idelle_propernoun
livino_propernoun	livino_propernoun
fins-ara_adverb	to-this-very-day_adverb
faour_propernoun	faour_propernoun
hawaii_propernoun	hawaii_propernoun
escalador_noun	climber_noun
rus_noun	russian_noun
grenier_propernoun	grenier_propernoun
ciutadà_noun	citizen_noun
paralímpic_adjective	paralympic_adjective
iracund_adjective	irascible_adjective
aixecar_verb	lift_verb
paraplasma_noun	paraplasm_noun
kayleigh_propernoun	kayleigh_propernoun
senior_propernoun	senior_propernoun
d'alguna-manera-o-altra_adverb	by-some-means-or-other_adverb
a-la-vegada_adverb	at-any-one-time_adverb
primulina_noun	primuline_noun
enganxar_verb	glue_verb
assoliment_noun	attainment_noun
ferrante_propernoun	ferrante_propernoun
intern_noun	intern_noun
secret_noun	secret_noun
desmultiplexor_noun	demultiplexer_noun
molestar_verb	bother_verb
usurpador_noun	usurper_noun
lamanque_propernoun	lamanque_propernoun
connivència_noun	collusion_noun
biòtic_adjective	biotic_adjective
mireille_propernoun	mireille_propernoun
manta_noun	blanket_noun
encobrir_verb	whitewash_verb
livio_propernoun	livio_propernoun
etioplast_noun	etioplast_noun
escamós_adjective	scaly_adjective
orgull_noun	pride_noun
sol·licitud_noun	request_noun
heradio_propernoun	heradio_propernoun
humphreys_propernoun	humphreys_propernoun
ivanna_propernoun	ivanna_propernoun
quadrilla_noun	group_noun
shunko_propernoun	shunko_propernoun
hynes_propernoun	hynes_propernoun
coprimer_adjective	coprime_adjective
fictici_adjective	fictional_adjective
toreig_noun	bullfighting_noun
proclivitat_noun	proclivity_noun
sínode_noun	synod_noun
per-parelles_adverb	in-pairs_adverb
renovar_verb	refurbish_verb
nassif_propernoun	nassif_propernoun
evette_propernoun	evette_propernoun
formatge_noun	cheese_noun
sàcul_noun	saccule_noun
trinquet_noun	ratchet_noun
irène_propernoun	irène_propernoun
viladegut_propernoun	viladegut_propernoun
egurrola_propernoun	egurrola_propernoun
gas_noun	gas_noun
sinclinal_adjective	synclinal_adjective
canadell_propernoun	canadell_propernoun
zambrano_propernoun	zambrano_propernoun
netscape_propernoun	netscape_propernoun
frankel_propernoun	frankel_propernoun
inofensivament_adverb	harmlessly_adverb
lupita_propernoun	lupita_propernoun
irma-de-la-paz_propernoun	irma-de-la-paz_propernoun
aubert_propernoun	aubert_propernoun
fràgic_adjective	fragic_adjective
civilitzador_adjective	civilizing_adjective
apnea_noun	apnoea_noun
lavabo_noun	basin_noun
puresa_noun	purity_noun
utilització_noun	utilization_noun
ilva_propernoun	ilva_propernoun
psicròmetre_noun	psychrometer_noun
sarcòmer_noun	sarcomere_noun
caellas_propernoun	caellas_propernoun
sindicar_verb	syndicate_verb
estada_noun	stay_noun
versió-de-prova_noun	demo_noun
margarita_propernoun	margarita_propernoun
social_adjective	societal_adjective
prospero_propernoun	prospero_propernoun
merchandising_noun	merchandising_noun
cera_noun	wax_noun
provisió_noun	provision_noun
quinzena_noun	fortnight_noun
ergativitat_noun	ergativity_noun
al-capdamunt-de-l'escala_adverb	at-the-top-of-the-scale_adverb
jacoby_propernoun	jacoby_propernoun
bacil_noun	bacillus_noun
ogui_propernoun	ogui_propernoun
gameboy-color_propernoun	gameboy-color_propernoun
anita_propernoun	anita_propernoun
llombrígol_noun	navel_noun
reemborsament_noun	repayment_noun
bombarda_noun	bombard_noun
mineralogia_noun	mineralogy_noun
de-sobte_adverb	on-impulse_adverb
tot-sol_adjective	alone_adjective
manament_noun	commandment_noun
coster_adjective	coastal_adjective
perez_propernoun	perez_propernoun
atònit_adjective	astonished_adjective
karli_propernoun	karli_propernoun
recolons_propernoun	recolons_propernoun
vuitè_adjective	eighth_adjective
punxonar_verb	punch_verb
cunill_propernoun	cunill_propernoun
dolç_adjective	sweet_adjective
pantanós_adjective	marshy_adjective
apocalipsi_noun	apocalypse_noun
ugalde_propernoun	ugalde_propernoun
thelma_propernoun	thelma_propernoun
ferrín_propernoun	ferrín_propernoun
adopció_noun	adoption_noun
margaret_propernoun	margaret_propernoun
constructor_noun	constructor_noun
descendent_noun	descendant_noun
amèriques_propernoun	americas_propernoun
externament_adverb	outwardly_adverb
marc-andreu_propernoun	marc-andreu_propernoun
en-tercer-lloc_adverb	in-the-third-place_adverb
taña_propernoun	taña_propernoun
santedat_noun	holiness_noun
capitulació_noun	capitulation_noun
imbecil·litat_noun	imbecility_noun
estereotípia_noun	stereotyping_noun
hatch_propernoun	hatch_propernoun
relaño_propernoun	relaño_propernoun
ordeig_propernoun	ordeig_propernoun
piemontita_noun	piemontite_noun
ambroise_propernoun	ambroise_propernoun
resituar_verb	relocate_verb
bull_propernoun	bull_propernoun
zhan_propernoun	zhan_propernoun
bauhaus_propernoun	bauhaus_propernoun
yasmine_propernoun	yasmine_propernoun
quant-a-això_adverb	in-that-regard_adverb
constel·lació_noun	constellation_noun
arreplegar_verb	collect_verb
alvery_propernoun	alvery_propernoun
love_propernoun	love_propernoun
asseure_verb	sit-down_verb
oxitocina_noun	oxytocin_noun
ignacia_propernoun	ignacia_propernoun
escapament_noun	outflow_noun
gaul_propernoun	gaul_propernoun
granulita_noun	granulite_noun
sultana_propernoun	sultana_propernoun
calze_noun	communion-cup_noun
triomfar_verb	triumph_verb
consegüent_adjective	consequential_adjective
turbopropulsor_noun	propjet_noun
lluís-mas-i-ossó_propernoun	lluís-mas-i-ossó_propernoun
renart_propernoun	renart_propernoun
numèricament_adverb	numerically_adverb
investigador_noun	researcher_noun
atreure_verb	lure_verb
forgues_propernoun	forgues_propernoun
dubuisson_propernoun	dubuisson_propernoun
vilatà_noun	villager_noun
a-tot-preu_adverb	at-all-cost_adverb
martíns_propernoun	martíns_propernoun
naturhouse_propernoun	naturhouse_propernoun
new-nintendo-3ds-xl_propernoun	new-nintendo-3ds-xl_propernoun
shayen_propernoun	shayen_propernoun
jørgen-mohr_propernoun	jørgen-mohr_propernoun
cooperació_noun	cooperation_noun
diaforesi_noun	diaphoresis_noun
difunt_noun	deceased_noun
per-sis-mesos_adverb	for-six-months_adverb
megalòpoli_noun	megalopolis_noun
landon_propernoun	landon_propernoun
alentir_verb	slow_verb
condriocont_noun	chondriocont_noun
escámez_propernoun	escámez_propernoun
escalante_propernoun	escalante_propernoun
extrasolar_adjective	extrasolar_adjective
de-lamo_propernoun	de-lamo_propernoun
côme_propernoun	côme_propernoun
fasciotomia_noun	fasciotomy_noun
tragèdia_noun	tragedy_noun
thackeray_propernoun	thackeray_propernoun
sobre-manera_adverb	beyond-belief_adverb
mallorca_propernoun	mallorca_propernoun
enregistrar_verb	record_verb
grañá_propernoun	grañá_propernoun
giachetta_propernoun	giachetta_propernoun
pakistan_propernoun	pakistan_propernoun
braulia_propernoun	braulia_propernoun
katsaros_propernoun	katsaros_propernoun
ortòpter_noun	orthopteron_noun
estrany_adjective	strange_adjective
magnetisme_noun	magnetism_noun
molt-llarg_adverb	as-large-as-life_adverb
foment_noun	promotion_noun
somàlia_propernoun	somalia_propernoun
exigent_adjective	demanding_adjective
aparença_noun	appearance_noun
meticulós_adjective	punctilious_adjective
yip_propernoun	yip_propernoun
ditirambe_noun	dithyramb_noun
realment_adverb	maximally_adverb
avant_adverb	forward_adverb
aubut_propernoun	aubut_propernoun
écija_propernoun	écija_propernoun
plasmar_verb	reflect_verb
jersei_noun	jumper_noun
repertori_noun	repertoire_noun
aplanar_verb	flatten_verb
llapis_noun	pencil_noun
samarcanda_propernoun	samarkand_propernoun
derivat_noun	derivative_noun
lisardo_propernoun	lisardo_propernoun
trotski_propernoun	trotsky_propernoun
rotllo_noun	scroll_noun
atzucac_noun	stalemate_noun
veneçuela_propernoun	venezuela_propernoun
delegat_noun	delegate_noun
cancel·lar_verb	cancel_verb
williams_propernoun	williams_propernoun
riquier_propernoun	riquier_propernoun
coleman_propernoun	coleman_propernoun
començament_noun	beginning_noun
ombra_noun	shadow_noun
múrcia_propernoun	murcia_propernoun
virulent_adjective	virulent_adjective
carmack_propernoun	carmack_propernoun
al-davant_adverb	to-the-fore_adverb
fagot_noun	bassoon_noun
regiment_noun	regiment_noun
crítica_noun	criticism_noun
jurar_verb	vow_verb
armènia_propernoun	armenia_propernoun
tempo_noun	tempo_noun
balancejar_verb	swing_verb
coursol_propernoun	coursol_propernoun
crispin_propernoun	crispin_propernoun
bissau_propernoun	bissau_propernoun
delicte_noun	crime_noun
khmer_noun	cambodian_noun
texas-instruments_propernoun	texas-instruments_propernoun
gismundo_propernoun	gismundo_propernoun
contestable_adjective	contestable_adjective
migrar_verb	migrate_verb
redempció_noun	redemption_noun
assolir_verb	reach_verb
triana_propernoun	triana_propernoun
yohana_propernoun	yohana_propernoun
benet-vii_propernoun	benedict-vii_propernoun
gener_noun	january_noun
predecessor_noun	predecessor_noun
jova_propernoun	jova_propernoun
