cefndedyn,pancreas,noun
Bartomeu,Bartomeu,properNoun
bras,fat,adjective
Murron,Murron,properNoun
anghyfreithlon,illegal,adjective
unswydd,specific,adjective
cnoi,chew,verb
Ben,Ben,properNoun
ennill,earning,noun
hanes,story,noun
blaendal,deposit,noun
blaenbrofi,anticipate,verb
Gilbert,Gilbert,properNoun
Glyn,Glyn,properNoun
prydles,lease,noun
Cox,Cox,properNoun
Brody,Brody,properNoun
puro,purify,verb
atebolrwydd,accountability,noun
fector,vector,noun
berf,verb,noun
cyrchadwy,accessible,adjective
saffir,sapphire,noun
Japan,Japan,properNoun
De Morgannwg,South Glamorgan,properNoun
llinyn,string,noun
Slovenija,Slovenia,properNoun
camfesur,estimate wrongly,verb
Neave,Neave,properNoun
Blanca,Blanca,properNoun
toiled,toilet,noun
prosesu,process,verb
cyfrifiaduro,computerise,verb
Darren,Darren,properNoun
cyflymder,speed,noun
cyfoesi,be contemporaneous with,verb
trawswyro,pervert,verb
Carrie,Carrie,properNoun
pobl,person,noun
ailsefydlu,reestablish,verb
tradwy,three days later,adverb
Mya,Mya,properNoun
pwdr,rotten,adjective
pwy,who,adverb
pwy,who,relativePronoun
pwy,who,pronoun
pwy,who,interrogativePronoun
dyddiad,date,noun
lladd ar,criticise,verb
buddioli,profit,verb
3ydd,3rd,numeral
ffromi,rage,verb
meddwdod,drunkenness,noun
ysgathru,cut,verb
sadrwydd,firmness,noun
Sir Gwynedd,Gwynedd,properNoun
AC,AM,noun
Alyne,Alyne,properNoun
Chwefror,February,noun
abacws,abacus,noun
lledferwi,simmer,verb
Georgina,Georgina,properNoun
Antònia,Antònia,properNoun
cwsmer,customer,noun
Indo-Ewropeg,Indo-European,noun
tanberfformio,underperform,verb
deisyf,beseech,verb
disgyrchu,gravitate,verb
triagl,balsam,noun
esboniad,explanation,noun
cyd-ddisgybl,fellow pupil,noun
eirioli,implore,verb
cyhyr,muscle,noun
cerddoriaeth,music,noun
gohebiaeth,correspondence,noun
edrych,look,verb
edrych,look,presentParticipleAdjective
Lansdowne,Lansdowne,properNoun
nodiad,note,noun
llechfeddiannu,encroach upon,verb
tiwbio,duct,verb
perpendicwlar,perpendicular,adjective
slobran,slobber,verb
addurniad,decoration,noun
gwella,improve,verb
cais,request,noun
warws,warehouse,noun
derbyniwr,receiver,noun
cosyn,cheese,noun
cydlynol,cohesive,adjective
Lia,Lia,properNoun
Finley,Finley,properNoun
dynoli,civilise,verb
clensio,clench,verb
awdurdodol,authoritative,adjective
aml,frequent,adjective
mwyngloddio,mine,verb
maeth,nourishment,noun
ailymaelodi,rejoin,verb
tyrfo,thunder,verb
cynted,soon,adverb
gwancu,gorge,verb
safbwynt,standpoint,noun
concrit,concrete,noun
llymder,sharpness,noun
chweched,sixth,adjective
Gracie,Gracie,properNoun
Guy,Guy,properNoun
esblygu,explain,verb
anghytbwys,unbalanced,adjective
prysglwyn,copse,noun
ôl-gofrestru,post-registration,adjective
paned,cup of tea,noun
euro,gild,verb
parthu,separate,verb
delfrydol,ideal,adjective
gwir,true,adjective
breuddwydio,dream,verb
dylwn,shall,verb
dylwn,shall,modal
gorgyffyrddiad,overlap,noun
llarpio,devour,verb
cysylltiad,association,noun
danheddu,notch,verb
tyrfu,thunder,verb
didoli,segregate,verb
rhasglu,pare,verb
Frederick,Frederick,properNoun
cnocio,knock,verb
Belg,Belgium,properNoun
sgwad,squad,noun
oed,years old,numeral
mympwyol,arbitrary,adjective
dantio,daunt,verb
cynt,earlier,adjective
ymdynnu,contend,verb
priflythrennol,upper-case,adjective
gweisg,press,noun
safle,position,noun
Pere,Pere,properNoun
syrffed,surfeit,noun
anaddas,inappropriate,adjective
cymryd,take,verb
penydio,penalise,verb
Kaitlin,Kaitlin,properNoun
cymhwyster,qualification,noun
llithrydd,slider,noun
cydweddu,conform,verb
ategu,support,verb
ategu,support,presentParticipleAdjective
tab,tab,noun
di-fin,blunt,adjective
Gwyddeleg,Irish,noun
ffatri,factory,noun
system,system,noun
fisa,visa,noun
dibriddo,unearth,verb
rwdlan,talk rubbish,verb
rhediadol,declensional,adjective
difrif,serious,adjective
hudladrata,swindle,verb
Ynys Manaw,Isle of Man,properNoun
naturiol,natural,adjective
pres,money,noun
amgrwm,convex,adjective
Fictorianaidd,Victorian,adjective
oes,there be,verb
anghydbwysedd,imbalance,noun
lleinasio,fillet-weld,verb
ciwb,cube,noun
Chelsey,Chelsey,properNoun
fflach,flash,noun
tybiedig,putative,adjective
didol,segregate,verb
ailymrwymo,recommit oneself,verb
Sarra,Sarra,properNoun
sgiwedd,skewness,noun
ymyrryd,interfere,verb
sain,sound,noun
ar ôl,after,preposition
gros,gross,adjective
gorsaf trenau,train station,noun
credydu,credit,verb
y Seishêls,Seychelles,properNoun
ystlum,bat,noun
Keir,Keir,properNoun
llywio,steer,verb
Ynysoedd y Sianel,Channel Islands,properNoun
gofalu,take care,verb
Ffransis,Ffransis,properNoun
efo,with,preposition
dadlwytho,unload,verb
bwlch,space,noun
nef,heaven,noun
tymor-byr,short-term,adjective
swn,sound,noun
tosturio,pity,verb
anghyfartal,unequal,adjective
gwely,bed,noun
Khartoum,Khartoum,properNoun
glo,coal,noun
llymeidio,sip,verb
fforddiadwyedd,affordability,noun
trochi,dirty,verb
llawenychu,rejoice,verb
dyfnder,depth,noun
caniataol,allowed,adjective
clefyd,disease,noun
cynhyrchwr,producer,noun
hynod,remarkable,adjective
gweinyddol,administrative,adjective
ceiniog,penny,noun
metrigeiddio,metricate,verb
ailgreu,recreate,verb
rhyngu,gratify,verb
Moçambique,Mozambique,properNoun
Leo,Leo,properNoun
swcro,give refuge,verb
Davis,Davis,properNoun
diagram,diagram,noun
cyfoethogi,enrich,verb
mall,corrupt,adjective
ifanc,young,adjective
tyrchio,burrow,verb
adeiledig,built,adjective
meillion,clover,noun
Rhufain,Rome,properNoun
arthio,growl,verb
achlysuraeth,occasionalism,noun
sgôp,scope,noun
lledaenu,disseminate,verb
swatio,crouch,verb
arwyddocáu,signify,verb
Ursula,Ursula,properNoun
adain,wing,noun
proses,process,noun
banc,bank,noun
yn,in,preposition
popeth,everything,noun
Olyver,Olyver,properNoun
ymarferwr,practitioner,noun
arwyddo,sign,verb
misio,miss,verb
Newfoundland,Newfoundland,properNoun
gwrthrych,object,noun
gwaith,work,noun
Bahrein,Bahrain,properNoun
Siapaneg,Japanese,noun
camdreulio,squander,verb
datguddio,disclose,verb
beichio,sob,verb
treulio,digest,verb
Robert,Robert,properNoun
Jayden,Jayden,properNoun
sbiral,spiral,noun
Bryste,Bristol,properNoun
Amice,Amice,properNoun
siario,share,verb
siario,share,noun
parablu,utter,verb
is-bwyllgor,sub-committee,noun
band,band,noun
Jai,Jai,properNoun
rhwymedigaeth,obligation,noun
cydaddysgu,co-educate,verb
cywain,haul,verb
golygyddol,editorial,adjective
turnio,turn,verb
ailargraffiad,reprint,noun
sgìl,skill,noun
poblogrwydd,popularity,noun
bryweddu,brew,verb
cyfunol,federated,adjective
di-sglein,matte,adjective
dychmygydd,visualiser,noun
penodiad,appointment,noun
eiriolwr,advocate,noun
bonclustio,box on the ears,verb
lleferydd,speech,noun
ceryddu,scold,verb
Parker,Parker,properNoun
alinio,align,verb
ymchwyddo,swell,verb
odli,rhyme,verb
syn,amazed,adjective
disbaddu,castrate,verb
wats,watch,noun
cymharol,comparative,adjective
darllaw,brew up,verb
nerthol,powerful,adjective
chwyddiant,inflation,noun
meddalwch,softness,noun
anfonedig,sent,adjective
brag,malt,noun
camymddwyn,misbehave,verb
culhau,narrow,verb
mwy o,more,pronoun
mwy o,more,determiner
mwy o,more,pronoun
mwy o,more,determiner
mwy o,more,pronoun
mwy o,more,determiner
mwy o,more,pronoun
mwy o,more,determiner
swnio,sound,verb
termeg,terminology,noun
hysbyseb,advertisement,noun
Ethelred,Ethelred,properNoun
nod,aim,noun
goddef,suffer,verb
blaen,front,noun
drensio,dose,verb
Gauwyn,Gauwyn,properNoun
hafalu,equate,verb
hunllef,nightmare,noun
llueddu,mobilise,verb
Ankara,Ankara,properNoun
meddygaeth,medicine,noun
medrus,skilful,adjective
niweidio,harm,verb
myllio,fly into a rage,verb
cymhlethu,complicate,verb
achrededig,accredited,adjective
nawr,now,adverb
sgrafellu,scrape,verb
byr-rybudd,short notice,adjective
ymeithrio,except,verb
dominyddu,dominate,verb
llwyaid,spoonful,noun
ailddewis,reselect,verb
dwyreiniol,eastern,adjective
hinsoddi,acclimatise,verb
y rheiny,that,relativePronoun
y rheiny,that,pronoun
y rheiny,that,determiner
y rheiny,that,demonstrativePronoun
y rheiny,that,determiner
y rheiny,that,demonstrativePronoun
y rheiny,that,relativePronoun
y rheiny,that,pronoun
y rheiny,that,determiner
y rheiny,that,demonstrativePronoun
y rheiny,that,determiner
y rheiny,that,demonstrativePronoun
ei gilydd,each other,adverb
caledwedd,hardware,noun
gorfodol,compulsory,adjective
Gibson,Gibson,properNoun
Constance,Constance,properNoun
lleibio,devour,verb
toriad,cut,noun
comisiynwr,commisioner,noun
cyd-dyfu,grow togther,verb
Brooke,Brooke,properNoun
trosi,convert,verb
hwnt,beyond,adverb
llonni,gladden,verb
deddfwriaeth,legislation,noun
ymgydio,copulate,verb
pitïo,pity,verb
crafangu,claw,verb
ymosod,attack,verb
cofarwydd,memento,noun
efelychu,simulate,verb
disberod,wandering,adjective
rhwydo,ensnare,verb
geni,be born,verb
Mongolia,Mongolia,properNoun
radiograffydd,radiographer,noun
blaendorri,truncate,verb
ychwanegu at,add to,verb
blaenwybodaeth,foreknowledge,noun
difeddiannu,dispossess,verb
trefnu,arrange,verb
cydgerdded,accompany,verb
tyngedfennu,destine,verb
heini,fit,adjective
Llúcia,Llúcia,properNoun
amseryddiaeth,chronology,noun
gwyllt,wild,adjective
gwrthglocwedd,anticlockwise,adjective
hysbysiad,announcement,noun
proffesiynol,professional,noun
Groeg,Greece,properNoun
nosi,become night,verb
wfftian,deride,verb
radiograffwr,radiographer,noun
cleient,client,noun
darllen,read,verb
cliciedu,fasten with a latch,verb
gwyn,white,adjective
rhagarfaethiad,predestination,noun
stordy,warehouse,noun
diffurfdro,non-inflected,adjective
Cenia,Kenya,properNoun
chwilota,search,verb
disgleirio,shine,verb
arian breiniol,currency,noun
llymeitio,sip,verb
gaeafgysgu,hibernate,verb
treiddgarwch,penetration,noun
gwacáu,empty,verb
blaidd,wolf,noun
cyflunedd,similarity,noun
corodyn,trifle,noun
cychwyn,start,verb
cywarch,hemp,noun
dewislen,menu,noun
llaeth,milk,noun
ailgyflogi,rehire,verb
tywysu,lead,verb
Robbie,Robbie,properNoun
clicio,click,verb
chwyrnu,snore,verb
cyfogi,vomit,verb
Mawrth,March,noun
hierarchaeth,hierarchy,noun
tirio,land,verb
arddweud,dictate,verb
dydd Mercher,Wednesday,noun
llocio,pen,verb
trosedd,crime,noun
galaru,wail,verb
rheoledig,regulated,adjective
pwyo,beat,verb
pwyo,beat,presentParticipleAdjective
fel arfer,usually,adverb
darpariaethol,provisional,adjective
siopa,shop,verb
panylu,dent,verb
gwladychu,colonise,verb
egwyddor,principle,noun
Aina,Aina,properNoun
Caterina,Caterina,properNoun
gwaelodi,precipitate,verb
dilysu,validate,verb
creu,create,verb
unrhyw,any,determiner
pwrpas,purpose,noun
cwestio,hold an inquiry,verb
Ynysoedd Solomon,Solomon Islands,properNoun
dwrdio,scold,verb
peirianneg,engineering,noun
Tsiad,Chad,properNoun
Raff,Raff,properNoun
Sweden,Sweden,properNoun
Baldwin,Baldwin,properNoun
epoc,epoch,noun
blaenorol,previous,adjective
daearyddol,geographical,adjective
ad-drefnu,reorganise,verb
cola,cola,noun
siwrhau,ensure,verb
atgyweirio,repair,verb
lleiafrif,minority,noun
tu hwnt i,beyond,preposition
cariad,love,noun
amryw o,various,determiner
apig,apex,noun
blodyn,flower,noun
Kayleigh,Kayleigh,properNoun
gwirioneddol,real,adjective
cyfyngu,limit,verb
cerdyn,card,noun
Harrison,Harrison,properNoun
clero,frisk,verb
ansicr,uncertain,adjective
noddwr,sponsor,noun
cleio,put clay on,verb
Ynysoedd y Galapagos,Galapagos Islands,properNoun
grediniol,believing,adjective
efelychiad,emulation,noun
telori,warble,verb
dogfen,document,noun
ymdreiglo,tumble,verb
Fiet Nam,Vietnam,properNoun
ymyl,margin,noun
achlysurol,occasional,adjective
hofrenfad,hovercraft,noun
Kateryn,Kateryn,properNoun
cwrdd,meeting,noun
llyfru,book,verb
deintydd,dentist,noun
ceinciog,burled,adjective
tynnu,draw,verb
dadsgriwio,unscrew,verb
cyf,ltd,adjective
Malaŵi,Malawi,properNoun
amgodydd,encoder,noun
economeg y cartref,home economics,noun
ystum,gesture,noun
sesiwn,session,noun
ymrwymo,commit oneself,verb
galarnadus,mournful,adjective
fechan,small,adjective
llygredig,polluted,adjective
perchnogol,proprietary,adjective
Logan,Logan,properNoun
mynwesu,embrace,verb
anghyrhaeddol,unreachable,adjective
gwirionyn,simpleton,noun
Hannah,Hannah,properNoun
cribddeilio,extort,verb
effeithiolrwydd,effectiveness,noun
tendio,tend,verb
cyflenwad,supply,noun
achwynydd,plaintiff,noun
gwadu,deny,verb
datganiadol,declarative,adjective
ataliad,prevention,noun
theatr,theatre,noun
Malawi,Malawi,properNoun
cyfaddawdu,compromise,verb
mingamu,smile sardonically,verb
Collys,Collys,properNoun
tramgwydd,offence,noun
lluosogaeth,pluralism,noun
cof,memory,noun
offeiriadaeth,priesthood,noun
gram,gram,noun
tanysgrifiad,subscription,noun
therapi,therapy,noun
brecio,brake,verb
ymwrando,listen carefully,verb
gwareiddiad,civilisation,noun
safwe,website,noun
tryloyw,transparent,adjective
Arwel,Arwel,properNoun
cywasg,compressed,adjective
llafar,speech,noun
gordyfu,outgrow,verb
cwynfan,complain,verb
chwerwder,bitterness,noun
croesdoriad,intersection,noun
snwffian,sniff,verb
llithro,slip,verb
ysbarduno,motivate,verb
dotio,dote,verb
didor,uninterrupted,adjective
cuddni,latency,noun
difyr,amusing,adjective
norm,norm,noun
caffe,cafe,noun
ymchwiliad,investigation,noun
cyfrifiad,census,noun
treblan,treble,verb
Andrew,Andrew,properNoun
hefyd,also,adverb
y Swdan,Sudan,properNoun
ffarmio,farm,verb
torchi,coil,verb
lotri,lottery,noun
rhagbenodi,predetermine,verb
gweithgynhyrchu,produce,verb
stiwdio,studio,noun
gorchuddio,cover,verb
didreiddedd,opacity,noun
heb os nac onibai,with no ifs or buts,adverb
diweddu,conclude,verb
hirsefydledig,long-established,adjective
canys,because,subordinatingConjunction
Hayleigh,Hayleigh,properNoun
sifil,civil,adjective
Ynysoedd Marshall,Marshall Islands,properNoun
amddiffynfa,fortress,noun
disodli,supplant,verb
swyddogaeth,functionality,noun
gofalus,careful,adjective
porffor,purple,adjective
lleuen,louse,noun
gwerthyd,furnish with an axle,verb
aderyn,bird,noun
moesoli,moralise,verb
gwern,meadow,noun
dymuno,wish to,verb
po,if it were,adverb
Greig,Greig,properNoun
triphlyg,triple,adjective
o gwmpas,around,preposition
tlodi,impoverish,verb
rhyngrwyd,internet,noun
dirisglo,peel,verb
enwebedig,nominated,adjective
marcio,mark,verb
cymeradwyaeth,approval,noun
synhwyrydd,sensor,noun
optimistiaeth,optimism,noun
cyfanheddu,inhabit,verb
eithr,except,preposition
llachar,bright,adjective
blodeuo,flower,verb
blodeuo,flower,presentParticipleAdjective
ffurfianneg,morphology,noun
tuedd,tendency,noun
Aragón,Aragon,properNoun
diben,purpose,noun
trawsacennu,syncopate,verb
llygru,corrupt,verb
calchio,lime,verb
llygrio,corrupt,verb
Lennox,Lennox,properNoun
gŵydd,presence,noun
masnachol-sensitif,commercially sensitive,adjective
Julia,Julia,properNoun
seisnigeiddio,anglicise,verb
clymadwy,mountable,adjective
difrifol,serious,adjective
Judith,Judith,properNoun
crefyddu,worship,verb
rhombws,rhombus,noun
Plaid Cymru,Plaid Cymru,properNoun
draen,thorn,noun
rhaeadrol,cascading,adjective
cyfloi,impregnate,verb
ffurfiedig,shaped,adjective
Lesotho,Lesotho,properNoun
dihidlo,distil,verb
ifori,ivory,noun
Madagasgar,Madagascar,properNoun
hyfforddi,train,verb
gweddwhau,widow,verb
gwastad,flat,adjective
drewi,stink,verb
manna,manna,noun
gwahannod,semicolon,noun
platfform,platform,noun
morthwylio,hammer,verb
Maesteg,Maesteg,properNoun
Isla,Isla,properNoun
tagfa,bottleneck,noun
sychlyd,dry,adjective
Summers,Summers,properNoun
awdiolegydd,audiologist,noun
camddefnydd,abuse,noun
Lídia,Lídia,properNoun
ymchwiliwr,researcher,noun
er gwaethaf,in spite of,preposition
Ynysoedd y Pilipins,Philippines,properNoun
busnesa,meddle,verb
cyllid,revenue,noun
Samoa,Samoa,properNoun
arddangosydd,display,noun
Brunei,Brunei Darussalam,properNoun
amryfal,assorted,adjective
ffortiwn,fortune,noun
cyd-deithio,travel together,verb
colato,collate,verb
dynol,human,adjective
cyflegru,bombard,verb
gorddibynnu,be too dependent,verb
chwech,six,numeral
cyhoeddedig,published,adjective
gweu,knit,verb
hysbyslen,prospectus,noun
begian,beg,verb
o reidrwydd,of necessity,adverb
llwyfannol,stage,adjective
chwilfriwio,smash,verb
llwfrdra,cowardice,noun
ehangedig,expanded,adjective
addurn,ornament,noun
gwanobeithio,despair,verb
dychweliad,return,noun
rhagfynegi,foretell,verb
â,as,subordinatingConjunction
swm,sum,noun
datguddiad,revelation,noun
pryd,when,adverb
pryd,when,interrogativePronoun
pryd,when,adverb
pryd,when,interrogativePronoun
pryd,when,adverb
pryd,when,interrogativePronoun
pryd,when,adverb
pryd,when,interrogativePronoun
cefn gwlad,countryside,noun
cysylltiedig,connected,adjective
amgaeëdig,encapsulated,adjective
hualu,fetter,verb
yn erbyn,against,preposition
esgor,give birth,verb
dymunol,desired,adjective
proffwydo,prophesy,verb
masnachfraint,franchise,noun
matriciwleiddio,matriculate,verb
gwleidydd,politician,noun
Dhesi,Dhesi,properNoun
gwresog,warm,adjective
anwes,indulgence,noun
Ynysoedd Cook,Cook Islands,properNoun
drilio,drill,verb
dehonglydd,interpreter,noun
torsythu,swagger,verb
cyfarpar,equipment,noun
seiciatrydd,psychiatrist,noun
gwrteithio,manure,verb
troed,foot,noun
rhonc,out-and-out,adjective
Bobby,Bobby,properNoun
Affganistan,Afghanistan,properNoun
eistedd,sit,verb
BBC Radio Cymru,BBC Radio Cymru,properNoun
siwtio,suit,verb
barddoni,write poetry,verb
deuaidd,binary,adjective
curo,beat,verb
curo,beat,presentParticipleAdjective
paganiaeth,heathenism,noun
graddlwyd,greyscale,adjective
gwrthbrofi,disprove,verb
hirgylch,ellipse,noun
baich,burden,noun
clasurol,classical,adjective
Anya,Anya,properNoun
gallu,capability,noun
Noah,Noah,properNoun
caffael,acquire,verb
batingo,hoe,verb
Kathmandu,Kathmandu,properNoun
Eve,Eve,properNoun
Zaira,Zaira,properNoun
tri,three,adjective
costio,cost,verb
buddiant,gain,noun
cyfuniad,combination,noun
blas,taste,noun
achub,save,verb
cyfrannu at,contribute to,verb
hyrwyddiad,promotion,noun
Dorothy,Dorothy,properNoun
hierarchaidd,hierarchical,adjective
ymholi,inquire,verb
edifarhau,repent,verb
James,James,properNoun
llawcio,gobble,verb
diaelodi,dismember,verb
cogio,pretend,verb
rhagorchymyn,precommand,noun
crefyddol,religious,adjective
caentach,wrangle,verb
deirydu,belong to,verb
syml,simple,adjective
ymwacáu,become empty,verb
sgleinio,polish,verb
berfenw,verbal noun,noun
troseddu,transgress,verb
ailgysgu,sleep again,verb
ymdderian,quarrel,verb
pesychu,cough,verb
mecanwaith,mechanism,noun
ymgeisydd,candidate,noun
llenydda,be well-versed in literature,verb
asesydd,assessor,noun
oferedd,dissipation,noun
disgyblu,discipline,verb
ddoe,yesterday,adverb
ymhen amser,in time,adverb
clwcio,cluck,verb
deallus,smart,adjective
pelydryn,ray,noun
unedol,unitary,adjective
cwbl,all,pronoun
cwbl,all,determiner
marchnad-ymwybodol,market-conscious,adjective
Zac,Zac,properNoun
picsfap,pixmap,noun
electronfolt,electronvolt,noun
isradd,root,noun
hagráu,disfigure,verb
seinydd,speaker,noun
eplesiad,fermentation,noun
llifanu,grind,verb
Grenaida,Grenada,properNoun
rhyngwynebu,interface,verb
ymgais,attempt,noun
rhifiadur,numerator,noun
sidellu,revolve,verb
Àngel,Àngel,properNoun
pêr,delicious,adjective
tyst,witness,noun
cymanwlad,commonwealth,noun
Jasmine,Jasmine,properNoun
siarad â,talk to,verb
cerddwr,walker,noun
annhebyg,dissimilar,adjective
oedrannus,aged,adjective
derbyn,receive,verb
aden,wing,noun
rhediad,run,noun
undeb,union,noun
Prudence,Prudence,properNoun
degawd,decade,noun
Ingham,Ingham,properNoun
gwrthdro,inverted,adjective
hunanasesu,self-assess,verb
Lily,Lily,properNoun
ffrwd,stream,noun
Ellie,Ellie,properNoun
rhesymol,reasonable,adjective
delfrydiaeth,ideality,noun
traddodiadol,traditional,adjective
ceulo,coagulate,verb
llinol,linear,adjective
rhaid,necessity,noun
balchder,pride,noun
brest,breast,noun
ymddiriedolaeth,trust,noun
anfodlon,unwilling,adjective
trystio,trust,verb
ffwndro,bewilder,verb
arolygiad,inspection,noun
Carolina,Carolina,properNoun
uncorn,unicorn,noun
cilydd,other,noun
argyfwng,crisis,noun
cripio,creep,verb
pennu,determine,verb
sôn,rumour,noun
mercheta,womanise,verb
anwag,non-empty,adjective
canwyro,plane,verb
porthor,gatekeeper,noun
campio,camp,verb
pendrymu,be dejected,verb
tebygu,liken,verb
dilyniannydd,sequencer,noun
trist,sad,adjective
defnyddiol,useful,adjective
alaw,melody,noun
anfon am,send for,verb
crwner,coroner,noun
rhybuddio,warn,verb
monon ni,not us,adverb
gwthio,shove,verb
ebrannu,feed a horse,verb
Efrog,York,properNoun
iard chwarae,playground,noun
anhraddodiadol,untraditional,adjective
Margarete,Margarete,properNoun
Ceidwadwyr Cymreig,Welsh Conservatives,properNoun
ŵps,oops,noun
erlynu,pursue,verb
dyrchafedig,elevated,adjective
ysgyfaint,lung,noun
aflunio,distort,verb
cofrestr,register,noun
croyw,fresh,adjective
anheddiad,settlement,noun
garddio,gardening,noun
diffodd,extinguish,verb
did,bit,noun
angel,angel,noun
gwreiddioldeb,originality,noun
atyniad,attraction,noun
aneffeithlonrwydd,inefficiency,noun
dramateiddio,dramatise,verb
cloddio,mine,verb
anhygoel,incredible,adjective
llwyrlanhau,clean thoroughly,verb
ymaddasol,adaptive,adjective
ffug,pretend,adjective
Carter,Carter,properNoun
Mary,Mary,properNoun
diargraff,nonprinting,adjective
glaw,rain,noun
gogoneddu,glorify,verb
lordio,lord it,verb
ysbwylio,spoil,verb
gaeaf,winter,noun
pellter,distance,noun
tafol,scale,noun
afreidrwydd,redundancy,noun
mewnosod,insert,verb
cwestiynu,question,verb
arfaethu,intend,verb
dirprwyedig,delegated,adjective
atgyflyru,recondition,verb
Geraint,Geraint,properNoun
cragen,shell,noun
llonyddu,pacify,verb
trawiad,impact,noun
pen,head,noun
oriawr,watch,noun
enfawr,enormous,adjective
hyn,this,determiner
hyn,this,demonstrativePronoun
hyn,this,pronoun
hyn,this,determiner
hyn,this,demonstrativePronoun
hyn,this,determiner
hyn,this,demonstrativePronoun
hyn,this,pronoun
hyn,this,determiner
hyn,this,demonstrativePronoun
dinodi,deface,verb
sefydliad,institution,noun
dadwreiddio,uproot,verb
plymio,plumb,verb
bolheulo,sunbathe,verb
ed,th,numeral
cynaliedig,supported,adjective
cysodi,typeset,verb
amgueddfa,museum,noun
rhannu,share,verb
rhannu,share,noun
hadu,seed,verb
camsillafu,mis-spell,verb
Ffiji,Fiji,properNoun
twyllodrus,deceitful,adjective
cyfyngiad,limitation,noun
unlliw,monochrome,adjective
deugyfeiriol,bidirectional,adjective
carcharu,imprison,verb
arddangosiad,display,noun
Lithuania,Lithuania,properNoun
ystad,estate,noun
bricsen,brick,noun
cymeryd,take,verb
deunydd,material,noun
cyhoeddi,publish,verb
arsyllu,scan,verb
gwaltysu,hem,verb
bara,bread,noun
dawnswr,dancer,noun
David,David,properNoun
Danny,Danny,properNoun
gwirfoddoli,volunteer,verb
sail,base,noun
rhyg,rye,noun
Ynysoedd y Philippines,Philippines,properNoun
denu,attract,verb
haldian,totter,verb
ffoi,flee,verb
tŷ bach,toilet,noun
sypynio,bundle,verb
ofni,fear,verb
colli pwysau,lose weight,verb
camacennu,mispronounce,verb
cwynfanu,complain,verb
tristwch,sadness,noun
ymarferiad,exercise,noun
siocled,chocolate,noun
dwyrannu,bisect,verb
gwae,woe,noun
difrifoli,become serious,verb
Raulin,Raulin,properNoun
rhagoriaeth,excellence,noun
delifriad,delivery,noun
Casacstân,Kazakhstan,properNoun
persawru,perfume,verb
bydwreigiaeth,midwifery,noun
llyfrgell,library,noun
Nàdia,Nàdia,properNoun
almon,almond,noun
cysawd,system,noun
craffu ar,grasp,verb
embargo,embargo,noun
enamlio,enamel,verb
eiddo,property,noun
anrheg,present,noun
buddiol,beneficial,adjective
cydweithrediad,cooperation,noun
Brayden,Brayden,properNoun
clymu,tie,verb
ateb,answer,noun
Tyrcmenistan,Turkmenistan,properNoun
atgof,reminder,noun
lwcus,lucky,adjective
cwantwm,quantum,noun
Quito,Quito,properNoun
cennu,grow scaly,verb
Erin,Erin,properNoun
anadliad,breathing,noun
Conner,Conner,properNoun
torheulo,sunbathe,verb
gwacter,emptiness,noun
hwyrach,perhaps,adverb
ymlusgo,crawl,verb
ymlusgo,crawl,presentParticipleAdjective
diodi,give a drink to,verb
teleffon,telephone,noun
ysgytio,shake,verb
Shaw,Shaw,properNoun
Abidjan,Abidjan,properNoun
perchnogi,possess,verb
Tyler,Tyler,properNoun
Gorsedd,Bardic order,noun
dot,dot,noun
caregu,petrify,verb
cydio,grip,verb
dyfrio,water,verb
crosio,crochet,verb
anhrefn,disorder,noun
llawer iawn o,very many,pronoun
llawer iawn o,very many,determiner
llawer iawn o,very many,pronoun
llawer iawn o,very many,determiner
llawer iawn o,very many,pronoun
llawer iawn o,very many,determiner
llawer iawn o,very many,pronoun
llawer iawn o,very many,determiner
tanfuddsoddi,underinvest,verb
dilysydd,validator,noun
Blaenafon,Blaenafon,properNoun
NHS Cymru,NHS Cymru,properNoun
treiglad,mutation,noun
arwaesaf,guarantor,noun
aflym,obtuse,adjective
priddo,inter,verb
tystio,testify,verb
boglynnu,emboss,verb
adnau,deposit,noun
mwyneiddio,become gentle,verb
dieithr,stranger,noun
budron,dirty,adjective
tant,string,noun
bipiwr,bleeper,noun
menter,enterprise,noun
gwellt,grass,noun
aruthrol,awesome,adjective
ciw,queue,noun
iro,anoint,verb
rhagarwyddo,presage,verb
budro,soil,verb
cyn-raddedig,pre-graded,adjective
hunanholi,self-examine,verb
trawsenwad,metonymy,noun
isadeiledd,infrastructure,noun
canoledig,centralised,adjective
undduwiaeth,monotheism,noun
teyrngarwch,loyalty,noun
esgeuluso,neglect,verb
mapiwr,mapper,noun
cyfnodol,periodic,adjective
llys,court,noun
hypergyswllt,hyperlink,noun
dwyieithrwydd,multilingualism,noun
ymlyniad,attachment,noun
ystyrlon,significant,adjective
pob,each,determiner
sangu,trample,verb
cydgynllunio,collude,verb
tewhau,fatten,verb
ffon,staff,noun
gwaredigaeth,deliverance,noun
minws,minus,noun
cwart,quart,noun
coedwigaeth,afforestation,noun
ymgladdu,get buried,verb
cywasgedd,compression,noun
proffesiynoldeb,professionalism,noun
dwbl,double,noun
Glen,Glen,properNoun
efallai,perhaps,adverb
gwobrwyo,reward,verb
ymfudo,emigrate,verb
palmantu,pave,verb
rhwydd,easy,adjective
Prydain Fawr,Great Britain,properNoun
dyrchafol,uplifting,adjective
crog,hanging,adjective
degol,decimal,noun
dynameg,dynamics,noun
