éplucher_verb	esclofollar_verb
hirsch_propernoun	hirsch_propernoun
voci_propernoun	voci_propernoun
voyageur_adjective	viatger_adjective
saltation_noun	saltació_noun
retamal_propernoun	retamal_propernoun
dépénaliser_verb	despenalitzar_verb
flatterie_noun	afalac_noun
farah_propernoun	farah_propernoun
flavius_propernoun	flavi_propernoun
meza_propernoun	meza_propernoun
instagrammer_noun	instagramer_noun
tiezzi_propernoun	tiezzi_propernoun
trapéziste_noun	trapezista_noun
wawrinka_propernoun	wawrinka_propernoun
fléxibilité_noun	flexibilitat_noun
avignon_propernoun	avinyó_propernoun
agglutinatif_adjective	aglutinatiu_adjective
espinoza_propernoun	espinoza_propernoun
sinatra_propernoun	sinatra_propernoun
bethania_propernoun	bethania_propernoun
herrador_propernoun	herrador_propernoun
parthe_noun	part_poble_noun
classer_verb	tipificar_verb
fondevila_propernoun	fondevila_propernoun
anaérobie_noun	anaerobi_noun
maquereau_noun	verat_noun
nord_propernoun	nord_propernoun
von-cramm_propernoun	von-cramm_propernoun
aboujaoude_propernoun	aboujaoude_propernoun
aiguille_noun	agulla_noun
joueur-de-tennis_noun	tennista_noun
adéquation_noun	adequació_noun
doter_verb	dotar_verb
fruit_noun	fruit_noun
obstétrique_adjective	obstètric_adjective
zuliani_propernoun	zuliani_propernoun
déboucher_verb	destapar_verb
pois_noun	pèsol_noun
cholette_propernoun	cholette_propernoun
présidentiellement_adverb	presidencialment_adverb
caturla_propernoun	caturla_propernoun
pilonner_verb	maçolar_verb
triploïdie_noun	triploïdia_noun
phlegmoneux_adjective	flegmonós_adjective
safran_noun	timó_noun
prénotion_noun	prenoció_noun
imine_noun	imina_noun
entomologie_noun	entomologia_noun
nessa_propernoun	nessa_propernoun
titanique_adjective	titànic_adjective
peuplier_noun	àlber_noun
taddei_propernoun	taddei_propernoun
henley_propernoun	henley_propernoun
courtoisement_adverb	cortesament_adverb
insinuatif_adjective	insinuatiu_adjective
jerry_propernoun	jerry_propernoun
macedo_propernoun	macedo_propernoun
bolivar_propernoun	bolivar_propernoun
sortie_noun	eixida_noun
vallet_propernoun	vallet_propernoun
confucianiste_adjective	confucianista_adjective
mauperrin_propernoun	mauperrin_propernoun
métaphysique_noun	metafísica_noun
convention_noun	conveni_noun
lepage_propernoun	lepage_propernoun
copieux_adjective	copiós_adjective
carletti_propernoun	carletti_propernoun
ordeig_propernoun	ordeig_propernoun
télépathie_noun	telepatia_noun
ferrari_propernoun	ferrari_propernoun
lesieur_propernoun	lesieur_propernoun
rigueur_noun	rigor_noun
pléthorique_adjective	pletòric_adjective
figuriste_noun	figurista_noun
conglomérer_verb	conglomerar_verb
parasite_adjective	paràsit_adjective
sixte_propernoun	sixte_propernoun
roda-de-berà_propernoun	roda-de-berà_propernoun
accent_noun	èmfasi_noun
célibataire_noun	solter_noun
dugrenier_propernoun	dugrenier_propernoun
proportionnalité_noun	proporcionalitat_noun
académicien_noun	acadèmic_noun
scibona_propernoun	scibona_propernoun
artiga_propernoun	artiga_propernoun
écuyer_noun	genet_noun
lard_noun	llard_noun
contraposition_noun	contraposició_noun
pontevedra_propernoun	pontevedra_propernoun
fado_noun	fado_noun
océanographie_noun	oceanografia_noun
soufisme_noun	sufisme_noun
addenda_noun	addenda_noun
accroupir_verb	asseure-a-la-gatzoneta_verb
maths_noun	matemàtica_noun
azambuja_propernoun	azambuja_propernoun
pour-la-troisième-fois_adverb	per-tercera-vegada_adverb
rabal_propernoun	rabal_propernoun
girol_propernoun	girol_propernoun
binetti_propernoun	binetti_propernoun
affolant_adjective	esfereïdor_adjective
aresti_propernoun	aresti_propernoun
bistorte_noun	bistorta_noun
physiothérapeute_noun	fisioterapeuta_noun
incendie_noun	incendi_noun
sonia_propernoun	sonia_propernoun
bercy_propernoun	bercy_propernoun
carluccio_propernoun	carluccio_propernoun
vacarme_noun	mullader_noun
micronésien_noun	micronesi_noun
tatare_adjective	tàtar_adjective
amal_propernoun	amal_propernoun
halle_noun	llotja_noun
archiviste_noun	arxiver_noun
almendralejo_propernoun	almendralejo_propernoun
émile_propernoun	émile_propernoun
mercatali_propernoun	mercatali_propernoun
tacher_verb	tacar_verb
pujalt_propernoun	pujalt_propernoun
impérialement_adverb	imperialment_adverb
palatinat_propernoun	palatinat_propernoun
imparfait_adjective	imperfecte_adjective
teindre_verb	tenyir_verb
ròmul_propernoun	ròmul_propernoun
émerveiller_verb	astorar_verb
augure_noun	auguri_noun
titrer_verb	guardonar_verb
maldini_propernoun	maldini_propernoun
aleurode_noun	aleuròdid_noun
florin_noun	florí_noun
sahraoui_noun	sahrauí_noun
crescencia_propernoun	crescencia_propernoun
situable_adjective	situable_adjective
agrippine_propernoun	agripina_propernoun
mataró_propernoun	mataró_propernoun
ringuette_propernoun	ringuette_propernoun
bayern_propernoun	bayern_propernoun
siamois_noun	siamès_noun
vuia_propernoun	vuia_propernoun
allusivement_adverb	al·lusivament_adverb
anthropomorphisme_noun	antropomorfisme_noun
tawil_propernoun	tawil_propernoun
la-pobla-de-mafumet_propernoun	la-pobla-de-mafumet_propernoun
apollinaire_propernoun	apollinaire_propernoun
optimate_noun	optimat_noun
voile_noun	vela_noun
infinité_noun	infinitat_noun
péremptoirement_adverb	peremptòriament_adverb
débloquer_verb	desblocar_verb
calamar_noun	calamar_noun
typification_noun	tipificació_noun
sovkhoze_noun	sovkhoz_noun
introspection_noun	introspecció_noun
crachat_noun	escopinada_noun
pictographie_noun	pictografia_noun
hornero_propernoun	hornero_propernoun
partiellement_adverb	parcialment_adverb
vivipare_adjective	vivípar_adjective
livraison_noun	entrega_noun
picazo_propernoun	picazo_propernoun
sommet_noun	cimera_noun
modol_propernoun	modol_propernoun
géologique_adjective	geològic_adjective
d'arrando_propernoun	d'arrando_propernoun
normand_adjective	normand_adjective
marsol_propernoun	marsol_propernoun
lauryn_propernoun	lauryn_propernoun
bernard_propernoun	bernat_propernoun
fléchir_verb	flexionar_verb
mer-cantabrique_propernoun	mar-cantàbric_propernoun
mordacité_noun	mordacitat_noun
mangili_propernoun	mangili_propernoun
capituler_verb	capitular_verb
de-pedro_propernoun	de-pedro_propernoun
anticlérical_adjective	anticlerical_adjective
rénine_noun	renina_noun
médalliste_noun	medaller_noun
vallvé_propernoun	vallvé_propernoun
yémen_propernoun	iemen_propernoun
sésamoïde_adjective	sesamoide_adjective
aracena_propernoun	aracena_propernoun
ryann_propernoun	ryann_propernoun
ensacher_verb	ensacar_verb
fermina_propernoun	fermina_propernoun
athanor_noun	atanor_noun
dispersion_noun	dispersió_noun
pour-la-première-fois_adverb	per-primer-cop_adverb
dryopithèque_noun	driopitec_noun
reprocher_verb	retreure_verb
murguía_propernoun	murguía_propernoun
compensable_adjective	compensable_adjective
reybaud_propernoun	reybaud_propernoun
bref_adverb	en-resum_adverb
oconnor_propernoun	oconnor_propernoun
calvaire_noun	calvari_noun
alternatif_adjective	altern_adjective
fournillier_propernoun	fournillier_propernoun
blanchart_propernoun	blanchart_propernoun
au-pied-levé_adverb	a-correcuita_adverb
inaccessible_adjective	inaccessible_adjective
dissolutif_adjective	dissolutiu_adjective
bassas_propernoun	bassas_propernoun
vientiane_propernoun	vientiane_propernoun
expansion_noun	expansió_noun
rodney_propernoun	rodney_propernoun
coup-de-poing_noun	cop-de-puny_noun
vendeur_noun	dependent_noun
morani_propernoun	morani_propernoun
erevan_propernoun	erevan_propernoun
xxe_adjective	xx_adjective
mosaïque_adjective	mosaic_adjective
17ème_adjective	17_adjective
gagnarli_propernoun	gagnarli_propernoun
aucun_pronoun	cap_pronoun
comella_propernoun	comella_propernoun
abstinence_noun	abstinència_noun
géotropisme_noun	geotropisme_noun
dément_adjective	dement_adjective
perlingieri_propernoun	perlingieri_propernoun
autoconsommation_noun	autoconsum_noun
biosynthétique_adjective	biosintètic_adjective
joissif_adjective	alegre_adjective
abbé_noun	abat_noun
johansson_propernoun	johansson_propernoun
fragilité_noun	fragilitat_noun
exaction_noun	abús_noun
polycristallin_adjective	policristal·lí_adjective
solidariser_verb	solidaritzar_verb
généralissime_noun	generalíssim_noun
garrigue_noun	garriga_noun
apparié_adjective	apariat_adjective
zurlo_propernoun	zurlo_propernoun
bicéphale_adjective	bicèfal_adjective
cattoi_propernoun	cattoi_propernoun
frauduleusement_adverb	fraudulosament_adverb
starie_noun	estaria_noun
accéder_verb	accedir_verb
petta_propernoun	petta_propernoun
violent_adjective	violent_adjective
apparaître_verb	aparèixer_verb
benalla_propernoun	benalla_propernoun
cafiero_propernoun	cafiero_propernoun
inconstamment_adverb	inconstantment_adverb
cuello_propernoun	cuello_propernoun
pyrométrique_adjective	piromètric_adjective
iñíguez_propernoun	iñíguez_propernoun
anonyme_adjective	anònim_adjective
armero_propernoun	armero_propernoun
duel_noun	duel_noun
fede_propernoun	fede_propernoun
polioencéphalite_noun	polioencefalitis_noun
incultivé_adjective	incultivat_adjective
office_noun	ofici_noun
xviie_adjective	xvii_adjective
liane_noun	liana_noun
montevecchi_propernoun	montevecchi_propernoun
aurification_noun	aurificació_noun
santaliestra_propernoun	santaliestra_propernoun
renormaliser_verb	renormalitzar_verb
artériopathie_noun	arteriopatia_noun
gaibiel_propernoun	gaibiel_propernoun
magalí_propernoun	magalí_propernoun
aline_propernoun	aline_propernoun
mammifère_noun	mamífer_noun
médial_adjective	medial_adjective
réductibilité_noun	reductibilitat_noun
gouverneur_noun	governador_noun
salvia_propernoun	salvia_propernoun
rayen_propernoun	rayen_propernoun
paléontologie_noun	paleontologia_noun
casafont_propernoun	casafont_propernoun
raillerie_noun	escarni_noun
plomb_noun	plom_noun
successoire_adjective	successori_adjective
paver_verb	pavimentar_verb
breton_adjective	bretó_adjective
traditionnel_adjective	tradicional_adjective
consales_propernoun	consales_propernoun
pétrification_noun	petrificació_noun
placentation_noun	placentació_noun
algothérapie_noun	algoteràpia_noun
mécontenter_verb	descontentar_verb
graphie_noun	grafia_noun
joute_noun	justa_noun
darfour_propernoun	darfur_propernoun
mentor_noun	mentor_noun
certain_determiner	cert_determiner
agulló_propernoun	agulló_propernoun
hyperesthésique_adjective	hiperestèsic_adjective
gorazde_propernoun	gorazde_propernoun
transvestisme_noun	transvestisme_noun
iruela_propernoun	iruela_propernoun
hindouiste_noun	hinduista_noun
cuboïde_noun	cuboide_noun
branconnier_propernoun	branconnier_propernoun
tente_noun	tenda-de-campanya_noun
norris_propernoun	norris_propernoun
méticuleux_adjective	meticulós_adjective
homéomorphe_adjective	homeomorf_adjective
dominic_propernoun	dominic_propernoun
déplacé_noun	desplaçat_noun
réparer_verb	reparar_verb
brocoli_noun	bròquil_noun
dudley_propernoun	dudley_propernoun
vezzali_propernoun	vezzali_propernoun
sorte_noun	mena_noun
problème_noun	problema_noun
faillir_verb	fallir_verb
homogène_adjective	homogeni_adjective
braulia_propernoun	braulia_propernoun
venta-del-moro_propernoun	venta-del-moro_propernoun
viladecans_propernoun	viladecans_propernoun
délateur_noun	delator_noun
télégraphie_noun	telegrafia_noun
disgracieux_adjective	disgraciós_adjective
enregistrer_verb	gravar_verb
muralisme_noun	muralisme_noun
mucopolysaccharide_noun	mucopolisacàrid_noun
maillé_propernoun	maillé_propernoun
parrain_noun	padrí_noun
graciana_propernoun	graciana_propernoun
incestueux_adjective	incestuós_adjective
protéide_noun	proteid_noun
vitesse_noun	velocitat_noun
les-vosges_propernoun	els-vosges_propernoun
vandal_propernoun	vandal_propernoun
nunno_propernoun	nunno_propernoun
fouquet_propernoun	fouquet_propernoun
barranco_propernoun	barranco_propernoun
électropneumatique_adjective	electropneumàtic_adjective
justine_propernoun	justine_propernoun
munafò_propernoun	munafò_propernoun
ibarz_propernoun	ibarz_propernoun
réservoir_noun	dipòsit_noun
taekwondo_noun	taekwondo_noun
gagnant_noun	guanyador_noun
imprésario_noun	empresari_noun
vulcanologie_noun	vulcanologia_noun
stochastique_adjective	estocàstic_adjective
merdeux_noun	merdós_noun
augure_noun	àugur_noun
douglass_propernoun	douglass_propernoun
écharde_noun	ascla_noun
rot_noun	rot_noun
anabaptiste_noun	anabaptista_noun
taquin_noun	burxeta_noun
bactrien_noun	bactrià_noun
eudiométrique_adjective	eudiomètric_adjective
renard_noun	guilla_noun
puche_propernoun	puche_propernoun
augerau_propernoun	augerau_propernoun
attirer-l'attention_verb	cridar-l'atenció_verb
matrilinéairement_adverb	matrilinealment_adverb
buffet_propernoun	buffet_propernoun
castillan_adjective	castellà_adjective
antipatriotisme_noun	antipatriotisme_noun
lao_propernoun	lao_propernoun
cadetto_propernoun	cadetto_propernoun
intercommunication_noun	intercomunicació_noun
pin_noun	pi_noun
assimilatif_adjective	assimilatiu_adjective
turquesa_propernoun	turquesa_propernoun
guitare_noun	guitarra_noun
pavie_noun	pavia_noun
carotte_noun	safanòria_noun
köppen_propernoun	köppen_propernoun
méconnaître_verb	ignorar_verb
hüllweck_propernoun	hüllweck_propernoun
anticlinal_adjective	anticlinal_adjective
individu_noun	individu_noun
pratte_propernoun	pratte_propernoun
corsaro_propernoun	corsaro_propernoun
caplan_propernoun	caplan_propernoun
agrobiologie_noun	agrobiologia_noun
énonciation_noun	enunciació_noun
açores_propernoun	açores_propernoun
campas_propernoun	campas_propernoun
óscar_propernoun	óscar_propernoun
synchronisation_noun	sincronització_noun
cenobia_propernoun	cenobia_propernoun
marinaro_propernoun	marinaro_propernoun
lillie_propernoun	lillie_propernoun
musella_propernoun	musella_propernoun
caine_propernoun	caine_propernoun
milliardaire_noun	milionari_noun
thivierge_propernoun	thivierge_propernoun
tribunal-judiciaire_noun	tribunal-de-primera-instància_noun
friable_adjective	friable_adjective
ougrien_adjective	úgric_adjective
faïence_noun	pisa_noun
ledo_propernoun	ledo_propernoun
vignolo_propernoun	vignolo_propernoun
chambre_noun	habitació_noun
obséder_verb	obsessionar_verb
fausseté_noun	falsedat_noun
carlsen_propernoun	carlsen_propernoun
stéroïde_noun	esteroide_noun
aphrodisiaque_noun	afrodisíac_noun
iridologie_noun	iridologia_noun
rialp_propernoun	rialp_propernoun
omniscience_noun	omnisciència_noun
périphérique_adjective	perifèric_adjective
autocritique_noun	autocrítica_noun
fresson_propernoun	fresson_propernoun
alcalose_noun	alcalosi_noun
benoît_propernoun	benoît_propernoun
morand_propernoun	morand_propernoun
antienne_noun	antífona_noun
jannaccone_propernoun	jannaccone_propernoun
arbour_propernoun	arbour_propernoun
chilton_propernoun	chilton_propernoun
urétérite_noun	ureteritis_noun
demi-milliard_noun	mig-miliard_noun
mets_noun	àpat_noun
bolduc_propernoun	bolduc_propernoun
hollande_propernoun	hollande_propernoun
chétif_adjective	renocat_adjective
poza_propernoun	poza_propernoun
stratagème_noun	estratagema_noun
abbigail_propernoun	abbigail_propernoun
etoo_propernoun	etoo_propernoun
giard_propernoun	giard_propernoun
actualité_noun	notícia_noun
restituta_propernoun	restituta_propernoun
boixadera_propernoun	boixadera_propernoun
clarisse_noun	clarissa_noun
brantley_propernoun	brantley_propernoun
non-voyant_noun	invident_noun
arboricole_adjective	arborícola_adjective
somatologie_noun	somatologia_noun
albacete_propernoun	albacete_propernoun
landreville_propernoun	landreville_propernoun
lydia_propernoun	lydia_propernoun
zaplana_propernoun	zaplana_propernoun
roddick_propernoun	roddick_propernoun
parisien_noun	parisenc_noun
matheu_propernoun	matheu_propernoun
interculturalisme_noun	interculturalisme_noun
rafraîchissement_noun	refresc_noun
médiéviste_noun	medievalista_noun
scotopique_adjective	escotòpic_adjective
orléans_propernoun	orleans_propernoun
terminer_verb	culminar_verb
soumaya_propernoun	soumaya_propernoun
rédacteur_noun	redactor_noun
à-la-mi-avril_adverb	a-mitjans-de-abril_adverb
surnom_noun	sobrenom_noun
fortune_noun	fortuna_noun
halte_noun	alto_noun
galiano_propernoun	galiano_propernoun
abenza_propernoun	abenza_propernoun
jasone_propernoun	jasone_propernoun
prunier_noun	prunera_noun
adepte_adjective	adepte_adjective
avaliste_noun	avalista_noun
parísio_propernoun	parísio_propernoun
sexiste_noun	sexista_noun
semen_propernoun	semion_propernoun
people_propernoun	people_propernoun
antiquark_noun	antiquark_noun
elisenda_propernoun	elisenda_propernoun
efficience_noun	eficiència_noun
andraos_propernoun	andraos_propernoun
coup-de-veine_noun	xamba_noun
immobilisation_noun	immobilització_noun
fontcuberta_propernoun	fontcuberta_propernoun
régulariser_verb	regularitzar_verb
viande_noun	carn_noun
caudiel_propernoun	caudiel_propernoun
delatte_propernoun	delatte_propernoun
anthroponymie_noun	antroponímia_noun
bipolarisme_noun	bipolarisme_noun
bonté_noun	bondat_noun
postcondition_noun	postcondició_noun
responsable_noun	responsable_noun
yubero_propernoun	yubero_propernoun
diphtongue_noun	diftong_noun
coopérant_noun	cooperant_noun
tourville_propernoun	tourville_propernoun
flavine_noun	flavina_noun
cerf_noun	cabirol_noun
standard_noun	estàndard_noun
assez_adverb	prou_adverb
arthrose_noun	artrosi_noun
custeau_propernoun	custeau_propernoun
gottardi_propernoun	gottardi_propernoun
pétitionnaire_noun	peticionari_noun
métro_noun	metro_noun
freixes_propernoun	freixes_propernoun
méprobamate_noun	meprobamat_noun
ghimpu_propernoun	ghimpu_propernoun
nicotinamide_noun	nicotinamida_noun
walt_propernoun	walt_propernoun
hypersonique_adjective	hipersònic_adjective
hydrate_noun	hidrat_noun
maurice_propernoun	maurice_propernoun
leeds_propernoun	leeds_propernoun
dûment_adverb	degudament_adverb
viaule_propernoun	viaule_propernoun
minorquin_adjective	menorquí_adjective
besant_noun	besant_noun
flotter_verb	surar_verb
manubens_propernoun	manubens_propernoun
sigillographie_noun	sigil·lografia_noun
panorama_noun	panorama_noun
morceau_noun	tros_noun
hémovigilance_noun	hemovigilància_noun
poirier_noun	perera_noun
enseñat_propernoun	enseñat_propernoun
peremarch_propernoun	peremarch_propernoun
resa_propernoun	resa_propernoun
anaximandre_propernoun	anaximandre_propernoun
armas_propernoun	armas_propernoun
folique_adjective	fòlic_adjective
communalisme_noun	comunalisme_noun
hydrofuge_adjective	hidròfug_adjective
travers_noun	través_noun
papaccio_propernoun	papaccio_propernoun
propulser_verb	propulsar_verb
mutation_noun	mutació_noun
flexa_propernoun	flexa_propernoun
taxer_verb	titllar_verb
peralta_propernoun	peralta_propernoun
tarruella_propernoun	tarruella_propernoun
insincérité_noun	insinceritat_noun
hawaï_propernoun	hawaii_propernoun
salon-de-coiffure_noun	perruqueria_noun
orogénique_adjective	orogènic_adjective
victoriano_propernoun	victoriano_propernoun
catégoriser_verb	categoritzar_verb
lacération_noun	laceració_noun
chrétien-social_adjective	cristianosocial_adjective
boleda_propernoun	boleda_propernoun
polysyllabique_adjective	polisil·làbic_adjective
borghesi_propernoun	borghesi_propernoun
étagère_noun	prestatgeria_noun
montplaisir_propernoun	montplaisir_propernoun
sabença_propernoun	sabença_propernoun
exogène_adjective	exogen_adjective
abu_propernoun	abu_propernoun
désintégré_adjective	desintegrat_adjective
alita_propernoun	alita_propernoun
pale_noun	aspa_noun
raffalli_propernoun	raffalli_propernoun
monoplace_adjective	monoplaça_adjective
encouragement_noun	encoratjament_noun
violet_noun	violeta_noun
marche_noun	marxa_noun
prévenir_verb	avisar_verb
acquisition_noun	adquisició_noun
pronostique_adjective	pronòstic_adjective
monture_noun	muntura_noun
lamorte_propernoun	lamorte_propernoun
libeller_verb	redactar_verb
mínguez_propernoun	mínguez_propernoun
sanabra_propernoun	sanabra_propernoun
bellotti_propernoun	bellotti_propernoun
phytopathologie_noun	fitopatologia_noun
delangis_propernoun	delangis_propernoun
barrado_propernoun	barrado_propernoun
extirper_verb	extirpar_verb
kocsis_propernoun	kocsis_propernoun
chiskamish_propernoun	chiskamish_propernoun
réentraîner_verb	reentrenar_verb
à-présent_adverb	actualment_adverb
circularité_noun	circularitat_noun
vigneron_noun	vinyater_noun
muguet_noun	muguet_noun
megale_propernoun	megale_propernoun
dixième_noun	dècima_noun
legina_propernoun	legina_propernoun
cabine_noun	cabina_noun
bossé_propernoun	bossé_propernoun
périapical_adjective	periapical_adjective
avis_noun	parer_noun
hépatite_noun	hepatitis_noun
sémiotique_noun	semiòtica_noun
fumable_adjective	fumable_adjective
favre_propernoun	favre_propernoun
sirbu_propernoun	sirbu_propernoun
voyageur_propernoun	voyageur_propernoun
tétragone_noun	tetràgon_noun
néflier_noun	nesprer_noun
alanis_propernoun	alanis_propernoun
herminda_propernoun	herminda_propernoun
multiracial_adjective	multiracial_adjective
exantus_propernoun	exantus_propernoun
griotte_noun	guinda_noun
bionomique_adjective	bionòmic_adjective
portal_propernoun	portal_propernoun
florescu_propernoun	florescu_propernoun
clandestinement_adverb	clandestinament_adverb
punique_adjective	púnic_adjective
clermont-ferrand_propernoun	clarmont-d'alvèrnia_propernoun
euphrate_propernoun	eufrates_propernoun
généraliser_verb	generalitzar_verb
écervelé_noun	esbojarrat_noun
interdental_adjective	interdental_adjective
alaide_propernoun	alaide_propernoun
transculturation_noun	transculturació_noun
grille_noun	reixa_noun
d'abord_adverb	d'antuvi_adverb
al-gore_propernoun	al-gore_propernoun
subsidiarité_noun	subsidiarietat_noun
texture_noun	textura_noun
arzalluz_propernoun	arzalluz_propernoun
érosion_noun	erosió_noun
l'indépendant_propernoun	l'indépendant_propernoun
danjou_propernoun	danjou_propernoun
stagiaire_noun	estudiant-en-pràctiques_noun
tourmente_noun	tempesta_noun
tromper_verb	equivocar_verb
durand_propernoun	durand_propernoun
mystérieux_adjective	misteriós_adjective
mandat-de-recherche_noun	ordre-de-recerca_noun
inimitable_adjective	inconfusible_adjective
densement_adverb	densament_adverb
dendrométrie_noun	dendrometria_noun
mondou_propernoun	mondou_propernoun
uhlen_propernoun	uhlen_propernoun
salanque_propernoun	salanca_propernoun
aleandra_propernoun	aleandra_propernoun
papazian_propernoun	papazian_propernoun
desève_propernoun	desève_propernoun
bitume_noun	asfalt_noun
mckay_propernoun	mckay_propernoun
responsable-de-projet_noun	projectista_noun
rapport_noun	report_noun
yangon_propernoun	yangon_propernoun
jesusa_propernoun	jesusa_propernoun
sous-utiliser_verb	infrautilitzar_verb
nélida_propernoun	nélida_propernoun
autoradiographie_noun	autoradiografia_noun
tournerie_noun	torneria_noun
famiglietti_propernoun	famiglietti_propernoun
confluence_noun	confluència_noun
artigue_propernoun	artigue_propernoun
saliba_propernoun	saliba_propernoun
novelda_propernoun	novelda_propernoun
delpeut_propernoun	delpeut_propernoun
trombone-à-pistons_noun	trombó-de-pistons_noun
asparagine_noun	asparagina_noun
la-pica_propernoun	la-pica_propernoun
digérer_verb	digerir_verb
aquarelle_noun	aquarel·la_noun
dénigrement_noun	denigració_noun
sébacique_adjective	sebàcic_adjective
sacre_noun	consagració_noun
réellement_adverb	realment_adverb
jambe_noun	cama_noun
cilatal_propernoun	cilatal_propernoun
intempérant_adjective	intemperant_adjective
raissa_propernoun	raissa_propernoun
dallas_propernoun	dallas_propernoun
hérodote_propernoun	heròdot_propernoun
canalejo_propernoun	canalejo_propernoun
curé_noun	capellà_noun
tebar_propernoun	tebar_propernoun
suie_noun	sutge_noun
vicaire_noun	vicari_noun
parenté_noun	parentiu_noun
homotopie_noun	homotopia_noun
vinaire_adjective	vinari_adjective
endosquelette_noun	endoesquelet_noun
les-alpes_propernoun	els-alps_propernoun
hypnotiquement_adverb	hipnòticament_adverb
arnaud_propernoun	arnaud_propernoun
trépied_noun	trípode_noun
batterie_noun	bateria_noun
rainure_noun	ranura_noun
heptagonal_adjective	heptagonal_adjective
espuny_propernoun	espuny_propernoun
genova_propernoun	genova_propernoun
schryer_propernoun	schryer_propernoun
bachkir_adjective	baixkir_adjective
déglingué_adjective	atrotinat_adjective
ommnivore_adjective	ommnívor_adjective
pare-balles_adjective	antibales_adjective
sagner_verb	sagnar_verb
prisco_propernoun	prisco_propernoun
certains_pronoun	algun_pronoun
mile_noun	milla_noun
google_propernoun	google_propernoun
pinsonneault_propernoun	pinsonneault_propernoun
égal_adjective	igual_adjective
concernant_preposition	en-relació-amb_preposition
almira_propernoun	almira_propernoun
gordillo_propernoun	gordillo_propernoun
mcluhan_propernoun	mcluhan_propernoun
blackmore_propernoun	blackmore_propernoun
progressivité_noun	progressivitat_noun
lumia_propernoun	lumia_propernoun
ventricelli_propernoun	ventricelli_propernoun
acétylure_noun	acetilur_noun
uruguayen_noun	uruguaià_noun
chaila_propernoun	chaila_propernoun
piolín_propernoun	piolín_propernoun
ionie_propernoun	jònia_propernoun
idem_propernoun	idem_propernoun
fou_adjective	foll_adjective
torra_propernoun	torra_propernoun
historiographe_noun	historiògraf_noun
portefeuille_noun	cartera_noun
sanna_propernoun	sanna_propernoun
àsdrubal_propernoun	àsdrubal_propernoun
coliforme_adjective	coliforme_adjective
ébriété_noun	ebrietat_noun
transport_noun	transport_noun
waringhien_propernoun	waringhien_propernoun
mehdi_propernoun	mehdi_propernoun
empâter_verb	empastar_verb
adoptant_noun	adoptant_noun
percussionniste_noun	percussionista_noun
baran_propernoun	baran_propernoun
tiède_adjective	tebi_adjective
auréole_noun	aurèola_noun
boraté_adjective	boratat_adjective
linguicide_noun	lingüicidi_noun
magarò_propernoun	magarò_propernoun
gamelle_noun	carmanyola_noun
espèce_noun	espècie_noun
sillah_propernoun	sillah_propernoun
coup-d'œil_noun	cop-d'ull_noun
challan_propernoun	challan_propernoun
saide_propernoun	saide_propernoun
pilier_noun	pilar_noun
pintilie_propernoun	pintilie_propernoun
superfluide_noun	superfluid_noun
parce-que_subordinatingconjunction	perquè_subordinatingconjunction
marià_propernoun	marià_propernoun
laconiquement_adverb	lacònicament_adverb
néomycine_noun	neomicina_noun
pneumocoque_noun	pneumococ_noun
ultrafiltration_noun	ultrafiltració_noun
albistur_propernoun	albistur_propernoun
épargne_noun	estalvi_noun
érythrocyte_noun	eritròcit_noun
lutécium_noun	luteci_noun
blaireau_noun	teixó_noun
asciutti_propernoun	asciutti_propernoun
alias_adverb	àlies_adverb
claret_propernoun	claret_propernoun
marginalisé_adjective	marginat_adjective
infame_adjective	infame_adjective
cataplexie_noun	cataplexia_noun
mahfuz_propernoun	mahfuz_propernoun
nayade_propernoun	nayade_propernoun
ésotérisme_noun	esoterisme_noun
caudal_adjective	caudal_adjective
la-guingueta-d'àneu_propernoun	la-guingueta-d'àneu_propernoun
isobarique_adjective	isobàric_adjective
adapter_verb	adaptar_verb
garagnani_propernoun	garagnani_propernoun
efficacité_noun	eficàcia_noun
étanchéité_noun	estanquitat_noun
avant_adjective	davanter_adjective
désenclaver_verb	desenclavar_verb
musulman_noun	musulmà_noun
palau_propernoun	palau_propernoun
tabou_noun	tabú_noun
gorchs_propernoun	gorchs_propernoun
burke_propernoun	burke_propernoun
édifice_noun	edifici_noun
en-bois_adjective	de-fusta_adjective
surplomber_verb	dominar_verb
iyanna_propernoun	iyanna_propernoun
tzigane_adjective	gitano_adjective
un-petit-peu-trop-de_preposition	una-miqueta-massa-de_preposition
hémine_noun	hemina_noun
balkany_propernoun	balkany_propernoun
tchéquie_propernoun	txèquia_propernoun
caligiore_propernoun	caligiore_propernoun
solaz_propernoun	solaz_propernoun
océanologie_noun	oceanologia_noun
justement_adverb	precisament_adverb
romanescu_propernoun	romanescu_propernoun
wilana_propernoun	wilana_propernoun
deborah_propernoun	deborah_propernoun
parterre_noun	platea_noun
sant-martí-de-llémena_propernoun	sant-martí-de-llémena_propernoun
frugal_adjective	frugal_adjective
fuentes_propernoun	fuentes_propernoun
orange_noun	taronja_noun
espagne_propernoun	espanya_propernoun
thunberg_propernoun	thunberg_propernoun
chercher_verb	cercar_verb
candeur_noun	candor_noun
verducci_propernoun	verducci_propernoun
moine_noun	monjo_noun
goienetxea_propernoun	goienetxea_propernoun
spiralement_adverb	espiralment_adverb
demi-circulaire_adjective	semicircular_adjective
exécutant_adjective	executant_adjective
paresseux_noun	gandul_noun
allie_propernoun	allie_propernoun
