proprietário_noun	propietario_noun
gerenciamento_noun	gestión_noun
arte_noun	arte_noun
menosprezar_verb	menospreciar_verb
perfilar_verb	perfilar_verb
transparência_noun	transparencia_noun
amassar_verb	amasar_verb
reger_verb	regir_verb
subtração_noun	sustracción_noun
pretamente_adverb	negramente_adverb
passageiro_noun	pasajero_noun
divórcio_noun	divorcio_noun
constrangedor_adjective	embarazoso_adjective
messer_propernoun	messer_propernoun
multidão_noun	multitud_noun
matéria_noun	materia_noun
testemunha_noun	testigo_noun
grosseiro_adjective	grosero_adjective
salvaguarda_noun	salvaguardia_noun
poupança_noun	ahorro_noun
especificar_verb	concretar_verb
mesquinho_adjective	mezquino_adjective
acgtp_noun	acgtp_noun
rio-de-janeiro_propernoun	río-de-janeiro_propernoun
pé_noun	pie_noun
mesmo-que_subordinatingconjunction	aunque_subordinatingconjunction
tabulação_noun	tabulador_noun
incursão_noun	incursión_noun
transtorno_noun	trastorno_noun
ltd_propernoun	ltd_propernoun
uncitral_propernoun	uncitral_propernoun
gnu_propernoun	gnu_propernoun
nuvem_noun	nube_noun
assalariado_noun	asalariado_noun
quando_relativepronoun	cuándo_relativepronoun
adesão_noun	adhesión_noun
mensuração_noun	medición_noun
irrefreavelmente_adverb	irrefreablemente_adverb
térreo_noun	planta-baja_noun
hipoclorito_noun	hipoclorito_noun
juliette_propernoun	juliette_propernoun
acima-de_preposition	por-encima-de_preposition
sistémico_adjective	sistémico_adjective
palestrante_noun	ponente_noun
autópsia_noun	autopsia_noun
solidário_adjective	solidario_adjective
herbicida_noun	herbicida_noun
ideário_noun	ideario_noun
intimamente_adverb	íntimamente_adverb
outro_determiner	otro_determiner
bibliotecário_noun	bibliotecario_noun
equidistante_adjective	equidistante_adjective
retomada_noun	reanudación_noun
arbitral_adjective	arbitral_adjective
frutiferamente_adverb	fructíferamente_adverb
defeituosamente_adverb	defectuosamente_adverb
olhar_verb	mirar_verb
eslováquia_propernoun	eslovaquia_propernoun
separador_noun	separador_noun
em-prol-de_interjection	a-favor-de_interjection
antes-de-mais-nada_adverb	ante-todo_adverb
solitário_adjective	solitario_adjective
exibir_verb	exhibir_verb
arbitragem_noun	arbitraje_noun
meteorologicamente_adverb	meteorológicamente_adverb
causante_noun	causante_noun
governo_noun	gobierno_noun
fornecer_verb	suministrar_verb
trémulo_adjective	tembloroso_adjective
suqué_propernoun	suqué_propernoun
demonstrar_verb	demostrar_verb
cidade_noun	ciudad_noun
bt_propernoun	bt_propernoun
queda_noun	caída_noun
descrever_verb	describir_verb
orquestra_noun	orquesta_noun
diretamente_adverb	directamente_adverb
infravermelhamente_adverb	infrarrojamente_adverb
em-ligeira-alta_adverb	ligeramente-al-alza_adverb
convivência_noun	convivencia_noun
docx_propernoun	docx_propernoun
graça_noun	gracia_noun
plotar_verb	imprimir_verb
travar_verb	trabar_verb
teerão_propernoun	teherán_propernoun
america_propernoun	america_propernoun
seqüencialmente_adverb	secuencialmente_adverb
reabilitação_noun	rehabilitación_noun
discordo_noun	desacuerdo_noun
estabilidade_noun	estabilidad_noun
layout_noun	esbozo_noun
sem-brincadeira_adverb	bromas-aparte_adverb
numericamente_adverb	numéricamente_adverb
ecossistêmico_adjective	ecosistémico_adjective
adotar_verb	adoptar_verb
recolher_verb	recoger_verb
fotocopia_noun	fotocopia_noun
ciência_noun	ciencia_noun
nutritivo_adjective	nutritivo_adjective
começo_noun	comienzo_noun
interpolação_noun	interpolación_noun
resfriamento_noun	enfriamento_noun
caracteristicamente_adverb	característicamente_adverb
cavaleiro_noun	jinete_noun
aderir_verb	adherir_verb
assinatura_noun	suscripción_noun
morte_noun	muerte_noun
irreparavelmente_adverb	irreparablemente_adverb
perifericamente_adverb	periféricamente_adverb
ata_noun	acta_noun
strauss_propernoun	strauss_propernoun
tendente_adjective	tendiente_adjective
anônimo_adjective	anónimo_adjective
adicionar_verb	añadir_verb
descadastrar_verb	dar-de-baja_verb
propriedade_noun	propiedad_noun
laço_noun	lazo_noun
de-arame_adjective	alámbrico_adjective
valeriano_propernoun	valeriano_propernoun
crista_noun	cresta_noun
t_noun	ton_noun
renovável_adjective	renovable_adjective
montijo_propernoun	montijo_propernoun
ade_propernoun	ade_propernoun
proeminentemente_adverb	prominentemente_adverb
desmontar_verb	desmontar_verb
anidrido_noun	anhídrido_noun
partilha_noun	reparto_noun
cilíndrico_adjective	cilíndrico_adjective
indeciso_adjective	indeciso_adjective
incremento_noun	incremento_noun
insipidamente_adverb	insípidamente_adverb
recuperavelmente_adverb	recuperablemente_adverb
móvel_adjective	móvil_adjective
bid_propernoun	bid_propernoun
quinta-feira_noun	jueves_noun
estimulação_noun	estimulación_noun
isentar_verb	redimir_verb
ellen_propernoun	ellen_propernoun
diretor_noun	director_noun
regulamento_noun	reglamento_noun
empurrar_verb	empujar_verb
fiação_noun	cableado_noun
vizinho_adjective	vecino_adjective
desacordo_noun	desacuerdo_noun
tentar_verb	procurar_verb
awwa_propernoun	awwa_propernoun
placar_noun	resultado_noun
existência_noun	existencia_noun
desvio_noun	desviación_noun
balear_verb	balear_verb
bolaño_propernoun	bolaño_propernoun
hidrogênio_noun	hidrógeno_noun
estático_adjective	estático_adjective
martelar_verb	martillar_verb
corrida_noun	carrera_noun
escoar_verb	escolar_verb
atribuir_verb	asignar_verb
cabelo_noun	cabello_noun
órbita_noun	orbe_noun
se_reflexivepersonalpronoun	se_reflexivepersonalpronoun
acoplamento_noun	acoplamiento_noun
emocionante_adjective	emocionante_adjective
ccd_propernoun	ccd_propernoun
sonhadoramente_adverb	soñadoramente_adverb
cotação_noun	cotización_noun
embusteiramente_adverb	embusteramente_adverb
terraço_noun	terraza_noun
transportavelmente_adverb	transportablemente_adverb
farrell_propernoun	farrell_propernoun
bebê_noun	bebé_noun
epicentro_noun	epicentro_noun
faculdade_noun	facultad_noun
até-breve_interjection	hasta-pronto_interjection
anzol_noun	anzuelo_noun
em-todo-momento_adverb	en-todo-momento_adverb
apicer_noun	apicer_noun
rahola_propernoun	rahola_propernoun
mofo_noun	moho_noun
moscou_propernoun	moscú_propernoun
martelo_noun	martillo_noun
óptimo_adjective	óptimo_adjective
à-proporção-que_subordinatingconjunction	a-medida-que_subordinatingconjunction
champalimaud_propernoun	champalimaud_propernoun
paisagem_noun	paisaje_noun
conexão_noun	conexión_noun
subdiretório_noun	subdirectorio_noun
uniformidade_noun	uniformidad_noun
beisebol_noun	béisbol_noun
negociação_noun	negociación_noun
mexicano_adjective	mejicano_adjective
para-com_preposition	para-con_preposition
enquadrar_verb	encuadrar_verb
polaco_adjective	polonés_adjective
em-ligeira-elevação_adverb	ligeramente-al-alza_adverb
mudar_verb	cambiar_verb
perdoar_verb	perdonar_verb
estabelecer_verb	afincar_verb
rigorosamente_adverb	rigurosamente_adverb
assombro_noun	asombro_noun
aprovador_adjective	aprobador_adjective
barclays_propernoun	barclays_propernoun
dissilabamente_adverb	bisílabamente_adverb
guilherme_propernoun	guilherme_propernoun
negado_adjective	denegado_adjective
análise_noun	análisis_noun
solidão_noun	soledad_noun
agrupação_noun	agrupación_noun
bmw_propernoun	bmw_propernoun
corpo_noun	cuerpo_noun
game_noun	juego_noun
complejo-ática_propernoun	complejo-ática_propernoun
ministério_noun	ministerio_noun
baixo_adjective	bajo_adjective
insígnia_noun	insignia_noun
coordenador_noun	coordinador_noun
xerox_noun	fotocopia_noun
proposição_noun	proposición_noun
admissível_adjective	admisible_adjective
smf_propernoun	smf_propernoun
andic_propernoun	andic_propernoun
orientativo_adjective	orientativo_adjective
jordânia_propernoun	jordania_propernoun
textura_noun	textura_noun
magnésio_noun	magnesio_noun
triângulo_noun	triángulo_noun
desoslaio_adverb	desoslayo_adverb
ibge_propernoun	ibge_propernoun
o-meu_pronoun	el-mío_pronoun
lenha_noun	leña_noun
jaqueta_noun	chaqueta_noun
estimado_noun	estimado_noun
alucinar_verb	alucinar_verb
califórnia_propernoun	california_propernoun
resolução_noun	resolución_noun
meia-hora_noun	media-hora_noun
desintegração_noun	desintegración_noun
giga_noun	giga_noun
desigualdade_noun	desigualdad_noun
dinamicamente_adverb	dinámicamente_adverb
ap_propernoun	ap_propernoun
indescritivelmente_adverb	indescriptiblemente_adverb
gerenciamento_noun	gerenciamento_noun
jpy_propernoun	jpy_propernoun
silício_noun	silicio_noun
conseqüência_noun	consecuencia_noun
interamericano_adjective	interamericano_adjective
câmpus_noun	campus_noun
inutilizavelmente_adverb	inutilizablemente_adverb
intercambiável_adjective	intercambiable_adjective
autarquia_noun	autarquía_noun
timor_propernoun	timor_propernoun
abastecer_verb	aprovisionar_verb
arquivo_noun	fichero_noun
cone_noun	cono_noun
tecer_verb	tejer_verb
furacão_noun	huracán_noun
raul_propernoun	raul_propernoun
autogoverno_noun	autogobierno_noun
radiofrequência_noun	radiofrecuencia_noun
mineiro_noun	minero_noun
nicarágua_propernoun	nicaragua_propernoun
radiodifusão_noun	radiodifusión_noun
proibir_verb	prohibir_verb
radial_adjective	radial_adjective
levantamento_noun	levantamiento_noun
flexível_adjective	flexible_adjective
desportivamente_adverb	deportivamente_adverb
ordem_noun	ordenanza_noun
graficamente_adverb	gráficamente_adverb
excessivamente_adverb	excesivamente_adverb
caminhante_adjective	caminante_adjective
imbecil_adjective	imbécil_adjective
porosidade_noun	porosidad_noun
esmaecimento_noun	difuminación_noun
todavia_subordinatingconjunction	sin-embargo_subordinatingconjunction
mesquita_noun	mezquita_noun
inserção_noun	inserción_noun
desgraça_noun	desgracia_noun
lacuna_noun	casilla_noun
enterro_noun	entierro_noun
abastecer_verb	repostar_verb
reverter_verb	revertir_verb
feio_adjective	feo_adjective
disponível_adjective	disponible_adjective
exposição_noun	exposición_noun
conspiração_noun	conspiración_noun
administração_noun	administración_noun
redemoinho_noun	remolino_noun
efetividade_noun	efectividad_noun
frota_noun	flota_noun
aplicação_noun	aplicación_noun
ébrio_adjective	ebrio_adjective
barreira_noun	barrera_noun
lesão_noun	lesión_noun
fale-conosco_interjection	contacte-con-nosotros_interjection
tradição_noun	tradición_noun
harmonia_noun	armonía_noun
sódio_noun	sódio_noun
subordinado_adjective	subordinado_adjective
maioritário_adjective	mayoritario_adjective
caixa_noun	recuadro_noun
conforme_adjective	acorde_adjective
qual-o-motivo_adverb	a-qué-viene_adverb
microeconômico_adjective	microeconómico_adjective
r_noun	r_noun
desfavorável_adjective	desfavorable_adjective
arteiro_adjective	travieso_adjective
pegar_verb	coger_verb
maracanã_propernoun	maracaná_propernoun
seletivamente_adverb	selectivamente_adverb
aduana_noun	aduana_noun
desarmamento_noun	desarme_noun
ler_verb	leer_verb
fracamente_adverb	débilmente_adverb
ecologicamente_adverb	ecológicamente_adverb
inimitavelmente_adverb	inimitablemente_adverb
doença_noun	dolencia_noun
eurobond_noun	eurobond_noun
filme_noun	film_noun
planificador_noun	planificador_noun
chanfrar_verb	achaflanar_verb
cluster_noun	cluster_noun
pneumonia_noun	neumonía_noun
e-tender_noun	etender_noun
bartumeu_propernoun	bartumeu_propernoun
tecnologicamente_adverb	tecnológicamente_adverb
terrivelmente_adverb	terriblemente_adverb
alcatel_propernoun	alcatel_propernoun
comentário_noun	comentario_noun
cegamente_adverb	ciegamente_adverb
carência_noun	carencia_noun
edifício_noun	edificio_noun
molhar_verb	mojar_verb
vinho_noun	vino_noun
freira_noun	monja_noun
tenro_adjective	tierno_adjective
vereador_noun	concejal_noun
pré-qualificar_verb	precualificar_verb
gordurosamente_adverb	grasamente_adverb
herdeiro_noun	heredero_noun
com-todos-os-pontos-e-vírgulas_adverb	con-puntos-y-comas_adverb
baptizar_verb	bautizar_verb
limitação_noun	limitación_noun
quanticamente_adverb	cuánticamente_adverb
dj_propernoun	dj_propernoun
reorientação_noun	reorientación_noun
profissionalidade_noun	profesionalidad_noun
isp_propernoun	isp_propernoun
na-bucha_adverb	en-el-blanco_adverb
águas-passadas-não-movem-moinho_adverb	agua-pasada-no-mueve-molino_adverb
teixeira_propernoun	teixeira_propernoun
depressa_adverb	deprisa_adverb
englobar_verb	englobar_verb
meia_noun	calcetín_noun
vosso_possessivepronoun	vuestro_possessivepronoun
vosso_determiner	vuestro_determiner
soberbo_adjective	soberbio_adjective
bengala_noun	bengala_noun
faturação_noun	facturación_noun
livrar_verb	librar_verb
endurecimento_noun	endurecimiento_noun
semicírculo_noun	semicírculo_noun
insuperavelmente_adverb	insuperablemente_adverb
mamãe_noun	mamá_noun
harry-potter_propernoun	harry-potter_propernoun
senão_coordinatingconjunction	sino_coordinatingconjunction
twitter_propernoun	twitter_propernoun
betsy_propernoun	betsy_propernoun
ziguezague_noun	zig-zag_noun
partidário_adjective	partidista_adjective
cosseno_noun	coseno_noun
afiar_verb	afilar_verb
hommen-npant_propernoun	hommen-npant_propernoun
coexistir_verb	coexistir_verb
extraordinariamente_adverb	exquisitamente_adverb
às-cegas_adverb	a-ciegas_adverb
hospedagem_noun	hospedaje_noun
incontestavelmente_adverb	incontestablemente_adverb
atômico_adjective	atómico_adjective
decalque_noun	calcomanía_noun
amável_adjective	amable_adjective
tencionar_verb	proyectar_verb
encontro_noun	encuentro_noun
destroçar_verb	destrozar_verb
eléctrodo_noun	electrodo_noun
uicn_propernoun	uicn_propernoun
versátil_adjective	versátil_adjective
autointersecante_adjective	autointersecante_adjective
luxuosamente_adverb	lujosamente_adverb
o-teu_pronoun	el-tuyo_pronoun
o-teu_possessivepronoun	el-tuyo_possessivepronoun
o-teu_determiner	el-tuyo_determiner
arranhão_noun	rasguño_noun
atual_adjective	actual_adjective
direita_noun	derecha_noun
haja-vista_preposition	debido-a_preposition
maddie_propernoun	maddie_propernoun
autodeterminação_noun	autodeterminación_noun
explicativo_adjective	explicativo_adjective
rês_noun	res_noun
ao-vivo_adverb	en-directo_adverb
purificar_verb	purificar_verb
galp_propernoun	galp_propernoun
instantâneo_adjective	instantáneo_adjective
arsênico_noun	arsénico_noun
lance!mobile_propernoun	lance!mobile_propernoun
concessão_noun	concesión_noun
hermione_propernoun	hermione_propernoun
pontualidade_noun	puntualidad_noun
freqüentemente_adverb	frecuentemente_adverb
acusação_noun	acusación_noun
linguísticamente_adverb	lingüísticamente_adverb
inabalavelmente_adverb	inabalablemente_adverb
esterilmente_adverb	estérilmente_adverb
eleitoralmente_adverb	electoralmente_adverb
forquilha_noun	horquilla_noun
revolta_noun	revuelta_noun
anteriormente_adverb	con-anterioridad_adverb
próximo_adjective	cercano_adjective
seul_propernoun	seúl_propernoun
apalpar_verb	palpar_verb
visivelmente_adverb	visiblemente_adverb
firmeza_noun	fijeza_noun
árvore_noun	árbol_noun
anistia_noun	amnistía_noun
amputação_noun	amputación_noun
equipe_noun	equipo_noun
automação_noun	automatización_noun
deficiente_adjective	deficiente_adjective
lance_noun	puja_noun
capitulação_noun	capitulación_noun
consecução_noun	consecución_noun
alegar_verb	aducir_verb
invalidar_verb	invalidar_verb
termo_noun	término_noun
conquanto_subordinatingconjunction	si-bien_subordinatingconjunction
subregional_adjective	subregional_adjective
onde_adverb	donde_adverb
onde_relativepronoun	donde_relativepronoun
onde_interrogativepronoun	donde_interrogativepronoun
onde_adverb	donde_adverb
onde_interrogativepronoun	donde_interrogativepronoun
onde_adverb	donde_adverb
onde_relativepronoun	donde_relativepronoun
onde_adverb	donde_adverb
onde_relativepronoun	donde_relativepronoun
onde_interrogativepronoun	donde_interrogativepronoun
liricamente_adverb	líricamente_adverb
suscetibilidade_noun	susceptibilidad_noun
milão_propernoun	milán_propernoun
gradual_adjective	gradual_adjective
geométrico_adjective	geométrico_adjective
somente-gravação_adverb	sólo-escritura_adverb
porventura_adverb	posiblemente_adverb
mim_pronoun	mí_pronoun
tranqüilo_adjective	tranquilo_adjective
de-vento-em-popa_adverb	viento-en-popa_adverb
dezena_noun	decena_noun
bicicleta_noun	bicicleta_noun
transcorrer_verb	transcurrir_verb
hexagonal_adjective	hexagonal_adjective
sinaleira_noun	semáforo_noun
raiz_noun	raíz_noun
internalizar_verb	internalizar_verb
vareta_noun	varilla_noun
confiavelmente_adverb	confiablemente_adverb
osama_propernoun	osama_propernoun
diferenciação_noun	diferenciación_noun
ensinamento_noun	enseñanza_noun
suborno_noun	cohecho_noun
importunar_verb	jorobar_verb
falência_noun	suspensión-de-pagos_noun
sério_adjective	serio_adjective
silêncio_noun	silencio_noun
fragmentação_noun	fragmentación_noun
responsabilização_noun	responsabilización_noun
quatorze_numeral	catorce_numeral
funcionamento_noun	funcionamiento_noun
recto_noun	recto_noun
apenas_adverb	sólo_adverb
gentio_noun	gentío_noun
coordenar_verb	coordinar_verb
rebite_noun	remache_noun
daninhamente_adverb	dañinamente_adverb
fita_noun	cinta_noun
confiante_adverb	confiante_adverb
clareza_noun	claridad_noun
ferrovial_propernoun	ferrovial_propernoun
difusão_noun	difusión_noun
ligeiramente_adverb	ligeramente_adverb
das-duas-uma_adverb	una-de-dos_adverb
malló_propernoun	malló_propernoun
pe_noun	pe_noun
didático_adjective	didáctico_adjective
protetor_adjective	protector_adjective
austeridade_noun	austeridad_noun
novecentos_numeral	novecientos_numeral
estreito_adjective	angosto_adjective
gravidade_noun	gravedad_noun
ot_propernoun	ot_propernoun
faixa_noun	franja_noun
interinstitucional_adjective	interinstitucional_adjective
encadear_verb	encadenar_verb
questionamento_noun	cuestionamiento_noun
sapatilha_noun	zapatilla_noun
expressão_noun	expresión_noun
caladamente_adverb	calladamente_adverb
associar_verb	asociar_verb
organicamente_adverb	orgánicamente_adverb
regrado_adjective	reglado_adjective
inovador_adjective	innovador_adjective
investigação_noun	investigación_noun
papel_noun	rol_noun
veículo_noun	vehículo_noun
triangulação_noun	triangulación_noun
incidir_verb	incidir_verb
brasileiro_adjective	brasileño_adjective
relevante_adjective	relevante_adjective
para-o-qual_subordinatingconjunction	para-lo-cual_subordinatingconjunction
ids_propernoun	ids_propernoun
procedência_noun	procedencia_noun
cadeirão_noun	sillón_noun
rescindir_verb	rescindir_verb
bulbo_noun	bulbo_noun
sinal-circunflexo_noun	cheurón_noun
assim-ou-assado_adverb	así-o-asá_adverb
anglo-saxão_adjective	anglosajón_adjective
belize_propernoun	belice_propernoun
gasoso_adjective	gaseoso_adjective
acidentar_verb	accidentar_verb
provar_verb	probar_verb
recriar_verb	volver-a-crear_verb
trair_verb	traicionar_verb
aguiar_propernoun	aguiar_propernoun
best-seller_noun	best-seller_noun
agonia_noun	agonía_noun
acidentalmente_adverb	accidentalmente_adverb
globo_propernoun	globo_propernoun
terça-feira_noun	martes_noun
algum_pronoun	alguno_pronoun
ganhar_verb	ganar_verb
no-mais-tardar_adverb	a-más-tardar_adverb
enquanto_adverb	entretanto_adverb
explodir_verb	explotar_verb
nu_adjective	desnudo_adjective
latão_noun	latón_noun
lucidamente_adverb	lúcidamente_adverb
seção_noun	sección_noun
abbas_propernoun	abbas_propernoun
pipa_noun	pipa_noun
frouxamente_adverb	flojamente_adverb
alho_noun	ajo_noun
estimativa_noun	estimación_noun
coleção_noun	colección_noun
pátio_noun	patio_noun
rondar_verb	rondar_verb
microeletrônica_noun	microelectrónica_noun
discutível_adjective	discutible_adjective
nutriente_noun	nutriente_noun
super-homem_noun	superhombre_noun
t_noun	t_noun
carteiro_noun	cartero_noun
polígono_noun	polígono_noun
fornecimento_noun	suministro_noun
advocacia_noun	abogacía_noun
manipulação_noun	manipulación_noun
golda_propernoun	golda_propernoun
gostosamente_adverb	gustosamente_adverb
flórida_propernoun	florida_propernoun
lixívia_noun	lejía_noun
torridamente_adverb	tórridamente_adverb
agroindustrial_adjective	agroindustrial_adjective
resumo_noun	resumen_noun
inércia_noun	inercia_noun
mascarenhas_propernoun	mascarenhas_propernoun
luso_adjective	lusitano_adjective
solo_noun	suelo_noun
tecnicamente_adverb	técnicamente_adverb
antagonicamente_adverb	antagónicamente_adverb
hoteleiramente_adverb	hoteleramente_adverb
dependente_adjective	dependiente_adjective
atrativo_noun	atractivo_noun
alexandra_propernoun	alexandra_propernoun
aterrissagem_noun	aterrizaje_noun
indentado_noun	sangría_noun
evangelicamente_adverb	evangélicamente_adverb
proteção_noun	protección_noun
escravo_adjective	esclavo_adjective
maiusculamente_adverb	mayúsculamente_adverb
calmo_adjective	tranquilo_adjective
mcm_propernoun	mcm_propernoun
aquecimento-radiante_noun	calefacción-radiante_noun
siza_propernoun	siza_propernoun
gtm_propernoun	gtm_propernoun
islamicamente_adverb	islámicamente_adverb
vertente_noun	vertiente_noun
resmungão_adjective	gruñón_adjective
consertar_verb	reparar_verb
txt_propernoun	txt_propernoun
demissão-por-justa-causa_subordinatingconjunction	despido-justificado_subordinatingconjunction
virar_verb	volcar_verb
aeromoço_noun	azafato_noun
nitidamente_adverb	nítidamente_adverb
direccional_adjective	direccional_adjective
preconceito_noun	prejuicio_noun
ecologia_noun	ecología_noun
pré-configurar_verb	preconfigurar_verb
bsd_propernoun	bsd_propernoun
beatles_propernoun	beatles_propernoun
bengala_noun	bastón_noun
concerto_noun	concierto_noun
magnitude_noun	magnitud_noun
aposentado_noun	jubilado_noun
claramente_adverb	llanamente_adverb
supérfluo_adjective	superfluo_adjective
energia_noun	energía_noun
saaia_propernoun	saeia_propernoun
ryanair_propernoun	ryanair_propernoun
cremalheira_noun	cremallera_noun
franquia_noun	franquicia_noun
condutor_adjective	conductor_adjective
cola_noun	pegamento_noun
actuar_verb	actuar_verb
precipitação_noun	precipitación_noun
trigesimamente_adverb	trigésimamente_adverb
electrónico_adjective	electrónico_adjective
amplo_adjective	amplio_adjective
hezbollah_propernoun	hezbollah_propernoun
estacionário_adjective	estacionario_adjective
afastar_verb	alejar_verb
consolidação_noun	consolidación_noun
estafa_noun	cansancio_noun
desativação_noun	desactivación_noun
isca_noun	cebo_noun
espinha_noun	espina_noun
queixosamente_adverb	quejosamente_adverb
povoar_verb	poblar_verb
depurar_verb	depurar_verb
minoritário_adjective	minoritario_adjective
comprovar_verb	comprobar_verb
acessivelmente_adverb	accesiblemente_adverb
associação_noun	asociación_noun
intocavelmente_adverb	intocablemente_adverb
reformular_verb	reformular_verb
movimentar_verb	mover_verb
estatisticamente_adverb	estadísticamente_adverb
costa_noun	costa_noun
recusar_verb	rechazar_verb
bênção_noun	bendición_noun
celsa_propernoun	celsa_propernoun
contrato_noun	fichaje_noun
escolaridade_noun	escolaridad_noun
congestionamento_noun	congestión_noun
societário_adjective	societario_adjective
exclamação_noun	exclamación_noun
transportador_adjective	transportista_adjective
penitência_noun	penitencia_noun
frialdade_noun	frialdad_noun
virar-a-casaca_verb	cambiar-de-chaqueta_verb
escocês_noun	escocés_noun
combustível_noun	combustible_noun
log_noun	log_noun
afundar_verb	ahondar_verb
progressivamente_adverb	progresivamente_adverb
disseminação_noun	diseminación_noun
finlândia_propernoun	finlandia_propernoun
acessível_adjective	accesible_adjective
irrevogavelmente_adverb	irrevocablemente_adverb
descrição_noun	descripción_noun
viriato_propernoun	viriato_propernoun
detentor_noun	detentor_noun
âncora_noun	ancla_noun
intolerância_noun	intolerancia_noun
ao-passo-que_subordinatingconjunction	mientras-que_subordinatingconjunction
dantes_adverb	antes_adverb
agressivo_adjective	agresivo_adjective
cargueiro_noun	carguero_noun
com-especial-atenção_interjection	muy-atentamente_interjection
atuar_verb	tutear_verb
fumaça_noun	humareda_noun
papelaria_noun	papelería_noun
festa_noun	juerga_noun
abrangente_adjective	completo_adjective
exclusão_noun	exclusión_noun
colectânea_noun	colectánea_noun
justin_propernoun	justin_propernoun
microbiológico_adjective	microbiológico_adjective
canturri_propernoun	canturri_propernoun
dia_noun	día_noun
consumação_noun	consumación_noun
antecedente_noun	antecedente_noun
inspiração_noun	inspiración_noun
kardec_propernoun	kardec_propernoun
determinadamente_adverb	resueltamente_adverb
tap_noun	tap_noun
colocação_noun	colocación_noun
nigéria_propernoun	nigeria_propernoun
moody_propernoun	moody_propernoun
passivo_adjective	pasivo_adjective
atenciosamente_adverb	atentamente_adverb
baixo_noun	bajo_noun
jackass_propernoun	jackass_propernoun
mendes_propernoun	mendes_propernoun
zelosamente_adverb	celosamente_adverb
via_noun	vial_noun
o_pronoun	lo_pronoun
o_determiner	lo_determiner
silhueta_noun	silueta_noun
lei_noun	ley_noun
torcida_noun	afición_noun
fale-connosco_interjection	contacte-con-nosotros_interjection
madeira_noun	madera_noun
clássico_adjective	clásico_adjective
influente_adjective	influyente_adjective
de-bruços_adverb	boca-abajo_adverb
filme_noun	película_noun
axial_adjective	axial_adjective
tentar-novamente_verb	volver-a-intentarlo_verb
mesinha-de-cabeceira_noun	mesita-de-noche_noun
vaivém_noun	vaivén_noun
reivindicação_noun	reivindicación_noun
envolver_verb	liar_verb
caseiramente_adverb	caseramente_adverb
apoiar_verb	apoyar_verb
ainda-bem_subordinatingconjunction	menos-mal_subordinatingconjunction
metodológico_adjective	metodológico_adjective
discovery_propernoun	discovery_propernoun
semi-isolado_adjective	semiaislado_adjective
jóia_noun	joya_noun
tanque_noun	fregadero_noun
textual_adjective	textual_adjective
milha_noun	milla_noun
inflar_verb	inflar_verb
industrialização_noun	industrialización_noun
unit_propernoun	unit_propernoun
teoria_noun	teoría_noun
coalizão_noun	coalición_noun
retroalimentação_noun	retroalimentación_noun
fergunson_propernoun	fergunson_propernoun
lado-a-lado_adverb	codo-con-codo_adverb
reinversão_noun	reinversión_noun
diogo_propernoun	diogo_propernoun
neurônio_noun	neurona_noun
antiderrapante_noun	antideslizante_noun
discordar_verb	discordar_verb
requerimento_noun	requerimiento_noun
rep_propernoun	rep_propernoun
ingrediente_noun	ingrediente_noun
frustrado_adjective	fallido_adjective
construtivamente_adverb	constructivamente_adverb
centralização_noun	centralización_noun
focal_adjective	focal_adjective
escorregar_verb	resbalar_verb
vice-presidente_noun	vicepresidente_noun
avaliador_noun	evaluador_noun
arrematar_verb	rematar_verb
vitorioso_adjective	victorioso_adjective
desejo_noun	antojo_noun
conceitual_adjective	conceptual_adjective
vip_propernoun	vip_propernoun
descodificação_noun	descodificación_noun
a-pesar-do-que_subordinatingconjunction	a-pesar-de-lo-que_subordinatingconjunction
circunscrição_noun	circunscripción_noun
em-médio-prazo_adverb	a-medio-plazo_adverb
sutileza_noun	sutilidad_noun
sombreado_noun	sombreado_noun
dissolução_noun	disolución_noun
mesoeconomia_noun	mesoeconomía_noun
falcão_propernoun	falcão_propernoun
comercialização_noun	comercialización_noun
construtor_noun	constructor_noun
rtpn_propernoun	rtpn_propernoun
adultério_noun	adulterio_noun
bruce_propernoun	bruce_propernoun
sobretudo_noun	gabán_noun
lustre_noun	lámpara_noun
rtl_propernoun	rtl_propernoun
filtrante_adjective	filtrante_adjective
esclarecimento_noun	aclaración_noun
ferroviário_adjective	ferroviario_adjective
conclave_noun	cónclave_noun
prestígio_noun	prestigio_noun
intersectorial_adjective	intersectorial_adjective
com_preposition	con_preposition
melhor_adverb	mejor_adverb
cruamente_adverb	crudamente_adverb
aí_adverb	ahí_adverb
rolo_noun	rodillo_noun
sofrer_verb	sufrir_verb
incomparável_adjective	incomparable_adjective
nav_noun	nav_noun
reservatório_noun	depósito_noun
buraco_noun	butrón_noun
menezes_propernoun	menezes_propernoun
ingressar_verb	ingresar_verb
cabeludamente_adverb	melenudamente_adverb
metrópole_noun	metrópoli_noun
acumulável_adjective	acumulable_adjective
torcedoramente_adverb	aficionadamente_adverb
com-rosca_adjective	roscado_adjective
toalha_noun	toalla_noun
do-contrário_subordinatingconjunction	de-lo-contrario_subordinatingconjunction
diversificação_noun	diversificación_noun
sanguineamente_adverb	sanguíneamente_adverb
rotineiro_adjective	rutinario_adjective
arranjo_noun	arreglo_noun
zumbido_noun	acúfeno_noun
inquebrantável_adjective	inquebrantable_adjective
eqüitativamente_adverb	equitativamente_adverb
homicídio_noun	homicidio_noun
nosso_adjective	nuestro_adjective
nosso_possessivepronoun	nuestro_possessivepronoun
