word	trans	pos
equalize	entourer d'un lien	verb
hail from	fuire	verb
interpolate	jeter l'ancre	verb
center	centrer	verb
bring	brouetter	verb
absent	absenter	verb
podcast	jouer une pièce à	verb
meet	prendre rendez-vous	verb
subsidise	subventionner	verb
re-create	récréer	verb
table the motion	assoner	verb
hassle	trousser	verb
upholster	rembourrer	verb
squeeze	appuyer sur	verb
flank	flanquer	verb
shipwreck	foirer	verb
uncork	dénicher	verb
enforce	être candidat	verb
pay tribute to	rendre hommage	verb
enroll	inscrire	verb
log	perquisitionner	verb
ticket	désaltérer	verb
tie	entourer d'un lien	verb
harness	profiter	verb
anaesthetize	anesthésier	verb
pervert	pervertir	verb
accrue	accumuler	verb
clap their hands	applaudir	verb
contextualise	contextualiser	verb
bonk	frapper	verb
upgrade	actualiser	verb
debunk	démasquer	verb
consecrate	adonner	verb
regard	être d'avis	verb
gloat	manger avec gourmandise	verb
reintroduce	réutiliser	verb
catch a chill	constiper	verb
trail	s'ensuivre	verb
be alert	percer en creusant	verb
pass off as	perpétrer	verb
adsorb	absorber	verb
have breakfast	déjeuner	verb
humble	rabaisser	verb
order	sommer	verb
digress	refinancer	verb
feud	matcher	verb
europeanize	tirer au but	verb
snigger	solder une opération	verb
celebrate	festoyer	verb
denominate	nommer	verb
be in blossom	faire les soldes	verb
wipe up	toiletter	verb
detoxicate	désintoxiquer	verb
pay attention	faire gaffe	verb
walk away	carguer	verb
hesitate	barguigner	verb
libel	diffamer	verb
remarry	circumnaviguer	verb
pick up the trail	départager	verb
be in danger	être en danger	verb
constrain	fixer la limite	verb
have dinner	diner	verb
resemble	ressembler	verb
fork out	se décontracter	verb
put in	emménager	verb
pull the flush	avoir des fourmis dans les jambes	verb
whine	pépier	verb
style	recoller	verb
put up with	supporter	verb
annotate	noter	verb
headbutt	bouffonner	verb
be incumbent	faire de la provocation	verb
nail	enclaver	verb
set out	prendre un café	verb
surge ahead of	aller de l'avant	verb
move out	laisser derrière soi	verb
burble	glouglouter	verb
be in perfect condition	réannexer	verb
live on	être bête	verb
come off best	filer à l'anglaise	verb
go to the bank	dénager	verb
render Galician	être doux	verb
attend	accourir	verb
land on the moon	télétravailler	verb
keep a distance	tiquer	verb
satisfy	rendre heureux	verb
dismiss	rebuter	verb
correspond with	faire les soldes	verb
answer point by point	être bavard comme une pie	verb
exhibit	exhiber	verb
embarrass	faire honte	verb
renounce	renoncer	verb
run errands	engranger	verb
die off	disparaître	verb
be obstructive	percer en creusant	verb
render more Galician	être doux	verb
cash in	altérer	verb
sadden	rembrunir	verb
send back	aller de nouveau	verb
exalt	hausser	verb
espouse	donner en mariage	verb
complete	parfaire	verb
retry	hyperventiler	verb
be specialised	rétrograder	verb
pull off	sous-tirer	verb
overtake	devancer	verb
enable	habiliter	verb
scandalize	choquer	verb
audition	mettre sur la voie	verb
side	soutenir	verb
die down	amenuiser	verb
neutralise	neutraliser	verb
dash about	payer d'avance	verb
collide	entrer en collision	verb
travel across	recourir	verb
hoard	accaparer	verb
allay	évider	verb
marry	donner en mariage	verb
dote	enjôler	verb
spew	exsuder	verb
part	mettre à part	verb
unleash	débrider	verb
comment	faire le commentaire	verb
get ill	tomber malade	verb
be embroiled	risquer sa tête	verb
tabulate	tabuler	verb
blaze	flamboyer	verb
condition	conditionner	verb
build up	maçonner	verb
price	estimer la valeur	verb
polish	faire briller	verb
shame	faire honte	verb
fly out	éliminer	verb
unseat	faire pleuvoir	verb
break up	interrompre périodiquement	verb
lust	phagocyter	verb
mimic	émuler	verb
economise	épargner	verb
mist up	embuer	verb
have a feeling	sortir du commentaire	verb
dash around	payer d'avance	verb
give the toilet a flush	avoir des fourmis dans les jambes	verb
annul	invalider	verb
pay tribute	rendre hommage	verb
sever	tondre	verb
comprise	piger	verb
socialize	épisser	verb
follow on	continuer	verb
spray	éclabousser	verb
prestress	vulnérabiliser	verb
mete	dispenser	verb
centre	centrer	verb
lament	déplorer	verb
move along	circuler	verb
make pleasant	égayer	verb
clutch	crocher	verb
get out of a fix	coudre à la machine	verb
aspire	aspirer à	verb
apply for	quêter	verb
fill up	rembourrer	verb
lodge	héberger	verb
skid	gîter	verb
entrust	faire crédit	verb
put in practice	filer à l'anglaise	verb
be certain	mettre en dépôt	verb
disguise	costumer	verb
wither away	faire pâlir	verb
tile	daller	verb
bond	maintenir ensemble	verb
decrease	faire une décoction	verb
be tax-deductible	sous-tirer	verb
dip	mettre	verb
pity	compatir	verb
be equidistant	emmurer	verb
step on	fouler	verb
compute	effectuer du calcul informatique	verb
carry through	mener à bien	verb
surface	émerger	verb
can	dépiter	verb
indebt	endetter	verb
be on the alert	percer en creusant	verb
bring back	brouetter	verb
foresee	savoir d'avance	verb
be willing	refinancer	verb
get rid	anastomoser	verb
spot	localiser	verb
formalize	formaliser	verb
be at risk	bleuir	verb
act up	serrer les coudes	verb
germinate	germer	verb
value	supputer	verb
bring up	faire mention de	verb
grill	rôtir	verb
pay off	appointer	verb
materialize	matérialiser	verb
flout	désobéir	verb
shun of	serrer la vis	verb
land	atterrer	verb
screen	tamiser	verb
fade in	fluidifier	verb
be quit of	ruisseler	verb
do	confectionner	verb
put the foot down	effacer ce qui ne convient pas	verb
inspire	insuffler	verb
line up	aligner	verb
exempt	exempter	verb
remain in force	liker	verb
obliterate	oblitérer	verb
imitate	émuler	verb
gift	donner en cadeau	verb
network	contacter	verb
dispense	faire sans	verb
georeference	faire l'appoint	verb
revolt	répugner	verb
geolocate	connaître sur le bout des doigts	verb
top	damer	verb
incite to riot	mutiner	verb
plow	ouvrer	verb
pass by	outrepasser	verb
fade away	faire pâlir	verb
stand out	souligner	verb
fan	vanner	verb
get out of trouble	coudre à la machine	verb
be a great help	monter la moutarde au nez	verb
presuppose	quêter	verb
follow the plot	aseptiser	verb
whitewash	chauler	verb
hold on to	jeter l'ancre	verb
conduct a thorough investigation	désaliniser	verb
armour	blinder	verb
hold responsible	responsabiliser	verb
discount	escompter	verb
wear	brouetter	verb
keep hot	dégazer	verb
get back	rétorquer	verb
dispute	disputer	verb
grant an amnesty to	amnistier	verb
battle	batailler	verb
yearn for	souhaiter	verb
format	formater	verb
educate	domestiquer	verb
temper	tempérer	verb
sit	faire asseoir	verb
have lunch	déjeuner	verb
keep on pulling at the rope	faire concurrence	verb
domesticate	domestiquer	verb
follow suit	masturber	verb
run for	régurgiter	verb
have a flavour on its own	avoir la chair de poule	verb
have an accident	réannexer	verb
carbonise	carboniser	verb
come into force	mettre la charrue devant les boeufs	verb
manacle	suffire de	verb
do a course	faire les soldes	verb
model	conformer à un modèle	verb
prevail	primer	verb
make ends meet	effacer ce qui ne convient pas	verb
charter	louer	verb
restore	revaloir	verb
degrade	dégrader	verb
reclassify	reclassifier	verb
cluck	étancher	verb
mandate	sommer	verb
rush into a decision	filigraner	verb
depaginate	désacclimater	verb
go on down	démotiver	verb
prosecute	prendre en chasse	verb
steam	aller	verb
move over	déménager	verb
apply	être candidat	verb
fight	lutter	verb
be good-natured	escarmoucher	verb
soften	ramollir	verb
lace up	encercler	verb
keep to the right	court-circuiter	verb
weave	tramer	verb
trespass	normativiser	verb
allege	alléguer	verb
prop	accoter	verb
buy	faire emplette	verb
place in front of	humecter	verb
envisage	savoir d'avance	verb
convene	mettre à un poste	verb
modernise	moderniser	verb
become embittered	chlorer	verb
biomagnify	faire une tournée	verb
scandalise	faire scandale	verb
have a conversation	dialoguer	verb
convey	faire comprendre	verb
keep on being	manucurer	verb
become the norm	ruisseler	verb
go through customs	mettre en dépôt	verb
anneal	tremper	verb
enhance	rehausser	verb
come to an end	chanfreiner	verb
narrow	enrayer	verb
go over to the enemy	faire concurrence	verb
live opposite	hyperventiler	verb
amass	viander	verb
shield	en défens	verb
be gored	végétaliser	verb
affix	apposer	verb
have a veto	déclarer au fisc	verb
convict	condamner	verb
shed light on	vivre assez pour	verb
deforest	précariser	verb
have particular importance	filer à l'anglaise	verb
put aside	mettre à part	verb
cushion	ouater	verb
tape	graver	verb
catalyse	catalyser	verb
move aside	déménager	verb
walk sideways	débarrasser de	verb
bustle about	être fort comme un boeuf	verb
aim	avoir pour objectif	verb
bias	prédisposer	verb
go through a crisis	jeter dans la gueule du loup	verb
investigate	investiguer	verb
continue tomorrow	sortir du commentaire	verb
be at the top	incardiner	verb
bend down	être fort comme un boeuf	verb
practice	perpétrer	verb
benefit	servir les intérêts de	verb
smash into	foncer sur	verb
as come in	réestimer	verb
capitulate	déposer les armes	verb
warm	tenir chaud	verb
dimension	diviser en deux parties égales	verb
overwhelm	désarçonner	verb
signpost	signaliser	verb
end in tragedy	être bavard comme une pie	verb
send in	envoyer	verb
pressurise	pressuriser	verb
be deep	mettre la pédale douce	verb
make history	être reçu	verb
be very deep	mettre la pédale douce	verb
buoy	égayer	verb
keep the fire going	jouer dans	verb
evoke	se souvenir	verb
obtain prominence	effacer ce qui ne convient pas	verb
disband	défaire	verb
thank for	désaliniser	verb
keep out of the reach of children	serrer la vis	verb
ease	soulager	verb
come off worst	perdre	verb
be still thinking	élever à une puissance	verb
be skilful	faire les soldes	verb
ail	contrister	verb
inform	renseigner	verb
give respite	précompiler	verb
taste	avoir du goût	verb
get bored	jeter l'ancre	verb
swamp	inonder	verb
remain stable	aseptiser	verb
be damaged by hail	avoir la chair de poule	verb
hike	hausser	verb
alcalinise	stéréotyper	verb
condense	densifier	verb
be a disappointment	assoner	verb
flavour	donner du goût	verb
be irrepressibly cheerful	animaliser	verb
put up the price	renchérir	verb
get excited	épuiser par la souffrance	verb
be on remanded	faire dodo	verb
burden	bonder	verb
decide	statuer	verb
rejoin	rallier	verb
arrive right on time	remblayer	verb
make a frontal attack	masturber	verb
rank	avoir le rang de	verb
plummet	plonger	verb
appraise	supputer	verb
forfeit	reperdre	verb
leak	filtrer	verb
form a united front	assoner	verb
reestablish order	tenir à un cheveu	verb
mercerise	merceriser	verb
be steeped in	suinter	verb
dispose	caser	verb
accord	être en phase	verb
reach rock bottom	plaquer	verb
have sexual relations	jeter dans la gueule du loup	verb
put the record straight	jouer dans	verb
go into action	emmurer	verb
get down	redescendre	verb
tell to go to hell	mettre sa main au feu	verb
keep the peace	nominaliser	verb
rack brain	inscrire sur	verb
laugh along with	axiomatiser	verb
go along to	assister	verb
index	indicer	verb
be suitable	anatomiser	verb
shun	s'évader	verb
spoil fun to	faire du parapente	verb
scroll down	paupériser	verb
be offended	passer à gué	verb
make possible	permettre	verb
as go	annuler une décision	verb
shape	modeler	verb
malfunction	reluquer	verb
grant power	serrer la vis	verb
grieve about	tendre une embuscade	verb
stamp	cacheter	verb
synchronise	synchroniser	verb
dope	doper	verb
allegorize	sténographier	verb
make money	jouer dans	verb
feel dizzy	réfléchir d'avance	verb
tamp	encrasser	verb
peer	faire alliance	verb
serialise	sérialiser	verb
memorialize	commémorer	verb
execute in writing	mettre en dépôt	verb
thrust	bousculer	verb
plead for	humecter	verb
drive mad	pensionner	verb
be still working	mâchouiller	verb
throw a party	envoyer une demande	verb
play it cool	renvoyer la balle	verb
know the subject really well	être bavard comme une pie	verb
long for	souhaiter	verb
be in the history	soulever le coeur	verb
fall off	dormir d'un sommeil de plomb	verb
hope you will continue to be interested in	répandre comme une traînée de poudre	verb
see the point	monter à cheval	verb
be shipwrecked	naufrager	verb
flow	écouler	verb
incriminate	incriminer	verb
go on with an idea	faire concurrence	verb
be still not working	inséminer	verb
dump	dumper	verb
become brutalised	ruser	verb
rise up	pronominaliser	verb
confuse the hell out of	confondre	verb
stop feeling dizzy	jeter l'éponge	verb
fire	dire au revoir	verb
pan	désapprouver	verb
subject	asservir	verb
grow drowsy	être bête	verb
win on points	braconner	verb
be still in	roussir	verb
actuate	déclencher	verb
come round to see	élever à une puissance	verb
drift	nomadiser	verb
enrage	mettre en rogne	verb
dwell upon	transvaser	verb
renovate	renouveler	verb
anathematise	condamner	verb
pitch	giter	verb
look forward to	manger les pissenlits par la racine	verb
prime	préparer	verb
form an alliance against	dénager	verb
scheme	magouiller	verb
put the plan in action	agneler	verb
take into account	prendre en compte	verb
wade into	entreprendre	verb
galvanise	galvaniser	verb
impose	effectuer l'imposition	verb
have a thorough knowledge	faire un coup de filet	verb
cancel	invalider	verb
go straight on	être reçu	verb
grasp	embosser	verb
follow with its eyes	tenir à un cheveu	verb
square	carrer	verb
stall	faire une halte	verb
finalise	finaliser	verb
remand in custody	mettre en dépôt	verb
catch	capturer au lasso	verb
look forward to hearing from you	animaliser	verb
stroll	promener	verb
vent	décharger	verb
shovel	retenir la carte	verb
be too clever by half	escarmoucher	verb
start to process	être fort comme un boeuf	verb
lose the joke	brouiller les cartes	verb
use honeyed words	prendre pour le nombril du monde	verb
have flu	accorder à la demande de	verb
confuse the heck out of	confondre	verb
tie up	amarrer	verb
come under scrutiny	prendre du galon	verb
be racked with pain	vouloir sa part du gâteau	verb
slump	ployer	verb
cultivate the loyalty	fidéliser	verb
be hit by	déferrer	verb
unclog	désengorger	verb
live in	être bavard comme une pie	verb
continue in its error	précompiler	verb
get in the quarter finals	formuler des propositions	verb
obscure	occulter	verb
be up to them	anastomoser	verb
emerge	affleurer	verb
go to bed	gésir	verb
detain	placer en garde à vue	verb
accumulate	amasser	verb
fancy	plaire	verb
round off	finir	verb
rebel	rébeller	verb
destroy	faire périr	verb
succeed	obtenir gain de cause	verb
head to	épuiser par la souffrance	verb
choke	essouffler	verb
attain	réussir	verb
condone	admettre	verb
catch a cold	constiper	verb
repair	dépanner	verb
put the sauce through a sieve	mettre en dépôt	verb
move gracefully	récliner	verb
tackle	entreprendre	verb
miss the turn	fuire	verb
wire up	emmurer	verb
be intimidated	ambler	verb
be a car heading straight for us	refinancer	verb
flow into	désacidifier	verb
crash head-on	remblayer	verb
be just right	être doux	verb
continue on its course	déstocker	verb
spend the whole day	tétaniser	verb
keep a safe distance	remblayer	verb
play a prank on	faire concurrence	verb
exhale	exhaler	verb
shoot in the dark	cinématographier	verb
restore order	tenir à un cheveu	verb
become friends with	remblayer	verb
sigh	pousser un soupir	verb
be in force	mâchouiller	verb
eradicate	extirper	verb
be out on bail	carapater	verb
survey	regarder autour de soi	verb
gaze	regarder	verb
unpack	expliciter	verb
keep in touch	cibler	verb
appoint	nominer	verb
ambush	être embusqué	verb
detach	décrocher	verb
expel	expédier au loin	verb
study in great depth	contourner en nageant	verb
spend the holidays	battre comme un lion	verb
legitimise	légitimer	verb
make impossible	rendre impossible	verb
put an end	ruser	verb
become interested	faire s'intéresser	verb
fatten	épaissir	verb
hypothesise	supposer	verb
correct	avoir raison	verb
hold a conversation	serrer les coudes	verb
increase	accroître	verb
staunch	faire une halte	verb
uninflate	dégonfler	verb
dam	dépêcher	verb
take care	soigner	verb
agitate	affairer	verb
go on the offensive	élever à une puissance	verb
escape	enfuir	verb
vacate	laisser derrière soi	verb
melt	fluidifier	verb
ask after	faire s'intéresser	verb
rub	frôler	verb
plan	régler d'avance	verb
rumor	chuchoter	verb
streamline	moderniser	verb
conduct	être conducteur	verb
nitride	solder une opération	verb
kick	shooter	verb
evaluate	expertiser	verb
insinuate	laisser entendre	verb
get obsessed	précompiler	verb
do the shopping	réévaluer	verb
riot	décrotter	verb
talk muddled	circumnaviguer	verb
revolve	effectuer une révolution	verb
wake	éveiller	verb
make a fresh start	connaître sur le bout des doigts	verb
encase	chemiser	verb
pose	frimer	verb
frighten off	effaroucher	verb
familiarise	familiariser	verb
speed up	assouplir	verb
be up for sale	sortir de sa poche	verb
be still ill	vulnérabiliser	verb
be in a state of grace	solubiliser	verb
abnegate	démentir	verb
keep to the left	faire la sépulture de	verb
aground	échouer	verb
mature	embosser	verb
remain unanswered	mâchouiller	verb
follow in its footsteps	bleuir	verb
mix	panaché	verb
remit	expédier	verb
sense	remarquer	verb
comply	être adapté	verb
continue our collaboration	épiler	verb
reissue	étrenner	verb
monitor events	tenir à un cheveu	verb
keep fit	anonymiser	verb
cruise	naviguer	verb
award	octroyer	verb
reshuffle	remodeler	verb
rip	déchirer	verb
behave	en tenir	verb
go to his aid	pensionner	verb
be afraid	redouter	verb
bridge	ponter	verb
agglomerate	agglomérer	verb
get wrinkled	effacer ce qui ne convient pas	verb
report	présenter un rapport	verb
effect	mener à terme	verb
jail	incarcérer	verb
reverse	inverser	verb
decide to go ahead	contourner en nageant	verb
shrink	rétracter	verb
remand on bail	contrefoutre	verb
memorialise	commémorer	verb
establish a frontline	être fort comme un boeuf	verb
chart	tracer	verb
get worse	empirer	verb
subtract	défalquer	verb
outline	contourer	verb
scroll up	tenir à un cheveu	verb
implant	implanter	verb
decouple	mettre à part	verb
poison	envenimer	verb
extort	faire du chantage	verb
shimmer	faire une génuflexion	verb
indict	mettre en examen	verb
be ready	extraire la racine	verb
retell	perdre la boule	verb
get into knots	vulnérabiliser	verb
travel around	faire d'avance	verb
put up for sale	gagner de l'argent	verb
reinvest	réinvestir	verb
revive	revivre	verb
come away	déménager	verb
alight	installer	verb
upload	bonder	verb
canonise	canoniser	verb
meddle	mettre en dépôt	verb
coach	faire un stage	verb
intersect	croiser	verb
do anything to help	mettre en dépôt	verb
swipe	frapper	verb
drop by sometime	faire la sépulture de	verb
get out of a tight spot	coudre à la machine	verb
be phased	synchroniser	verb
wall off	entourer de murailles	verb
be ruined	déstructurer	verb
ventilate	éventer	verb
hang -up	pendre	verb
be damaged	radier	verb
choreograph	solder une opération	verb
charge at	déstructurer	verb
barrel	aller coucher	verb
take a step forward	trivialiser	verb
be remanded on bail	jouer dans	verb
require	réclamer	verb
bewitch	jeter un sort	verb
cross from one side to other	faire du parapente	verb
leave	laisser derrière soi	verb
deposit	laisser en dépôt	verb
go out	sortir de	verb
face up to	surendetter	verb
smash	briser	verb
be scared	gagner de l'argent	verb
puncture	piquer	verb
hold on	étancher	verb
go straight ahead	être fort comme un boeuf	verb
fire on	chlorer	verb
score	scorer	verb
have little endurance	réfracter	verb
detail	vendre au détail	verb
direct	manager	verb
carve	graver	verb
apprehend	placer en garde à vue	verb
herald	faire le héraut	verb
pin	enclaver	verb
call to order	faire concurrence	verb
liberalise	libéraliser	verb
slate	désapprouver	verb
keep order	tourner le fer dans la plaie	verb
generalise	généraliser	verb
take communion	donner la communion	verb
refrain	faire abstinence	verb
pay contributions	cotiser	verb
suit the deed to the word	serrer la vis	verb
bump	choquer	verb
appal	horrifier	verb
sequence	sommer	verb
joke	faire de l'esprit	verb
become Americanised	faire représenter	verb
lay drains in	faire concurrence	verb
promote tourism in rural areas	être fort comme un boeuf	verb
batter	malmener	verb
be up to us	filer à l'anglaise	verb
depend on	tendre une embuscade	verb
abide by	réindustrialiser	verb
come by sometime	faire la sépulture de	verb
bustle	dépêcher	verb
submerge	immergir	verb
turn into	convertir	verb
roll up	enrouler	verb
americanise	vulnérabiliser	verb
semi-automate	faire dodo	verb
dampen	arroser	verb
admonish	chapitrer	verb
forebode	présager	verb
gossip	cancaner	verb
gabble	jouer dans	verb
reedit	rééditer	verb
shudder	tressaillir	verb
delete	éliminer	verb
smile	dérider	verb
get obsessed with	transvaser	verb
warm to	refinancer	verb
offend	commettre un crime	verb
get a complex	être enlise	verb
unblock	débloquer	verb
be not very deep	être fluorescent	verb
lunch	manger	verb
be remarkable	tenir à un cheveu	verb
tilt	être en pente	verb
jab	piquer	verb
attack	porter atteinte à	verb
clear the air	être fluorescent	verb
be called	précompiler	verb
load	bonder	verb
fulfil	accomplir	verb
preserve	confire	verb
stare	regarder	verb
ache	être douloureux	verb
bolster	rendre robuste	verb
keep well	être bête	verb
descend	redescendre	verb
bid	liciter	verb
trace step by step	forniquer	verb
retitle	diviser en deux parties égales	verb
buoy up	égayer	verb
iterate	itérer	verb
defraud	tricher	verb
put in an all-nighter	jouer dans	verb
be obsessed	effacer ce qui ne convient pas	verb
petition	demander	verb
set off for	sortir	verb
stupefy	être surpris	verb
get ready	gréer	verb
sink	affaisser	verb
further	faire aller de l'avant	verb
remain awake	effacer ce qui ne convient pas	verb
look after	surveiller	verb
dwell on	transvaser	verb
go along with	être d'accord	verb
come close	rapprocher	verb
still have not got a phone	denter	verb
hurl	élancer	verb
befriend	réconcilier	verb
spare	être avare	verb
infuse	insuffler	verb
soothe	accalmir	verb
undermine	caver	verb
get started	commencer	verb
counter	contre-attaquer	verb
congregate	rassembler	verb
spoil	avarier	verb
punch	impacter	verb
get anxious	effacer ce qui ne convient pas	verb
take out	sous-tirer	verb
be used to	avoir l'habitude de	verb
turn up	être publié	verb
use all its skill	faire les soldes	verb
regret	repentir	verb
change with regard to	animaliser	verb
table	asservir	verb
have a lump in the throat	faire dodo	verb
be frightened	être du même poids	verb
solicit	quêter	verb
dislike	déplaire	verb
mass-produce	serrer la vis	verb
pay at the cash desk	temporaliser	verb
satirise	satiriser	verb
slaughter	zigouiller	verb
become friends	végétaliser	verb
fall through	faire appel de	verb
oxidise	oxyder	verb
throw out	refouler	verb
stultify	ankyloser	verb
wobble	sténographier	verb
threaten	pièger	verb
fall down	choir	verb
get dressed	affubler	verb
diversify	divérsifier	verb
hinge	dépendre	verb
be about to do	précompiler	verb
be dying	agoniser	verb
have a roll in the hay	métalliser	verb
fence in	barrer	verb
see again	revoir	verb
glisten	briller	verb
toil	escrimer à	verb
be godmother to	emmurer	verb
be going through a bad patch	contusionner	verb
have a good time	prolétariser	verb
catalogue	répertorier	verb
be racked with guilt	vouloir sa part du gâteau	verb
slash	trancher	verb
maintain a family	circumnaviguer	verb
find out	dépister	verb
go on doing	élever à une puissance	verb
code	coder	verb
get in	mettre dedans	verb
go shopping	mettre sa main au feu	verb
invert	inverser	verb
catalog	cataloguer	verb
lose by	faire appel de	verb
give an order	grimper un escalier	verb
get off	repartir	verb
set off against	déduire	verb
tax	graver	verb
manage without	faire les soldes	verb
get out	sortir de	verb
redress	rajuster	verb
institutionalise	institutionnaliser	verb
incur	faire de la provocation	verb
oxygenate	roussir	verb
be recorded in	tenir à un cheveu	verb
go straight past	emmurer	verb
captivate	ensorceler	verb
fall away	dévitaliser	verb
spend the day	avoir un os	verb
discipline	discipliner	verb
carpet	étaler	verb
cast	giter	verb
be very funny	désaliniser	verb
grain	gagner de l'argent	verb
demolish	faire pleuvoir	verb
take action	faire la fine bouche	verb
take the initiative	damer le pion	verb
keep in shape	réanalyser	verb
become angry	mettre en rogne	verb
prize-winning	décerner un prix	verb
put the foot down on the accelerator	circumnaviguer	verb
challenge	braver	verb
have an in-depth knowledge	faire un coup de filet	verb
fork	pendre	verb
have evidence that	suffire de	verb
turn sour	enturbanner	verb
have a bad time	boiser	verb
stand up	payer au fisc	verb
quit smoking	fauconner	verb
be in decline	agoniser	verb
hammer	démanger	verb
portray	portraiturer	verb
go into force	mettre la charrue devant les boeufs	verb
be over the worst	coudre à la machine	verb
process	faire un procès	verb
blemish	tacher	verb
put across	communier	verb
become attached to	faire les soldes	verb
let up from time to time	rétrograder	verb
thank	être redevable	verb
carry	brouetter	verb
embark	embarquer	verb
enchant	charmer	verb
maintain the opposite	faire les soldes	verb
granulate	faire alliance	verb
smell	sentir mauvais	verb
allow	être permis	verb
fear	redouter	verb
endanger	mettre en danger	verb
criticise	critiquer	verb
wave	faire un geste	verb
irradiate	irradier	verb
re-discover	jouer dans	verb
ruin plans	rendre service	verb
serve a sentence	faire pièce à	verb
keep its eyes peeled	normativiser	verb
dawn	commencer à faire jour	verb
lease	louer	verb
still do not understand	contourner en nageant	verb
abort	tourner court	verb
relaunch	relancer	verb
loathe	abhorrer	verb
laugh to the expense of	mâchouiller	verb
be due to	entrer dans l'hôpital	verb
come just at the right moment	monter en flèche	verb
spend the whole night	jouer dans	verb
go crazy	cinématographier	verb
station	caser	verb
grease	tartiner	verb
be faced with	refinancer	verb
be supported	tempêter	verb
clash	emboutir	verb
make a mistake	tromper	verb
rage	raire	verb
host	accueillir	verb
get much bigger	épierrer	verb
overthrow	démolir	verb
there is	y avoir	verb
recapture	ressaisir	verb
keep on maintaining	engranger	verb
perform	donner un concert	verb
mar	foirer	verb
be worth	valoir	verb
film	bouler	verb
fractionate	fractionner	verb
fall out	déchoir	verb
jiggle	faire représenter	verb
embargo	prendre en otage	verb
remind	ressouvenir	verb
cake	désacidifier	verb
bedevil	molester	verb
drape	napper	verb
occupy	prendre possession de	verb
piss off	mettre en rogne	verb
rupture	cliver	verb
pull out	sous-tirer	verb
maximise	maximiser	verb
deteriorate	endommager	verb
reappoint	retenir son souffle	verb
wrong	avoir tort	verb
slice	inciser	verb
size	métrer	verb
rationalize	épargner	verb
be possible	faire peau neuve	verb
indenture	embaucher	verb
faint	perdre connaissance	verb
intimate	notifier	verb
trek	cheminer	verb
acquaint	familiariser	verb
breed	mettre debout	verb
hoot	klaxonner	verb
flag	fragiliser	verb
cram	compresser	verb
rock	saccader	verb
reawaken	écrire en boustrophédon	verb
labour	bosser	verb
transform	métamorphoser	verb
skim	surpasser	verb
assent	acquiescer	verb
burgeon	feuiller	verb
entangle	emberlificoter	verb
squirt	asperger	verb
re-enact	bleuir	verb
scurry	faire l'appoint	verb
reach	réussir	verb
wrench	tordre	verb
decaffeinate	négocier des lettres de change	verb
rustle	croustiller	verb
diffuse	élargir	verb
speed	accélérer	verb
shrivel	contracter	verb
pleat	faire représenter	verb
recur	reproduire	verb
elude	évader	verb
secure	sécuriser	verb
set about	faire des démarches	verb
excite	enthousiasmer	verb
re-evaluate	microfilmer	verb
purport	viser à	verb
inseminate	dissimiler	verb
shower	pleuvoir	verb
come across	retrouver	verb
impound	saisir	verb
dish	rembourrer	verb
sidetrack	perdre son chemin	verb
smack	cogner	verb
harden	fortifier	verb
overhaul	réviser	verb
reconvene	remblayer	verb
flop	échouer	verb
bank	amonceler	verb
down	faire pleuvoir	verb
discard	jeter par la fenêtre	verb
effervesce	bouillonner	verb
pilot	piloter	verb
parallel	être égal	verb
gut	assoner	verb
swagger	parader	verb
warm up	abriter	verb
might	faire peau neuve	verb
hype	faire de la propagande	verb
aggravate	aggraver	verb
decompose	factoriser	verb
deplore	geindre	verb
re-establish	reconstituer	verb
prep	préparer	verb
arrive	parvenir	verb
make compatible	compatibiliser	verb
prejudge	préjuger	verb
make public	rendre public	verb
sympathize	avoir de la compassion	verb
crown	damer	verb
nullify	invalider	verb
pop	faire éclater	verb
hydrolyse	hydrolyser	verb
steep	macérer	verb
lack	faire défaut	verb
bend	ployer	verb
invest	inverser	verb
orphan	rendre orphelin	verb
lavish	dilapider	verb
work out	sortir	verb
get across	transpercer	verb
mishandle	maltraiter	verb
circle	faire le tour	verb
enjoin	prescrire	verb
become acquainted	éjaculer	verb
pawn	gager	verb
heave	hausser	verb
pack	empaqueter	verb
sympathise	avoir pitié de	verb
idolise	multiplier par cent	verb
establish	instaurer	verb
enact	donner des lois	verb
rediscount	désaliniser	verb
dissent	être en désaccord	verb
cup	creuser	verb
rework	réviser	verb
hiccup	avoir le hoquet	verb
nurse	prendre soin	verb
outnumber	ruser	verb
sprout	brouter	verb
beat	dépoussiérer	verb
go in	mettre dedans	verb
berate	déclarer coupable	verb
reconnoitre	déglutir	verb
civilise	policer	verb
glamorize	rendre gloire	verb
wipe off	toiletter	verb
exonerate	disculper	verb
penalize	châtier	verb
rake	prendre en enfilade	verb
enlist	ajouter à la liste	verb
bait	instiguer	verb
assault	porter atteinte	verb
quiver	frissonner	verb
grade	étager	verb
sneak	haler	verb
blight	infester	verb
prod	être l'instigateur de	verb
jettison	rejeter	verb
stick	atteler	verb
captain	donner l'instruction	verb
sour	gâcher	verb
retrench	amputer	verb
face up	tenir tête	verb
stock	entreposer	verb
divert	dérouter	verb
get out of a jam	coudre à la machine	verb
dart	aller coucher	verb
clobber	faire subir le supplice de la roue	verb
volunteer	être tout disposé à	verb
backpedal	retirer	verb
may	vulnérabiliser	verb
deck	garnir	verb
fuss	ergoter	verb
reel	bobiner	verb
