ilegitimamente_adverb	il·legítimament_adverb
aginako_propernoun	aginako_propernoun
europeu_adjective	europeu_adjective
reptador_adjective	reptador_adjective
satélite_noun	satèl·lit_noun
acumulador_adjective	acumulador_adjective
aceite_noun	oli_noun
rana_propernoun	rana_propernoun
maltratar_verb	maltractar_verb
quesnel_propernoun	quesnel_propernoun
casacuberta_propernoun	casacuberta_propernoun
griño_propernoun	griño_propernoun
pasteur_propernoun	pasteur_propernoun
irrestringível_adjective	irrestringible_adjective
terry_propernoun	terry_propernoun
mutação_noun	mutació_noun
gina_propernoun	gina_propernoun
videográfico_adjective	videogràfic_adjective
pistorio_propernoun	pistorio_propernoun
zambrano_propernoun	zambrano_propernoun
paulatino_adjective	paulatí_adjective
xaló_propernoun	xaló_propernoun
roqueiro_adjective	roquer_adjective
vilaplana_propernoun	vilaplana_propernoun
wyllys_propernoun	wyllys_propernoun
acusado_adjective	acusat_adjective
identicamente_adverb	idènticament_adverb
martha_propernoun	martha_propernoun
união_noun	unió_noun
moribundamente_adverb	moribundament_adverb
evisceração_noun	evisceració_noun
estrangeirismo_noun	estrangerisme_noun
toxicologia_noun	toxicologia_noun
armendariz_propernoun	armendariz_propernoun
fraccionável_adjective	fraccionable_adjective
penitente_adjective	penitent_adjective
compartimentação_noun	compartimentació_noun
cătana_propernoun	cătana_propernoun
manara_propernoun	manara_propernoun
taticamente_adverb	tàcticament_adverb
arekeev_propernoun	arekeev_propernoun
ionizante_adjective	ionitzant_adjective
guardado_propernoun	guardado_propernoun
cavassa_propernoun	cavassa_propernoun
parr_propernoun	parr_propernoun
hidrotimétrico_adjective	hidrotimètric_adjective
desmoralização_noun	desmoralització_noun
imigratório_adjective	immigratori_adjective
senatorial_adjective	senatorial_adjective
alternância_noun	alternança_noun
melia_propernoun	melia_propernoun
algonquino_adjective	algonquí_adjective
tannous_propernoun	tannous_propernoun
ilegal_adjective	il·legal_adjective
impacto_noun	impacte_noun
price_propernoun	price_propernoun
serré_propernoun	serré_propernoun
criométrico_adjective	criomètric_adjective
pou_propernoun	pou_propernoun
pedicini_propernoun	pedicini_propernoun
slavík_propernoun	slavík_propernoun
bourne_propernoun	bourne_propernoun
antipaticamente_adverb	antipàticament_adverb
sobrancelha_noun	cella_noun
linux_propernoun	linux_propernoun
nosocomial_adjective	nosocomial_adjective
nedelcu_propernoun	nedelcu_propernoun
afinado_adjective	afinat_adjective
nosológico_adjective	nosològic_adjective
preciosidade_noun	preciositat_noun
dipsomania_noun	dipsomania_noun
dennett_propernoun	dennett_propernoun
de-richelieu_propernoun	de-richelieu_propernoun
monarca_noun	monarca_noun
siliquini_propernoun	siliquini_propernoun
last_propernoun	last_propernoun
baran_propernoun	baran_propernoun
magnetização_noun	magnetització_noun
serológico_adjective	serològic_adjective
fromm_propernoun	fromm_propernoun
falset_propernoun	falset_propernoun
sampedro_propernoun	sampedro_propernoun
sábio_noun	savi_noun
setenta-e-quatro_numeral	setanta-quatre_numeral
milio_propernoun	milio_propernoun
acutangular_adjective	acutangular_adjective
interjacente_adjective	interjacent_adjective
florián_propernoun	florián_propernoun
jarvis_propernoun	jarvis_propernoun
griñán_propernoun	griñán_propernoun
mediavilla_propernoun	mediavilla_propernoun
impermeabilidade_noun	impermeabilitat_noun
sérico_adjective	sèric_adjective
gramática_noun	gramàtica_noun
girfatti_propernoun	girfatti_propernoun
arnaud_propernoun	arnaud_propernoun
foletto_propernoun	foletto_propernoun
saúde_noun	salut_noun
madero_propernoun	madero_propernoun
durette_propernoun	durette_propernoun
payán_propernoun	payán_propernoun
moreno_propernoun	moreno_propernoun
blasi_propernoun	blasi_propernoun
standard_noun	estàndard_noun
murmuração_noun	murmuració_noun
cavendish_propernoun	cavendish_propernoun
contaminação_noun	contaminació_noun
confronto_noun	enfrontament_noun
niculae_propernoun	niculae_propernoun
eclesiástico_adjective	eclesiàstic_adjective
manzi_propernoun	manzi_propernoun
fitto_propernoun	fitto_propernoun
frenológico_adjective	frenològic_adjective
paluzie_propernoun	paluzie_propernoun
grint_propernoun	grint_propernoun
rose_propernoun	rose_propernoun
diatômico_adjective	diatòmic_adjective
nonagésimo-sexto_adjective	noranta-sisè_adjective
amável_adjective	amable_adjective
loureiro_propernoun	loureiro_propernoun
debater_verb	debatre_verb
empate_noun	empat_noun
esperantista_adjective	esperantista_adjective
reinfeção_noun	reinfecció_noun
jeroglífico_adjective	jeroglífic_adjective
penelope_propernoun	penelope_propernoun
listar_verb	llistar_verb
criacionismo_noun	creacionisme_noun
madera_propernoun	madera_propernoun
monacelli_propernoun	monacelli_propernoun
stoian_propernoun	stoian_propernoun
acabado_adjective	acabat_adjective
gravídico_adjective	gravídic_adjective
cercos_propernoun	cercos_propernoun
barbeiro_noun	barber_noun
harpin_propernoun	harpin_propernoun
espinola_propernoun	espinola_propernoun
baez_propernoun	baez_propernoun
inegavelmente_adverb	innegablement_adverb
manipular_verb	manipular_verb
gauron_propernoun	gauron_propernoun
asperger_propernoun	asperger_propernoun
arisa_propernoun	arisa_propernoun
cabeza_propernoun	cabeza_propernoun
galimberti_propernoun	galimberti_propernoun
cañas_propernoun	cañas_propernoun
alierta_propernoun	alierta_propernoun
magistral_adjective	magistral_adjective
nutriente_adjective	nutrient_adjective
fervente_adjective	fervent_adjective
umbelado_adjective	umbel·lat_adjective
ppr_propernoun	ppr_propernoun
cunicultura_noun	cunicultura_noun
internacionalista_noun	internacionalista_noun
escolar_noun	escolar_noun
demorar_verb	trigar_verb
miralpeix_propernoun	miralpeix_propernoun
graziella_propernoun	graziella_propernoun
autoestrada_noun	autopista_noun
café-da-manhã_noun	desdejuni_noun
mcduck_propernoun	mcduck_propernoun
raurich_propernoun	raurich_propernoun
abas_propernoun	abas_propernoun
no-meio-da-noite_adverb	a-mitjanit_adverb
milošević_propernoun	milošević_propernoun
herranz_propernoun	herranz_propernoun
meneses_propernoun	meneses_propernoun
biomédico_adjective	biomèdic_adjective
mestiçagem_noun	mestissatge_noun
massacrar_verb	massacrar_verb
iterativo_adjective	iteratiu_adjective
villalobos_propernoun	villalobos_propernoun
plural_adjective	plural_adjective
por-motivo-de_preposition	en-ocasió-de_preposition
cretense_noun	cretenc_noun
corno_noun	banya_noun
desvelar_verb	desvetllar_verb
plutocrático_adjective	plutocràtic_adjective
tendente_adjective	tendent_adjective
gota_noun	gota_noun
sénéchal_propernoun	sénéchal_propernoun
binómico_adjective	binòmic_adjective
salieri_propernoun	salieri_propernoun
indelli_propernoun	indelli_propernoun
émond_propernoun	émond_propernoun
mendicidade_noun	mendicitat_noun
morcillo_propernoun	morcillo_propernoun
sarmiento_propernoun	sarmiento_propernoun
imprimível_adjective	imprimible_adjective
indigestível_adjective	indigestible_adjective
woo_propernoun	woo_propernoun
mas-i-gavarró_propernoun	mas-i-gavarró_propernoun
transmarino_adjective	transmarí_adjective
uzbeque_adjective	uzbek_adjective
tejera_propernoun	tejera_propernoun
coação_noun	coacció_noun
roca_propernoun	roca_propernoun
daimler_propernoun	daimler_propernoun
puigpinós_propernoun	puigpinós_propernoun
luján_propernoun	luján_propernoun
azambuja_propernoun	azambuja_propernoun
demasiadamente_adverb	massa_adverb
calsina_propernoun	calsina_propernoun
carletti_propernoun	carletti_propernoun
setenta-e-sete_numeral	setanta-set_numeral
idear_verb	idear_verb
legalizável_adjective	legalitzable_adjective
sinfônico_adjective	simfònic_adjective
todo-mundo_pronoun	tothom_pronoun
lopes_propernoun	lopes_propernoun
predizer_verb	predir_verb
tragédia_noun	tragèdia_noun
maltby_propernoun	maltby_propernoun
geniculado_adjective	geniculat_adjective
mcnicoll_propernoun	mcnicoll_propernoun
pai_noun	pare_noun
mercado_propernoun	mercado_propernoun
decetivo_adjective	deceptiu_adjective
etiológico_adjective	etiològic_adjective
fraco_adjective	fluix_adjective
càrcer_propernoun	càrcer_propernoun
navio-petroleiro_noun	petrolier_noun
asa_noun	nansa_noun
reaparição_noun	reaparició_noun
beaulne_propernoun	beaulne_propernoun
declive_noun	pendent_noun
indisciplinado_adjective	indisciplinat_adjective
arenós_propernoun	arenós_propernoun
gasparini_propernoun	gasparini_propernoun
semicircular_adjective	semicircular_adjective
latteri_propernoun	latteri_propernoun
heyerdahl_propernoun	heyerdahl_propernoun
ocidentalização_noun	occidentalització_noun
recessivo_adjective	recessiu_adjective
oswald_propernoun	oswald_propernoun
ruténio_noun	ruteni_noun
messias_propernoun	messias_propernoun
nafténico_adjective	naftènic_adjective
articulação_noun	articulació_noun
carlet_propernoun	carlet_propernoun
católico_adjective	catòlic_adjective
mediano_adjective	medià_adjective
patrício_noun	patrici_noun
grão-ducado_noun	gran-ducat_noun
consolidável_adjective	consolidable_adjective
bannon_propernoun	bannon_propernoun
dimarco_propernoun	dimarco_propernoun
a-sul-de_preposition	al-sud-de_preposition
balaton_propernoun	balaton_propernoun
armadilha_noun	trampa_noun
univocidade_noun	univocitat_noun
cazzola_propernoun	cazzola_propernoun
vanucci_propernoun	vanucci_propernoun
alcoverro_propernoun	alcoverro_propernoun
católico_noun	catòlic_noun
nutricionista_noun	nutricionista_noun
brotar_verb	brollar_verb
leur_propernoun	leur_propernoun
ayarza_propernoun	ayarza_propernoun
von-neumann_propernoun	von-neumann_propernoun
marés_propernoun	marés_propernoun
lundberg_propernoun	lundberg_propernoun
bruxo_noun	bruixot_noun
ligúria_propernoun	ligúria_propernoun
tributariamente_adverb	tributàriament_adverb
fototerapia_noun	fototeràpia_noun
estereofônico_adjective	estereofònic_adjective
ventós_propernoun	ventós_propernoun
protônico_adjective	protònic_adjective
cuanza-sul_propernoun	kwanza-sud_propernoun
chumbo_noun	plom_noun
mallais_propernoun	mallais_propernoun
latini_propernoun	latini_propernoun
gámiz_propernoun	gámiz_propernoun
corominas_propernoun	corominas_propernoun
integrabilidade_noun	integrabilitat_noun
bernard_propernoun	bernard_propernoun
quartiani_propernoun	quartiani_propernoun
carballido_propernoun	carballido_propernoun
verisign_propernoun	verisign_propernoun
vau_noun	gual_noun
coloma_propernoun	coloma_propernoun
ambivalente_adjective	ambivalent_adjective
myrella_propernoun	myrella_propernoun
michelini_propernoun	michelini_propernoun
cantara_propernoun	cantara_propernoun
imaculada-conceição_propernoun	puríssima-concepció_propernoun
benes_propernoun	benes_propernoun
andreolli_propernoun	andreolli_propernoun
nonagésimo-primeiro_adjective	noranta-unè_adjective
budișteanu_propernoun	budișteanu_propernoun
domiciliado_adjective	domiciliat_adjective
mhz_noun	mhz_noun
sumério_adjective	sumeri_adjective
corão_noun	alcorà_noun
dowling_propernoun	dowling_propernoun
von-faulhaber_propernoun	von-faulhaber_propernoun
giachetti_propernoun	giachetti_propernoun
font-rubí_propernoun	font-rubí_propernoun
transferir_verb	transferir_verb
pagável_adjective	pagable_adjective
sunita_adjective	sunnita_adjective
mulet_propernoun	mulet_propernoun
chicaiza_propernoun	chicaiza_propernoun
distanciação_noun	distanciació_noun
evidente_adjective	evident_adjective
incuria_propernoun	incuria_propernoun
belzile_propernoun	belzile_propernoun
grainger_propernoun	grainger_propernoun
verdon_propernoun	verdon_propernoun
carga_noun	càrrega_noun
infortificável_adjective	infortificable_adjective
índio_noun	indi_noun
futurível_adjective	futurible_adjective
onde_adverb	on_adverb
onde_relativepronoun	on_relativepronoun
onde_adverb	on_adverb
onde_relativepronoun	on_relativepronoun
onde_interrogativepronoun	on_interrogativepronoun
onde_adverb	on_adverb
onde_interrogativepronoun	on_interrogativepronoun
invocador_adjective	invocador_adjective
vêneto_adjective	vènet_adjective
divindade_noun	divinitat_noun
cesini_propernoun	cesini_propernoun
escultura_noun	escultura_noun
pancreático_adjective	pancreàtic_adjective
humedecer_verb	humitejar_verb
herói_noun	heroi_noun
fiol_propernoun	fiol_propernoun
ancianidade_noun	ancianitat_noun
unificável_adjective	unificable_adjective
receptivamente_adverb	receptivament_adverb
tendencioso_adjective	tendenciós_adjective
calbetó_propernoun	calbetó_propernoun
mangá_noun	manga_noun
cosialls_propernoun	cosialls_propernoun
pedométrico_adjective	pedomètric_adjective
documento_noun	document_noun
sensacionalismo_noun	sensacionalisme_noun
devorante_adjective	devorant_adjective
gestante_adjective	gestant_adjective
consonante_adjective	consonant_adjective
debeaumont_propernoun	debeaumont_propernoun
polizio_propernoun	polizio_propernoun
subempreiteiro_noun	subcontractista_noun
sweeney_propernoun	sweeney_propernoun
generalista_adjective	generalista_adjective
barbados_propernoun	barbados_propernoun
saunders_propernoun	saunders_propernoun
rato_noun	ratolí_noun
merlo_propernoun	merlo_propernoun
hermione_propernoun	hermione_propernoun
gurreri_propernoun	gurreri_propernoun
herculano_propernoun	herculano_propernoun
justribo_propernoun	justribo_propernoun
ribes_propernoun	ribes_propernoun
bares_propernoun	bares_propernoun
derosa_propernoun	derosa_propernoun
proclividade_noun	proclivitat_noun
fillat_propernoun	fillat_propernoun
deturpador_adjective	deturpador_adjective
oblação_noun	oblació_noun
serosidade_noun	serositat_noun
muro_noun	mur_noun
jahren_propernoun	jahren_propernoun
muscular_adjective	muscular_adjective
devorador_adjective	devorador_adjective
menoridade_noun	minoria-d'edat_noun
intersexualidade_noun	intersexualitat_noun
castamente_adverb	castament_adverb
vibert_propernoun	vibert_propernoun
jules-verne_propernoun	jules-verne_propernoun
oña_propernoun	oña_propernoun
sincrético_adjective	sincrètic_adjective
pirotécnico_adjective	pirotècnic_adjective
libertador_noun	llibertador_noun
ponta-delgada_propernoun	ponta-delgada_propernoun
ufano_adjective	ufà_adjective
dois_numeral	dos_numeral
voltar_verb	tornar_verb
pujol-i-ferrusola_propernoun	pujol-i-ferrusola_propernoun
autarca_noun	batlle_noun
launière_propernoun	launière_propernoun
tigre_noun	tigre_noun
demissão-injusta_noun	acomiadament-improcedent_noun
tom_propernoun	tom_propernoun
designador_adjective	designador_adjective
roda-de-ter_propernoun	roda-de-ter_propernoun
finlandês_noun	finlandès_noun
desacelerar_verb	desaccelerar_verb
poligonal_adjective	poligonal_adjective
drenthe_propernoun	drenthe_propernoun
capello_propernoun	capello_propernoun
conquistador_noun	conqueridor_noun
atrás_adverb	enrere_adverb
juridicamente_adverb	jurídicament_adverb
apesar-de_preposition	malgrat_preposition
reversão_noun	reversió_noun
tena_propernoun	tena_propernoun
hidrofóbico_adjective	hidrofòbic_adjective
skrela_propernoun	skrela_propernoun
feijão_propernoun	feijão_propernoun
arqués_propernoun	arqués_propernoun
rabassa_propernoun	rabassa_propernoun
descartavelmente_adverb	descartablement_adverb
hipoteticamente_adverb	hipotèticament_adverb
acentuar_verb	accentuar_verb
carcedo_propernoun	carcedo_propernoun
gascón_propernoun	gascón_propernoun
robledillo_propernoun	robledillo_propernoun
mitjans_propernoun	mitjans_propernoun
intercomunicação_noun	intercomunicació_noun
sappa_propernoun	sappa_propernoun
valarezo_propernoun	valarezo_propernoun
inapelável_adjective	inapel·lable_adjective
então_adverb	aleshores_adverb
caponi_propernoun	caponi_propernoun
salomé_propernoun	salomé_propernoun
renovar_verb	renovar_verb
pouco_noun	mica_noun
suplantação_noun	suplantació_noun
incentivar_verb	incentivar_verb
feudalismo_noun	feudalisme_noun
inveja_noun	enveja_noun
stăniloae_propernoun	stăniloae_propernoun
detonador_adjective	detonador_adjective
arendt_propernoun	arendt_propernoun
dandeneault_propernoun	dandeneault_propernoun
novell_propernoun	novell_propernoun
rougeau_propernoun	rougeau_propernoun
trás_preposition	després-de_preposition
cardiografia_noun	cardiografia_noun
sindicação_noun	sindicació_noun
valcarce_propernoun	valcarce_propernoun
souhait_propernoun	souhait_propernoun
zucchelli_propernoun	zucchelli_propernoun
dórico_adjective	dòric_adjective
mato-grosso-do-sul_propernoun	mato-grosso-do-sul_propernoun
brianso_propernoun	brianso_propernoun
bertone_propernoun	bertone_propernoun
fibrinoso_adjective	fibrinós_adjective
montagem_noun	muntatge_noun
milano_noun	milà_noun
vice-chanceler_noun	vicecanceller_noun
criatura_noun	criatura_noun
salafista_adjective	salafista_adjective
alentorn_propernoun	alentorn_propernoun
futuro_adjective	futur_adjective
molière_propernoun	molière_propernoun
mcshee_propernoun	mcshee_propernoun
siderolítico_adjective	siderolític_adjective
trégua_noun	treva_noun
amenorreico_adjective	amenorreic_adjective
já-que_subordinatingconjunction	ja-que_subordinatingconjunction
rosamaria_propernoun	rosamaria_propernoun
colina_noun	turó_noun
perpinhão_propernoun	perpinyà_propernoun
peirce_propernoun	peirce_propernoun
laroni_propernoun	laroni_propernoun
inóspito_adjective	inhòspit_adjective
predador_noun	depredador_noun
ittala_propernoun	ittala_propernoun
busch_propernoun	busch_propernoun
espanholizar_verb	espanyolitzar_verb
turing_propernoun	turing_propernoun
moto_noun	moto_noun
cerdeira_propernoun	cerdeira_propernoun
maceratini_propernoun	maceratini_propernoun
enright_propernoun	enright_propernoun
desambiguação_noun	desambiguació_noun
ao-som-de_preposition	al-so-de_preposition
incisivamente_adverb	incisivament_adverb
irremissível_adjective	irremissible_adjective
ródano_propernoun	roine_propernoun
houiller_propernoun	houiller_propernoun
bazin_propernoun	bazin_propernoun
primo-direito_noun	cosí-germà_noun
mineralógico_adjective	mineralògic_adjective
ji_propernoun	ji_propernoun
mórfico_adjective	mòrfic_adjective
moltó_propernoun	moltó_propernoun
jesuíta_adjective	jesuïta_adjective
tributação_noun	tributació_noun
raikkonen_propernoun	raikkonen_propernoun
simpódico_adjective	simpòdic_adjective
freqüência_noun	freqüència_noun
acuminado_adjective	acuminat_adjective
brandirali_propernoun	brandirali_propernoun
oitenta-e-três_numeral	vuitanta-tres_numeral
quanto-menos_subordinatingconjunction	com-menys_subordinatingconjunction
desacordo_noun	desacord_noun
candeeiro_noun	làmpada_noun
sarcótico_adjective	sarcòtic_adjective
ungureanu_propernoun	ungureanu_propernoun
colls_propernoun	colls_propernoun
la-vila-joiosa_propernoun	la-vila-joiosa_propernoun
das_propernoun	das_propernoun
casini_propernoun	casini_propernoun
brežnev_propernoun	brežnev_propernoun
moçárabe_noun	mossàrab_noun
belisario_propernoun	belisario_propernoun
chuva_noun	pluja_noun
ayllon_propernoun	ayllon_propernoun
luque_propernoun	luque_propernoun
degradador_adjective	degradador_adjective
depredação_noun	depredació_noun
prataviera_propernoun	prataviera_propernoun
rubén_propernoun	rubén_propernoun
financeiro_noun	financer_noun
santandreu_propernoun	santandreu_propernoun
voyer_propernoun	voyer_propernoun
categorização_noun	categorització_noun
zangara_propernoun	zangara_propernoun
cenográfo_noun	escenògraf_noun
projetar_verb	projectar_verb
capdevila_propernoun	capdevila_propernoun
depreciação_noun	depreciació_noun
grafei_propernoun	grafei_propernoun
sullivan_propernoun	sullivan_propernoun
winnipeg_propernoun	winnipeg_propernoun
inventar_verb	inventar_verb
fissore_propernoun	fissore_propernoun
massa_noun	massa_noun
associativismo_noun	associacionisme_noun
memoravelmente_adverb	memorablement_adverb
trintena_noun	trentena_noun
ermo_noun	erm_noun
lama_noun	fang_noun
ue_noun	ue_noun
diametral_adjective	diametral_adjective
descarregador_noun	descarregador_noun
cofrentes_propernoun	cofrents_propernoun
betancourt_propernoun	betancourt_propernoun
marron_propernoun	marron_propernoun
busacca_propernoun	busacca_propernoun
trinta-e-um_numeral	trenta-u_numeral
mania_noun	mania_noun
equipa_noun	equip_noun
tourigny_propernoun	tourigny_propernoun
montalvo_propernoun	montalvo_propernoun
labiado_adjective	labiat_adjective
peruano_adjective	peruà_adjective
candel_propernoun	candel_propernoun
solanas_propernoun	solanas_propernoun
metalurgia_noun	metal·lúrgia_noun
leguizamón_propernoun	leguizamón_propernoun
pontuação_noun	puntuació_noun
conserveiro_adjective	conserver_adjective
cafeo_propernoun	cafeo_propernoun
termosfera_noun	termosfera_noun
auld_propernoun	auld_propernoun
ainda_adverb	àdhuc_adverb
ritualmente_adverb	ritualment_adverb
roberge_propernoun	roberge_propernoun
salim_propernoun	salim_propernoun
envenenar_verb	enverinar_verb
rugghia_propernoun	rugghia_propernoun
elisão_noun	elisió_noun
democrático_adjective	democràtic_adjective
eufonia_noun	eufonia_noun
damien_propernoun	damien_propernoun
lugre_noun	lugre_noun
lahoz_propernoun	lahoz_propernoun
zhu_propernoun	zhu_propernoun
villagrasa_propernoun	villagrasa_propernoun
escalador_adjective	escalador_adjective
madremanya_propernoun	madremanya_propernoun
senz_propernoun	senz_propernoun
sauber_propernoun	sauber_propernoun
sociografia_noun	sociografia_noun
moralista_adjective	moralista_adjective
bhuiyan_propernoun	bhuiyan_propernoun
infibulação_noun	infibulació_noun
expelente_adjective	expel·lent_adjective
ceccherelli_propernoun	ceccherelli_propernoun
paciotti_propernoun	paciotti_propernoun
salvaguarda_noun	salvaguarda_noun
meduloso_adjective	medul·lós_adjective
kyoto_propernoun	kyoto_propernoun
inflexivelmente_adverb	inflexiblement_adverb
baldwin_propernoun	baldwin_propernoun
giavazzi_propernoun	giavazzi_propernoun
dubé_propernoun	dubé_propernoun
beccalossi_propernoun	beccalossi_propernoun
vesical_adjective	vesical_adjective
odiana_propernoun	guadiana_propernoun
votivo_adjective	votiu_adjective
vértice_noun	vèrtex_noun
sabino_noun	sabí_noun
senha_noun	senya_noun
autossuficiência_noun	autosuficiència_noun
fraccionamento_noun	fraccionament_noun
mieras_propernoun	mieras_propernoun
celina_propernoun	celina_propernoun
isodinâmico_adjective	isodinàmic_adjective
zapatero_propernoun	zapatero_propernoun
raccagni_propernoun	raccagni_propernoun
esteticista_adjective	esteticista_adjective
odebrecht_propernoun	odebrecht_propernoun
viazzi_propernoun	viazzi_propernoun
determinável_adjective	determinable_adjective
suspense_noun	suspens_noun
porco_noun	porc_noun
amoral_adjective	amoral_adjective
eficácia_noun	eficàcia_noun
versalhes_propernoun	versalles_propernoun
mundet_propernoun	mundet_propernoun
l'espluga-de-francolí_propernoun	l'espluga-de-francolí_propernoun
videoconferência_noun	videoconferència_noun
sexagésimo-sexto_adjective	seixanta-sisè_adjective
tarentino_noun	tarentí_noun
clements_propernoun	clements_propernoun
delpastre_propernoun	delpastre_propernoun
tell_propernoun	tell_propernoun
assinatura_noun	firma_noun
santa-coloma-de-cervelló_propernoun	santa-coloma-de-cervelló_propernoun
reactivo_noun	reactiu_noun
inoxidavelmente_adverb	inoxidablement_adverb
wagner_propernoun	wagner_propernoun
esmeralda_propernoun	esmeralda_propernoun
humectação_noun	humectació_noun
vila-sana_propernoun	vila-sana_propernoun
electrocardiográfico_adjective	electrocardiogràfic_adjective
editor_noun	editor_noun
matas_propernoun	matas_propernoun
aparo_propernoun	aparo_propernoun
fortuny_propernoun	fortuny_propernoun
piramidal_adjective	piramidal_adjective
isotrópico_adjective	isotròpic_adjective
noja_propernoun	noja_propernoun
kirouac_propernoun	kirouac_propernoun
cinara_propernoun	cinara_propernoun
ventricelli_propernoun	ventricelli_propernoun
wylie_propernoun	wylie_propernoun
kudluk_propernoun	kudluk_propernoun
ulysse_propernoun	ulysse_propernoun
inexplorado_adjective	inexplorat_adjective
bigaouette_propernoun	bigaouette_propernoun
gellar_propernoun	gellar_propernoun
incandescente_adjective	incandescent_adjective
formisano_propernoun	formisano_propernoun
xerofítico_adjective	xerofític_adjective
neoplatónico_adjective	neoplatònic_adjective
superioridade_noun	superioritat_noun
andrés_propernoun	andrés_propernoun
rakic_propernoun	rakic_propernoun
perdurar_verb	perdurar_verb
reconversão_noun	reconversió_noun
cristóbal_propernoun	cristóbal_propernoun
sotillo_propernoun	sotillo_propernoun
claudine_propernoun	claudine_propernoun
ippersiel_propernoun	ippersiel_propernoun
o-vosso_determiner	el-vostre_determiner
planetariamente_adverb	planetàriament_adverb
arneiro_propernoun	arneiro_propernoun
spénard_propernoun	spénard_propernoun
irrecusável_adjective	irrecusable_adjective
diabeticamente_adverb	diabèticament_adverb
mineralogista_noun	mineralogista_noun
portabilidade_noun	portabilitat_noun
noemático_adjective	noemàtic_adjective
lignificação_noun	lignificació_noun
jordán_propernoun	jordán_propernoun
anchieta_propernoun	anchieta_propernoun
pisa_propernoun	pisa_propernoun
susperregi_propernoun	susperregi_propernoun
lampron_propernoun	lampron_propernoun
piatti_propernoun	piatti_propernoun
ciclo_noun	cicle_noun
centralidade_noun	centralitat_noun
catalá_propernoun	catalá_propernoun
eletronegativo_adjective	electronegatiu_adjective
santa-cecília-de-voltregà_propernoun	santa-cecília-de-voltregà_propernoun
gaveston_propernoun	gaveston_propernoun
villar_propernoun	villar_propernoun
familiarização_noun	familiarització_noun
von-maltzan_propernoun	von-maltzan_propernoun
voicu_propernoun	voicu_propernoun
sessenta-e-oito_numeral	seixanta-huit_numeral
sibilante_adjective	sibilant_adjective
jakys_propernoun	jakys_propernoun
astuto_adjective	astut_adjective
calò_propernoun	calò_propernoun
contessa_propernoun	contessa_propernoun
peñuela_propernoun	peñuela_propernoun
condensação_noun	condensació_noun
monchiero_propernoun	monchiero_propernoun
asensi_propernoun	asensi_propernoun
proponente_noun	proponent_noun
budismo_noun	budisme_noun
izagirre_propernoun	izagirre_propernoun
torró_propernoun	torró_propernoun
gaudin_propernoun	gaudin_propernoun
refazer_verb	refer_verb
ludwig_propernoun	ludwig_propernoun
tribásico_adjective	tribàsic_adjective
ceriscioli_propernoun	ceriscioli_propernoun
contractilidade_noun	contractilitat_noun
laringografia_noun	laringografia_noun
magny_propernoun	magny_propernoun
moralizador_adjective	moralitzador_adjective
lá_adverb	allà_adverb
nogué_propernoun	nogué_propernoun
relleu_propernoun	relleu_propernoun
difamatório_adjective	difamatori_adjective
disney_propernoun	disney_propernoun
wesley_propernoun	wesley_propernoun
decolar_verb	enlairar_verb
trianual_adjective	trianual_adjective
viret_propernoun	viret_propernoun
targa_propernoun	targa_propernoun
aerostação_noun	aerostació_noun
medvedovski_propernoun	medvedovski_propernoun
eixo_noun	eix_noun
custodio_propernoun	custodio_propernoun
restaurante_noun	restaurant_noun
manhoso_adjective	manyós_adjective
mapa_noun	mapa_noun
presumível_adjective	presumible_adjective
defensivo_adjective	defensiu_adjective
ziani_propernoun	ziani_propernoun
reatância_noun	reactància_noun
retroatividade_noun	retroactivitat_noun
inapelabilidade_noun	inapel·labilitat_noun
busque_propernoun	busque_propernoun
adulterino_adjective	adulterí_adjective
sola_noun	sola_noun
zamenhof_propernoun	zamenhof_propernoun
inteiro_adjective	sencer_adjective
izzi_propernoun	izzi_propernoun
dinâmico_adjective	dinàmic_adjective
prazo_noun	termini_noun
indisputável_adjective	indisputable_adjective
duração_noun	duració_noun
procter_propernoun	procter_propernoun
eduardo_propernoun	eduardo_propernoun
capet_propernoun	capet_propernoun
iosif_propernoun	iosif_propernoun
leci_propernoun	leci_propernoun
recurso_noun	recurs_noun
samos_propernoun	samos_propernoun
providente_adjective	provident_adjective
tramitar_verb	tramitar_verb
impecavelmente_adverb	impecablement_adverb
ulcerativo_adjective	ulceratiu_adjective
galinha_noun	gallina_noun
von-mises_propernoun	von-mises_propernoun
blanch_propernoun	blanch_propernoun
mooney_propernoun	mooney_propernoun
usurpatório_adjective	usurpatori_adjective
astronauta_noun	astronauta_noun
collazos_propernoun	collazos_propernoun
rowsell_propernoun	rowsell_propernoun
manresa_propernoun	manresa_propernoun
atrofiado_adjective	atrofiat_adjective
sanderson_propernoun	sanderson_propernoun
odontológico_adjective	odontològic_adjective
predilecto_adjective	predilecte_adjective
olho_noun	ull_noun
remarcar_verb	remarcar_verb
sabuloso_adjective	sabulós_adjective
recuperavelmente_adverb	recuperablement_adverb
patológico_adjective	patològic_adjective
jogo_noun	joc_noun
atentado_noun	atemptat_noun
després_propernoun	després_propernoun
pericialmente_adverb	pericialment_adverb
kampusch_propernoun	kampusch_propernoun
ático_adjective	àtic_adjective
pestana_propernoun	pestana_propernoun
no-dia-seguinte_adverb	l'endemà_adverb
cancelleri_propernoun	cancelleri_propernoun
interarticular_adjective	interarticular_adjective
ambos_determiner	ambdós_determiner
barco_propernoun	barco_propernoun
