esclofollar_verb	éplucher_verb
vil_adjective	vil_adjective
llanxa_noun	barque_noun
samarreta_noun	chemisette_noun
camp-de-golf_noun	terrain-de-golf_noun
voisin_propernoun	voisin_propernoun
atropínic_adjective	atropinique_adjective
desmanegat_adjective	dégingandé_adjective
petulant_adjective	pétulant_adjective
recuperació_noun	récupération_noun
palazón_propernoun	palazón_propernoun
entristir_verb	attrister_verb
quiosc_noun	kiosque_noun
antidiürètic_adjective	antidiurétique_adjective
von-uexküll_propernoun	von-uexküll_propernoun
calero_propernoun	calero_propernoun
ballaman_propernoun	ballaman_propernoun
periodístic_adjective	journalistique_adjective
al-revés_adverb	à-l'envers_adverb
electroosmòtic_adjective	électroosmotique_adjective
ideòleg_noun	idéologue_noun
genealògic_adjective	généalogique_adjective
rar_adjective	rare_adjective
mostrar_verb	montrer_verb
fotosfera_noun	photosphère_noun
molt-després_adverb	beaucoup-après_adverb
conductista_noun	behavioriste_noun
asfixiar_verb	étouffer_verb
anemone_noun	anémone_noun
camden_propernoun	camden_propernoun
ramí_propernoun	ramí_propernoun
exigibilitat_noun	exigibilité_noun
montpellerí_noun	montpelliérain_noun
xufré_propernoun	xufré_propernoun
clicar_verb	cliquer_verb
astorar_verb	ahurir_verb
bastonet_noun	bâton_noun
una-mica-menys_adverb	un-peu-moins_adverb
lamis_propernoun	lamis_propernoun
comparativament_adverb	comparativement_adverb
contrastiu_adjective	contrastif_adjective
tàrraga_propernoun	tàrraga_propernoun
grosjean_propernoun	grosjean_propernoun
populós_adjective	populeux_adjective
trizzino_propernoun	trizzino_propernoun
emaciació_noun	émaciation_noun
de-azeredo_propernoun	de-azeredo_propernoun
martinelli_propernoun	martinelli_propernoun
efectiu_noun	effectif_noun
confiteria_noun	confiserie_noun
metamorfitzar_verb	métamorphiser_verb
cope_propernoun	cope_propernoun
tallinn_propernoun	tallinn_propernoun
gomes_propernoun	gomes_propernoun
gerarda_propernoun	gerarda_propernoun
compulsar_verb	compulser_verb
felteau_propernoun	felteau_propernoun
fonologització_noun	phonologisation_noun
alfara-del-patriarca_propernoun	alfara-del-patriarca_propernoun
ariza_propernoun	ariza_propernoun
baldi_propernoun	baldi_propernoun
dislèxia_noun	dyslexie_noun
ghira_propernoun	ghira_propernoun
saccardin_propernoun	saccardin_propernoun
separadament_adverb	séparément_adverb
shell_propernoun	shell_propernoun
molts_pronoun	beaucoup_pronoun
carcaixent_propernoun	carcaixent_propernoun
secundar_verb	seconder_verb
desproporció_noun	disproportion_noun
entredós_noun	entre-deux_noun
frédéric_propernoun	frédéric_propernoun
pífia_noun	couac_noun
requisit_noun	condition_noun
descoratjament_noun	écœurement_noun
sagnant_adjective	sanglant_adjective
ofarrell_propernoun	ofarrell_propernoun
traç_noun	trait_noun
quasem_propernoun	quassem_propernoun
holandès_noun	hollandais_noun
diez_propernoun	diez_propernoun
sutto_propernoun	sutto_propernoun
noranta-cinquè_adjective	quatre-vingt-quinzième_adjective
tarancón_propernoun	tarancón_propernoun
deflagració_noun	déflagration_noun
eficient_adjective	performant_adjective
rossí_propernoun	rossí_propernoun
carregar_verb	poster_verb
balustre_noun	balustre_noun
ortega-i-alemany_propernoun	ortega-i-alemany_propernoun
vacil·lar_verb	broncher_verb
vaginitis_noun	vaginite_noun
auditivament_adverb	auditivement_adverb
habitualment_adverb	communément_adverb
puigmal_propernoun	puigmal_propernoun
deglutinació_noun	déglutination_noun
femení_adjective	féminin_adjective
grosse_propernoun	grosse_propernoun
baggio_propernoun	baggio_propernoun
daimús_propernoun	daimús_propernoun
aylwin_propernoun	aylwin_propernoun
ecosistèmic_adjective	écosystémique_adjective
terra_propernoun	terra_propernoun
intercalat_adjective	intercalé_adjective
reaparèixer_verb	reparaître_verb
hilaire_propernoun	hilaire_propernoun
avançada_noun	avancée_noun
irrigació_noun	irrigation_noun
esllavissar_verb	ébouler_verb
oligarquia_noun	oligarchie_noun
chenin_propernoun	chenin_propernoun
monacelli_propernoun	monacelli_propernoun
fotogràficament_adverb	photographiquement_adverb
7_adjective	7ème_adjective
portell-de-morella_propernoun	portell-de-morella_propernoun
lavoie_propernoun	lavoie_propernoun
leca_propernoun	leca_propernoun
polemitzar_verb	polémiquer_verb
marcgravi_noun	margrave_noun
barrett_propernoun	barrett_propernoun
atentament_adverb	attentivement_adverb
senatore_propernoun	senatore_propernoun
ram_noun	ram_noun
galena_noun	galène_noun
horus_propernoun	horus_propernoun
robí_noun	rubis_noun
auscultar_verb	ausculter_verb
benjamin_propernoun	benjamin_propernoun
batzegada_noun	saccade_noun
sísmic_adjective	sismique_adjective
avram_propernoun	avram_propernoun
cirera_propernoun	cirera_propernoun
boda_noun	mariage_noun
putatiu_adjective	putatif_adjective
montero_propernoun	montero_propernoun
antocianina_noun	anthocyanine_noun
fluorhídric_adjective	fluorhydrique_adjective
capet_propernoun	capet_propernoun
adjectivació_noun	action-d'adjectiver_noun
irreductibilitat_noun	irréductibilité_noun
caracterització_noun	caractérisation_noun
embogir_verb	devenir-foux_verb
isona-i-conca-dellà_propernoun	isona-i-conca-dellà_propernoun
ratafia_noun	ratafia_noun
battisti_propernoun	battisti_propernoun
robustiana_propernoun	robustiana_propernoun
objectivament_adverb	objectivement_adverb
champagne_propernoun	champagne_propernoun
juárez_propernoun	juárez_propernoun
la-figuera_propernoun	la-figuera_propernoun
nefrectomia_noun	néphrectomie_noun
chasles_propernoun	chasles_propernoun
vent_noun	vent_noun
wickens_propernoun	wickens_propernoun
jeroglífic_adjective	hiéroglyphique_adjective
florentina_propernoun	florentina_propernoun
el-meu_pronoun	mon_pronoun
el-meu_possessivepronoun	mon_possessivepronoun
el-meu_possessivepronoun	mon_possessivepronoun
el-meu_determiner	mon_determiner
el-meu_pronoun	mon_pronoun
el-meu_possessivepronoun	mon_possessivepronoun
el-meu_determiner	mon_determiner
el-meu_possessivepronoun	mon_possessivepronoun
hunt_propernoun	hunt_propernoun
flagrant_adjective	flagrant_adjective
nobilitat_noun	nobilité_noun
anualitat_noun	annualité_noun
giuffrida_propernoun	giuffrida_propernoun
feble_adjective	faible_adjective
brossa_noun	poussière_noun
admès_noun	admis_noun
napolità_adjective	napolitain_adjective
règim-de-propietat-de-la-terra_noun	régime-foncier_noun
natural_adjective	naturel_adjective
porqueras_propernoun	porqueras_propernoun
dembski_propernoun	dembski_propernoun
reglamentació_noun	réglementation_noun
kamryn_propernoun	kamryn_propernoun
postcomunista_noun	postcommuniste_noun
xintoista_noun	shintoïste_noun
èxode_noun	exode_noun
concomitant_adjective	concomitant_adjective
foti_propernoun	foti_propernoun
tresorer_noun	trésorier_noun
eminentment_adverb	éminemment_adverb
moyano_propernoun	moyano_propernoun
ryan_propernoun	ryan_propernoun
entumir_verb	engourdir_verb
farloni_propernoun	farloni_propernoun
èxit_noun	réussite_noun
txabarri_propernoun	txabarri_propernoun
epilació_noun	épilation_noun
hispanitzar_verb	hispaniser_verb
lacerte_propernoun	lacerte_propernoun
bipenne_adjective	bipenne_adjective
tirol_propernoun	tyrol_propernoun
kenny_propernoun	kenny_propernoun
pontifici_adjective	pontifical_adjective
muscinal_adjective	muscinal_adjective
moldre_verb	moudre_verb
reficco_propernoun	reficco_propernoun
rousseau_propernoun	rousseau_propernoun
flo_propernoun	flo_propernoun
nerida_propernoun	nerida_propernoun
fecunditat_noun	fécondité_noun
yvonne_propernoun	yvonne_propernoun
thais_propernoun	thais_propernoun
ofrena_noun	offrande_noun
sabàtic_adjective	sabbatique_adjective
aldol_noun	aldol_noun
schembari_propernoun	schembari_propernoun
sevilla_propernoun	sevilla_propernoun
tweet_noun	tweet_noun
aquell_pronoun	ce_pronoun
aquell_determiner	ce_determiner
aquell_demonstrativepronoun	ce_demonstrativepronoun
aquell_determiner	ce_determiner
aquell_demonstrativepronoun	ce_demonstrativepronoun
aquell_determiner	ce_determiner
aquell_determiner	ce_determiner
emily_propernoun	emily_propernoun
ciccone_propernoun	ciccone_propernoun
anticorrupció_adjective	anticorruption_adjective
lecavalier_propernoun	lecavalier_propernoun
estressant_adjective	stressant_adjective
morgan_propernoun	morgan_propernoun
dell'utri_propernoun	dell'utri_propernoun
si-més-no_adverb	au-moins_adverb
jordà_propernoun	jordà_propernoun
mil·lenni_noun	millénaire_noun
antihemorràgic_adjective	antihémorragique_adjective
ferreux_propernoun	ferreux_propernoun
xutar_verb	botter_verb
lamentablement_adverb	malheureusement_adverb
autodissolució_noun	autodissolution_noun
serina_noun	sérine_noun
benilda_propernoun	benilda_propernoun
léon_propernoun	léon_propernoun
obsecració_noun	obsécration_noun
antisèptic_adjective	antiseptique_adjective
blanc_propernoun	blanc_propernoun
intel·lectual_adjective	intellectuel_adjective
pivin_propernoun	pivin_propernoun
carregós_adjective	pénible_adjective
agafar_verb	emprunter_verb
esverar_verb	affoler_verb
stayman_propernoun	stayman_propernoun
bach_propernoun	bach_propernoun
mai_propernoun	mai_propernoun
bielorús_noun	biélorusse_noun
recercar_verb	rechercher_verb
sardenya_propernoun	sardaigne_propernoun
bustos_propernoun	bustos_propernoun
climàtic_adjective	climatique_adjective
kelvin_noun	kelvin_noun
pedersen_propernoun	pedersen_propernoun
immunitat_noun	immunité_noun
casanovas_propernoun	casanovas_propernoun
dígraf_noun	digramme_noun
reincorporació_noun	réincorporation_noun
estany_noun	bassin_noun
sàhara_propernoun	sahara_propernoun
cartró_noun	cartonnage_noun
patricia_propernoun	patricia_propernoun
enguera_propernoun	enguera_propernoun
occidental_noun	occidental_noun
desenraonat_adjective	déraisonnable_adjective
begònia_noun	bégonia_noun
haussmann_propernoun	haussmann_propernoun
corrupció_noun	corruption_noun
sergent_noun	sergent_noun
melanina_noun	mélanine_noun
postdoctorat_noun	post-doctorat_noun
ocasionar_verb	occasionner_verb
contínuament_adverb	sans-cesse_adverb
separació_noun	écart_noun
comolli_propernoun	comolli_propernoun
basar-en_verb	baser-sur_verb
migratori_adjective	migratoire_adjective
aproximat_adjective	approximatif_adjective
parodista_noun	parodiste_noun
bohr_propernoun	bohr_propernoun
leitão_propernoun	leitão_propernoun
merisier_propernoun	merisier_propernoun
amiloplast_noun	amyloplaste_noun
conner_propernoun	conner_propernoun
proletari_adjective	prolétarien_adjective
nogai_adjective	nogaï_adjective
fang_noun	gadoue_noun
mitjans-de-abril_noun	mi-avril_noun
exigüitat_noun	exigüité_noun
començar_verb	commencer_verb
menstrual_adjective	menstruel_adjective
neotestamentari_adjective	néo-testamentaire_adjective
petitori_noun	pétitoire_noun
bernadete_propernoun	bernadete_propernoun
camí-ral_noun	grand-chemin_noun
farcell_noun	ballot_noun
cambó_propernoun	cambó_propernoun
exercir_verb	exercer_verb
confitar_verb	confire_verb
pantotènic_adjective	pantothénique_adjective
violante_propernoun	violante_propernoun
skinner_propernoun	skinner_propernoun
porter_propernoun	porter_propernoun
voci_propernoun	voci_propernoun
saltació_noun	saltation_noun
retamal_propernoun	retamal_propernoun
despenalitzar_verb	dépénaliser_verb
sant-quirze-de-besora_propernoun	sant-quirze-de-besora_propernoun
farah_propernoun	farah_propernoun
flavi_propernoun	flavius_propernoun
meza_propernoun	meza_propernoun
pánfila_propernoun	pánfila_propernoun
instagramer_noun	instagrammer_noun
tiezzi_propernoun	tiezzi_propernoun
trapezista_noun	trapéziste_noun
wawrinka_propernoun	wawrinka_propernoun
flexibilitat_noun	fléxibilité_noun
avinyó_propernoun	avignon_propernoun
angeles_propernoun	angeles_propernoun
fixatiu_adjective	fixatif_adjective
espinoza_propernoun	espinoza_propernoun
coscia_propernoun	coscia_propernoun
ducci_propernoun	ducci_propernoun
sinatra_propernoun	sinatra_propernoun
herrador_propernoun	herrador_propernoun
sardinada_noun	repas-de-sardines_noun
thein_propernoun	thein_propernoun
punible_adjective	punissable_adjective
constructor_adjective	constructeur_adjective
fondevila_propernoun	fondevila_propernoun
anaerobi_noun	anaérobie_noun
verat_noun	maquereau_noun
nord_propernoun	nord_propernoun
vespella-de-gaià_propernoun	vespella-de-gaià_propernoun
amoni_noun	ammonium_noun
agulla_noun	aiguille_noun
tennista_noun	joueur-de-tennis_noun
adequació_noun	adéquation_noun
dotar_verb	doter_verb
iztueta_propernoun	iztueta_propernoun
fruit_noun	fruit_noun
obstètric_adjective	obstétrique_adjective
catarina_propernoun	catarina_propernoun
pèctic_adjective	pectique_adjective
zuliani_propernoun	zuliani_propernoun
sant-llorenç-savall_propernoun	sant-llorenç-savall_propernoun
pèsol_noun	pois_noun
cholette_propernoun	cholette_propernoun
presidencialment_adverb	présidentiellement_adverb
triploïdia_noun	triploïdie_noun
flegmonós_adjective	phlegmoneux_adjective
timó_noun	safran_noun
imina_noun	imine_noun
entomologia_noun	entomologie_noun
titànic_adjective	titanique_adjective
àlber_noun	peuplier_noun
henley_propernoun	henley_propernoun
desenvolupar_verb	épanouir_verb
cortesament_adverb	courtoisement_adverb
insinuatiu_adjective	insinuatif_adjective
jerry_propernoun	jerry_propernoun
montferrer_propernoun	montferrer_propernoun
macedo_propernoun	macedo_propernoun
eixida_noun	sortie_noun
vallet_propernoun	vallet_propernoun
mauperrin_propernoun	mauperrin_propernoun
metafísica_noun	métaphysique_noun
conveni_noun	convention_noun
lepage_propernoun	lepage_propernoun
ossa_noun	ossature_noun
ordeig_propernoun	ordeig_propernoun
benedictí_adjective	bénédictin_adjective
telepatia_noun	télépathie_noun
barbanti_propernoun	barbanti_propernoun
lesieur_propernoun	lesieur_propernoun
figurista_noun	figuriste_noun
conglomerar_verb	conglomérer_verb
paràsit_adjective	parasite_adjective
roda-de-berà_propernoun	roda-de-berà_propernoun
èmfasi_noun	accent_noun
al-galop_adverb	au-galop_adverb
proporcionalitat_noun	proportionnalité_noun
acadèmic_noun	académicien_noun
pulmonia_noun	pulmonie_noun
scibona_propernoun	scibona_propernoun
rondinar_verb	rouspéter_verb
continència_noun	continence_noun
vegetabilitat_noun	végétabilité_noun
eunuc_noun	eunuque_noun
genet_noun	écuyer_noun
llard_noun	lard_noun
contraposició_noun	contraposition_noun
pontevedra_propernoun	pontevedra_propernoun
fado_noun	fado_noun
oceanografia_noun	océanographie_noun
sufisme_noun	soufisme_noun
addenda_noun	addenda_noun
asseure-a-la-gatzoneta_verb	accroupir_verb
matemàtica_noun	maths_noun
azambuja_propernoun	azambuja_propernoun
magatzem_noun	magasin_noun
rabal_propernoun	rabal_propernoun
girol_propernoun	girol_propernoun
binetti_propernoun	binetti_propernoun
esfereïdor_adjective	affolant_adjective
aresti_propernoun	aresti_propernoun
intel·lectualitat_noun	intellectualité_noun
constança_propernoun	constança_propernoun
respatller_noun	soutien_noun
penjant_adjective	suspendu_adjective
incendi_noun	incendie_noun
sonia_propernoun	sonia_propernoun
carluccio_propernoun	carluccio_propernoun
gònada_noun	gonade_noun
micronesi_noun	micronésien_noun
recompensar_verb	récompenser_verb
endocrí_adjective	endocrin_adjective
filipacchi_propernoun	filipacchi_propernoun
agathe_propernoun	agathe_propernoun
amal_propernoun	amal_propernoun
llotja_noun	halle_noun
arxiver_noun	archiviste_noun
émile_propernoun	émile_propernoun
marinescu_propernoun	marinescu_propernoun
campmany_propernoun	campmany_propernoun
tacar_verb	tacher_verb
imperialment_adverb	impérialement_adverb
imperfecte_adjective	imparfait_adjective
beaudoin_propernoun	beaudoin_propernoun
tenyir_verb	teindre_verb
ròmul_propernoun	ròmul_propernoun
astorar_verb	émerveiller_verb
auguri_noun	augure_noun
maldini_propernoun	maldini_propernoun
florí_noun	florin_noun
close_propernoun	close_propernoun
sahrauí_noun	sahraoui_noun
crescencia_propernoun	crescencia_propernoun
varioloide_noun	varioloïde_noun
mereu_propernoun	mereu_propernoun
esgarriar_verb	égarer_verb
agripina_propernoun	agrippine_propernoun
mataró_propernoun	mataró_propernoun
ringuette_propernoun	ringuette_propernoun
bayern_propernoun	bayern_propernoun
siamès_noun	siamois_noun
sinergia_noun	synergie_noun
al·lusivament_adverb	allusivement_adverb
tawil_propernoun	tawil_propernoun
la-pobla-de-mafumet_propernoun	la-pobla-de-mafumet_propernoun
apollinaire_propernoun	apollinaire_propernoun
senzill_adjective	simple_adjective
vela_noun	voile_noun
talamoni_propernoun	talamoni_propernoun
viviparitat_noun	viviparité_noun
desblocar_verb	débloquer_verb
calamar_noun	calamar_noun
tipificació_noun	typification_noun
sovkhoz_noun	sovkhoze_noun
marote_propernoun	marote_propernoun
introspecció_noun	introspection_noun
panigazzi_propernoun	panigazzi_propernoun
escopinada_noun	crachat_noun
pictografia_noun	pictographie_noun
hornero_propernoun	hornero_propernoun
cotrofe_propernoun	cotrofe_propernoun
garitano_propernoun	garitano_propernoun
picazo_propernoun	picazo_propernoun
cimera_noun	sommet_noun
modol_propernoun	modol_propernoun
geològic_adjective	géologique_adjective
inferiorment_adverb	inférieurement_adverb
d'arrando_propernoun	d'arrando_propernoun
tirolès_noun	tyrolien_noun
marsol_propernoun	marsol_propernoun
călinescu_propernoun	călinescu_propernoun
bernat_propernoun	bernard_propernoun
comunalista_adjective	communaliste_adjective
agilitzar_verb	rendre-agile_verb
flexionar_verb	fléchir_verb
iber_adjective	ibérique_adjective
mordacitat_noun	mordacité_noun
torrechiva_propernoun	torrechiva_propernoun
mangili_propernoun	mangili_propernoun
consell_noun	conseil_noun
capitular_verb	capituler_verb
montán_propernoun	montán_propernoun
a-manera-de_preposition	en-guise-de_preposition
anticlerical_adjective	anticlérical_adjective
medaller_noun	médalliste_noun
vallvé_propernoun	vallvé_propernoun
aracena_propernoun	aracena_propernoun
ryann_propernoun	ryann_propernoun
multiplicitat_noun	multiplicité_noun
compliment_noun	accomplissement_noun
ensacar_verb	ensacher_verb
fermina_propernoun	fermina_propernoun
atanor_noun	athanor_noun
dispersió_noun	dispersion_noun
per-primer-cop_adverb	pour-la-première-fois_adverb
driopitec_noun	dryopithèque_noun
químic_adjective	chimique_adjective
sordiditat_noun	sordidité_noun
reybaud_propernoun	reybaud_propernoun
vasallo_propernoun	vasallo_propernoun
en-resum_adverb	bref_adverb
oconnor_propernoun	oconnor_propernoun
calvari_noun	calvaire_noun
altern_adjective	alternatif_adjective
jihadista_adjective	djihadiste_adjective
fournillier_propernoun	fournillier_propernoun
dostoievski_propernoun	dostoievski_propernoun
blanchart_propernoun	blanchart_propernoun
a-correcuita_adverb	au-pied-levé_adverb
dromedari_noun	dromadaire_noun
inaccessible_adjective	inaccessible_adjective
dissolutiu_adjective	dissolutif_adjective
vientiane_propernoun	vientiane_propernoun
expansió_noun	expansion_noun
purisme_noun	purisme_noun
blocar_verb	bloquer_verb
gasparo_propernoun	gasparo_propernoun
rodney_propernoun	rodney_propernoun
britònic_adjective	brittonique_adjective
cop-de-puny_noun	coup-de-poing_noun
dependent_noun	vendeur_noun
morani_propernoun	morani_propernoun
erevan_propernoun	erevan_propernoun
17_adjective	17ème_adjective
gagnarli_propernoun	gagnarli_propernoun
comella_propernoun	comella_propernoun
abstinència_noun	abstinence_noun
geotropisme_noun	géotropisme_noun
dement_adjective	dément_adjective
houda_propernoun	houda_propernoun
perlingieri_propernoun	perlingieri_propernoun
prestació_noun	prestation_noun
pentalogia_noun	pentalogie_noun
biosintètic_adjective	biosynthétique_adjective
zavaleta_propernoun	zavaleta_propernoun
handicap_noun	handicap_noun
ghigo_propernoun	ghigo_propernoun
florer_noun	vase_noun
abat_noun	abbé_noun
johansson_propernoun	johansson_propernoun
fragilitat_noun	fragilité_noun
abús_noun	exaction_noun
solidaritzar_verb	solidariser_verb
generalíssim_noun	généralissime_noun
garriga_noun	garrigue_noun
apariat_adjective	apparié_adjective
yanela_propernoun	yanela_propernoun
cattoi_propernoun	cattoi_propernoun
fraudulosament_adverb	frauduleusement_adverb
ultramarí_adjective	ultra-marin_adjective
estaria_noun	starie_noun
accedir_verb	accéder_verb
violent_adjective	violent_adjective
lachance_propernoun	lachance_propernoun
benalla_propernoun	benalla_propernoun
card_noun	chardon_noun
cuello_propernoun	cuello_propernoun
piromètric_adjective	pyrométrique_adjective
iñíguez_propernoun	iñíguez_propernoun
más-i-marí_propernoun	más-i-marí_propernoun
anònim_adjective	anonyme_adjective
armero_propernoun	armero_propernoun
duel_noun	duel_noun
fede_propernoun	fede_propernoun
iberdrola_propernoun	iberdrola_propernoun
polioencefalitis_noun	polioencéphalite_noun
incultivat_adjective	incultivé_adjective
ofici_noun	office_noun
xvii_adjective	xviie_adjective
liana_noun	liane_noun
aurificació_noun	aurification_noun
comissió-il·legal_noun	rétrocommission_noun
st-antoine_propernoun	st-antoine_propernoun
santaliestra_propernoun	santaliestra_propernoun
magalí_propernoun	magalí_propernoun
estrenyiment_noun	constipation_noun
motel_noun	motel_noun
mamífer_noun	mammifère_noun
medial_adjective	médial_adjective
reductibilitat_noun	réductibilité_noun
governador_noun	gouverneur_noun
rayen_propernoun	rayen_propernoun
paleontologia_noun	paléontologie_noun
indici_noun	indice_noun
casafont_propernoun	casafont_propernoun
escarni_noun	raillerie_noun
broglia_propernoun	broglia_propernoun
plom_noun	plomb_noun
successori_adjective	successoire_adjective
fàcil_adjective	aisé_adjective
pavimentar_verb	paver_verb
bretó_adjective	breton_adjective
audiòmetre_noun	audiomètre_noun
tradicional_adjective	traditionnel_adjective
vitalone_propernoun	vitalone_propernoun
petrificació_noun	pétrification_noun
algoteràpia_noun	algothérapie_noun
grafia_noun	graphie_noun
justa_noun	joute_noun
darfur_propernoun	darfour_propernoun
antracosi_noun	anthracose_noun
grigolli_propernoun	grigolli_propernoun
mentor_noun	mentor_noun
silueta_noun	silhouette_noun
agulló_propernoun	agulló_propernoun
hiperestèsic_adjective	hyperesthésique_adjective
transvestisme_noun	transvestisme_noun
iruela_propernoun	iruela_propernoun
hinduista_noun	hindouiste_noun
pensador_noun	penseur_noun
corato_propernoun	corato_propernoun
branconnier_propernoun	branconnier_propernoun
tenda-de-campanya_noun	tente_noun
norris_propernoun	norris_propernoun
meticulós_adjective	méticuleux_adjective
dominic_propernoun	dominic_propernoun
desplaçat_noun	déplacé_noun
reparar_verb	réparer_verb
brisa_propernoun	brisa_propernoun
dudley_propernoun	dudley_propernoun
wyllys_propernoun	wyllys_propernoun
rhéault_propernoun	rhéault_propernoun
inusual_adjective	inhabituel_adjective
fallir_verb	faillir_verb
homogeni_adjective	homogène_adjective
venta-del-moro_propernoun	venta-del-moro_propernoun
gravar_verb	enregistrer_verb
muralisme_noun	muralisme_noun
mucopolisacàrid_noun	mucopolysaccharide_noun
puma_noun	puma_noun
padrí_noun	parrain_noun
ainhara_propernoun	ainhara_propernoun
doolittle_propernoun	doolittle_propernoun
bracco_propernoun	bracco_propernoun
incestuós_adjective	incestueux_adjective
generalment_adverb	généralement_adverb
kérouack_propernoun	kérouack_propernoun
incondicional_adjective	inconditionnel_adjective
velocitat_noun	vitesse_noun
els-vosges_propernoun	les-vosges_propernoun
vandal_propernoun	vandal_propernoun
acurat_adjective	soigneux_adjective
conatiu_adjective	conatif_adjective
calandra_noun	calandre_noun
nunno_propernoun	nunno_propernoun
kabuki_noun	kabuki_noun
fouquet_propernoun	fouquet_propernoun
ponta-delgada_propernoun	ponta-delgada_propernoun
barranco_propernoun	barranco_propernoun
electropneumàtic_adjective	électropneumatique_adjective
munafò_propernoun	munafò_propernoun
ibarz_propernoun	ibarz_propernoun
nevnka_propernoun	nevnka_propernoun
còmput_noun	calcul_noun
dipòsit_noun	réservoir_noun
lacoursière_propernoun	lacoursière_propernoun
taekwondo_noun	taekwondo_noun
avantatjar_verb	dépasser_verb
guanyador_noun	gagnant_noun
empresari_noun	imprésario_noun
embrutidor_adjective	abrutissant_adjective
vulcanologia_noun	vulcanologie_noun
merdós_noun	merdeux_noun
esclatar_verb	faire-rage_verb
àugur_noun	augure_noun
barré_propernoun	barré_propernoun
douglass_propernoun	douglass_propernoun
bactrià_noun	bactrien_noun
eudiomètric_adjective	eudiométrique_adjective
guilla_noun	renard_noun
feola_propernoun	feola_propernoun
aleta_propernoun	aleta_propernoun
tiffany_propernoun	tiffany_propernoun
ultralleuger_noun	ultra-léger_noun
yolande_propernoun	yolande_propernoun
cestari_propernoun	cestari_propernoun
doctoral_adjective	doctoral_adjective
cridar-l'atenció_verb	attirer-l'attention_verb
matrilinealment_adverb	matrilinéairement_adverb
buffet_propernoun	buffet_propernoun
antipatriotisme_noun	antipatriotisme_noun
quesnel_propernoun	quesnel_propernoun
lao_propernoun	lao_propernoun
pi_noun	pin_noun
assimilatiu_adjective	assimilatif_adjective
turquesa_propernoun	turquesa_propernoun
guitarra_noun	guitare_noun
safanòria_noun	carotte_noun
ignorar_verb	méconnaître_verb
batec_noun	battement_noun
hüllweck_propernoun	hüllweck_propernoun
anticlinal_adjective	anticlinal_adjective
pratte_propernoun	pratte_propernoun
corsaro_propernoun	corsaro_propernoun
caplan_propernoun	caplan_propernoun
agrobiologia_noun	agrobiologie_noun
enunciació_noun	énonciation_noun
paciència_noun	patience_noun
açores_propernoun	açores_propernoun
campas_propernoun	campas_propernoun
óscar_propernoun	óscar_propernoun
sincronització_noun	synchronisation_noun
cenobia_propernoun	cenobia_propernoun
posposar_verb	reporter_verb
lillie_propernoun	lillie_propernoun
musella_propernoun	musella_propernoun
meschini_propernoun	meschini_propernoun
milionari_noun	milliardaire_noun
thivierge_propernoun	thivierge_propernoun
friable_adjective	friable_adjective
pisa_noun	faïence_noun
ledo_propernoun	ledo_propernoun
vignolo_propernoun	vignolo_propernoun
habitació_noun	chambre_noun
aurícula_noun	auricule_noun
carlsen_propernoun	carlsen_propernoun
esteroide_noun	stéroïde_noun
golejador_noun	scoreur_noun
afrodisíac_noun	aphrodisiaque_noun
centreasiàtic_adjective	centrasiatique_adjective
frida_propernoun	frida_propernoun
iridologia_noun	iridologie_noun
omnisciència_noun	omniscience_noun
irreconciliable_adjective	irréconciliable_adjective
autocrítica_noun	autocritique_noun
fresson_propernoun	fresson_propernoun
alcalosi_noun	alcalose_noun
morand_propernoun	morand_propernoun
antífona_noun	antienne_noun
bilateralisme_noun	bilatéralisme_noun
pescador_adjective	pêcheur_adjective
chilton_propernoun	chilton_propernoun
ureteritis_noun	urétérite_noun
mig-miliard_noun	demi-milliard_noun
àpat_noun	mets_noun
bolduc_propernoun	bolduc_propernoun
hollande_propernoun	hollande_propernoun
de-andrés_propernoun	de-andrés_propernoun
meravella_noun	merveille_noun
estratagema_noun	stratagème_noun
abbigail_propernoun	abbigail_propernoun
etoo_propernoun	etoo_propernoun
giard_propernoun	giard_propernoun
notícia_noun	actualité_noun
coppi_propernoun	coppi_propernoun
restituta_propernoun	restituta_propernoun
boixadera_propernoun	boixadera_propernoun
clarissa_noun	clarisse_noun
pintard_propernoun	pintard_propernoun
grothendieck_propernoun	grothendieck_propernoun
arborícola_adjective	arboricole_adjective
galè_propernoun	galien_propernoun
landreville_propernoun	landreville_propernoun
zaplana_propernoun	zaplana_propernoun
refugi_noun	gîte_noun
interculturalisme_noun	interculturalisme_noun
captiu_adjective	captif_adjective
refresc_noun	rafraîchissement_noun
cammisano_propernoun	cammisano_propernoun
medievalista_noun	médiéviste_noun
escotòpic_adjective	scotopique_adjective
perálvarez_propernoun	perálvarez_propernoun
els-alps-suïssos_propernoun	les-alpes-suisses_propernoun
marilyn_propernoun	marilyn_propernoun
conèixer_verb	réputer_verb
culminar_verb	terminer_verb
soumaya_propernoun	soumaya_propernoun
redactor_noun	rédacteur_noun
vagal_adjective	vagal_adjective
a-mitjans-de-abril_adverb	à-la-mi-avril_adverb
sobrenom_noun	surnom_noun
fortuna_noun	fortune_noun
galiano_propernoun	galiano_propernoun
leccese_propernoun	leccese_propernoun
prunera_noun	prunier_noun
parísio_propernoun	parísio_propernoun
sexista_noun	sexiste_noun
people_propernoun	people_propernoun
antiquark_noun	antiquark_noun
elisenda_propernoun	elisenda_propernoun
eficiència_noun	efficience_noun
truita_noun	omelette_noun
