reformación_noun	réformation_noun
geométrico_adjective	géométrique_adjective
azuzar_verb	exciter_verb
cuantitativamente_adverb	quantitativement_adverb
cazallas_propernoun	cazallas_propernoun
saquear_verb	piller_verb
escanear_verb	scanner_verb
lot-y-garona_propernoun	lot-et-garonne_propernoun
el-diario-vasco_propernoun	el-diario-vasco_propernoun
diversificar_verb	diversifier_verb
pedir_verb	demander_verb
lgt_noun	lgt_noun
ridiculizar_verb	ridiculiser_verb
pendiente_noun	boucle-d'oreille_noun
san-pedro-y-miguelón_propernoun	saint-pierre-et-miquelon_propernoun
lámpara_noun	lumière_noun
rayo_noun	rai_noun
molins_propernoun	molins_propernoun
soportar_verb	endurer_verb
eslora_noun	longueur_noun
heidfeld_propernoun	heidfeld_propernoun
garai_propernoun	garai_propernoun
practicante_noun	préparateur_noun
sombrero_noun	chapeau_noun
araña_noun	araignée_noun
igualitario_adjective	égalitaire_adjective
en-cualquier-momento_adverb	en-tout-temps_adverb
minúsculo_adjective	minuscule_adjective
kigali_propernoun	kigali_propernoun
laicidad_noun	laïcité_noun
unidad_noun	unité_noun
allegre_propernoun	allegre_propernoun
davos_propernoun	davos_propernoun
médiamétrie_propernoun	médiamétrie_propernoun
instrumento_noun	instrument_noun
anglicano_adjective	anglican_adjective
extremidad_noun	extrémité_noun
badajoz_propernoun	badajoz_propernoun
onu_propernoun	onu_propernoun
boinersa_propernoun	boinersa_propernoun
juan-carlos-i_propernoun	juan-carlos-ier_propernoun
impulsivo_adjective	impulsif_adjective
renegociación_noun	renégociation_noun
ladera_noun	versant_noun
jonan_propernoun	jonan_propernoun
clipperton_propernoun	clipperton_propernoun
cuerpo_noun	corps_noun
imagotipo_propernoun	imagotipo_propernoun
rampa_noun	rampe_noun
abrupto_adjective	abrupt_adjective
obi_propernoun	ob_propernoun
agossi_propernoun	agossi_propernoun
diverso_adjective	divers_adjective
planeamiento_noun	aménagement_noun
grau_propernoun	grau_propernoun
inhumano_adjective	inhumain_adjective
inestabilidad_noun	instabilité_noun
niño_noun	enfant_noun
aitziber_propernoun	aitziber_propernoun
moneda-extranjera_noun	monnaie-étrangère_noun
disculpa_noun	excuse_noun
baño_noun	baignade_noun
madre-teresa-de-calcuta_propernoun	mère-teresa_propernoun
puntualidad_noun	ponctualité_noun
navidad_noun	noël_noun
eitb24_propernoun	eitb24_propernoun
atención_noun	attention_noun
concluyente_adjective	concluant_adjective
congo_propernoun	congo_propernoun
fotogalería_noun	photo-galerie_noun
maggie_propernoun	maggie_propernoun
raya_noun	raie_noun
fracaso_noun	insuccès_noun
agencia_noun	agence_noun
cambiar-de-traje_verb	faire-peau-neuve_verb
de-todas-maneras_adverb	en-tous-les-cas_adverb
indar_propernoun	indar_propernoun
candela_propernoun	candela_propernoun
atlanta_propernoun	atlanta_propernoun
maestría_noun	maîtrise_noun
hasta-cierto-punto_adverb	dans-une-certaine-mesure_adverb
sesenta-y-tres_numeral	soixante-trois_numeral
joëlle_propernoun	joëlle_propernoun
so-pretexto-de-que_subordinatingconjunction	sous-prétexte-que_subordinatingconjunction
ahe_noun	ahe_noun
retorno_noun	retour_noun
mayoría_noun	plupart_noun
suprimir_verb	supprimer_verb
entresuelo_noun	entresol_noun
comprometer_verb	engager_verb
gerona_propernoun	gérone_propernoun
meliès_propernoun	meliès_propernoun
bolsillo_noun	poche_noun
marcus_propernoun	marcus_propernoun
bou_noun	chalutier_noun
almudena_propernoun	almudena_propernoun
capacidad_noun	capacité_noun
renacionalización_noun	renationalisation_noun
recriminación_noun	récrimination_noun
científico_adjective	scientifique_adjective
alto-alentejo_propernoun	alto-alentejo_propernoun
obarema_propernoun	obarema_propernoun
militarismo_noun	militarisme_noun
investigar_verb	rechercher_verb
parisiense_adjective	parisien_adjective
tajante_adjective	coupant_adjective
devolución_noun	retour_noun
prensa_noun	presse_noun
piter_propernoun	piter_propernoun
pasqual_propernoun	pasqual_propernoun
ferrol_propernoun	ferrol_propernoun
martínez_propernoun	martínez_propernoun
basurko_propernoun	basurko_propernoun
pinacoteca_noun	pinacothèque_noun
mover_verb	bouger_verb
maritxalar_propernoun	maritxalar_propernoun
gratificación_noun	gratification_noun
todo-lo-contrario_adverb	bien-au-contraire_adverb
antiguo_adjective	antique_adjective
héroe_noun	héros_noun
a-su-tiempo_adverb	en-son-temps_adverb
batalla-de-austerlitz_propernoun	bataille-d'austerlitz_propernoun
bruto_adjective	brut_adjective
balaton_propernoun	balaton_propernoun
alcohólico_adjective	alcoolique_adjective
brisa_noun	brise_noun
emparentar_verb	apparenter_verb
abadan_propernoun	abadan_propernoun
reaparición_noun	reparution_noun
islas-turcas-y-caicos_propernoun	îles-turques-et-caïques_propernoun
cero_numeral	zéro_numeral
aceh_propernoun	aceh_propernoun
bobby_propernoun	bobby_propernoun
careta_noun	masque_noun
bien_interjection	bon_interjection
significativamente_adverb	significativement_adverb
aplicar_verb	appliquer_verb
batiscafo_noun	bathyscaphe_noun
nervión_propernoun	nervión_propernoun
ahedo_propernoun	ahedo_propernoun
titular_noun	titulaire_noun
golondrina_noun	hirondelle_noun
telenovela_noun	feuilleton_noun
vulgaridad_noun	vulgaire_noun
memorizar_verb	mémoriser_verb
ecoeficiencia_noun	éco-efficacité_noun
viudo_adjective	veuf_adjective
fan-kuan_propernoun	fan-kouan_propernoun
anabel_propernoun	anabel_propernoun
iberflora_propernoun	iberflora_propernoun
rochefort_propernoun	rochefort_propernoun
improcedente_adjective	non-fondé_adjective
alpes-marítimos_propernoun	alpes-maritimes_propernoun
vestir_verb	habiller_verb
torá_propernoun	torah_propernoun
a-lo-largo-de_preposition	le-long-de_preposition
català_propernoun	català_propernoun
carme_propernoun	carme_propernoun
univisión_propernoun	univisión_propernoun
entrever_verb	entrevoir_verb
discapacidad_noun	handicap_noun
obligación-convertible_noun	obligation-convertible_noun
singapur_propernoun	singapour_propernoun
monográfico_adjective	monographique_adjective
apendicitis_noun	appendicite_noun
vannes_propernoun	vannes_propernoun
fitur_noun	fitur_noun
automóvil_noun	automobile_noun
cristian_propernoun	cristian_propernoun
sáenz_propernoun	sáenz_propernoun
garrido_propernoun	garrido_propernoun
enterrar_verb	terrer_verb
tutmés_propernoun	thoutmès_propernoun
configuración_noun	configuration_noun
reino-unido_propernoun	royaume-uni_propernoun
fríamente_adverb	froidement_adverb
roque_propernoun	roque_propernoun
lote_noun	lot_noun
díez_propernoun	díez_propernoun
adyacente_adjective	adjacent_adjective
adac_noun	adac_noun
mayoría_noun	majorité_noun
salamanca_propernoun	salamanque_propernoun
nariz_noun	nez_noun
agresión_noun	agression_noun
pasillo_noun	couloir_noun
segi_propernoun	segi_propernoun
bombardeo_noun	bombardement_noun
standard_propernoun	standard_propernoun
ayastui_propernoun	ayastui_propernoun
alastruey_propernoun	alastruey_propernoun
beber-como-una-cuba_verb	boire-comme-une-éponge_verb
tombuctú_propernoun	tombouctou_propernoun
para-alquilar_adjective	locatif_adjective
canaán_propernoun	canaan_propernoun
ginecólogo_noun	gynécologue_noun
inquietar_verb	inquiéter_verb
pesadamente_adverb	lourdement_adverb
ussuriysk_propernoun	oussouriisk_propernoun
abdelhak_propernoun	abdelhak_propernoun
descendente_adjective	descendant_adjective
fresco_noun	fresque_noun
picanya_propernoun	picaña_propernoun
torrejón-de-ardoz_propernoun	torrejón-de-ardoz_propernoun
vestuario_noun	garde-robe_noun
viajero_adjective	voyageur_adjective
provenientes-de_preposition	remontants-à_preposition
txomin_propernoun	txomin_propernoun
hosni_propernoun	hosni_propernoun
producción_noun	production_noun
poner_verb	remettre_verb
desenfrenado_adjective	déchaîné_adjective
grafilur_propernoun	grafilur_propernoun
alcázar_noun	alcazar_noun
retener-la-tarjeta_verb	retenir-la-carte_verb
articulación_noun	articulation_noun
especialista_noun	spécialiste_noun
emanación_noun	émanation_noun
aesol_noun	aesol_noun
alcàsser_propernoun	alcàsser_propernoun
eureka_propernoun	eureka_propernoun
mendoza_propernoun	mendoza_propernoun
lérida_propernoun	lleida_propernoun
osetia_propernoun	ossétie_propernoun
heras_propernoun	heras_propernoun
pangma_propernoun	pangma_propernoun
montoya_propernoun	montoya_propernoun
exceder_verb	excéder_verb
criticar_verb	critiquer_verb
archidiócesis_noun	archevêché_noun
firmamento_noun	firmament_noun
servilleta_noun	serviette_noun
finisterre_propernoun	finistère_propernoun
akin_propernoun	akin_propernoun
cornamusa_noun	taquet_noun
montilla_propernoun	montilla_propernoun
evans_propernoun	evans_propernoun
aprilia_propernoun	aprilia_propernoun
hayley_propernoun	hayley_propernoun
producto_noun	produit_noun
soziedad-alkoholika_propernoun	soziedad-alkoholika_propernoun
delantero_noun	devant_noun
cleopatra_propernoun	cléopâtre_propernoun
vacilante_adjective	hésitant_adjective
cuero_noun	cuir_noun
psicotrópico_adjective	psychotrope_adjective
cachondeo_noun	rigolade_noun
ferrán_propernoun	ferrán_propernoun
exención_noun	exemption_noun
asociativo_adjective	associatif_adjective
lucy_propernoun	lucy_propernoun
convenir_verb	convenir_verb
bloqueo_noun	blocage_noun
bancaixa_propernoun	bancaja_propernoun
bruselas_propernoun	bruxelles_propernoun
vatio_noun	watt_noun
ebrio_adjective	ivre_adjective
heráclides-del-ponto_propernoun	héraclide-du-pont_propernoun
corrimiento-de-tierras_noun	glissement-de-terrain_noun
charlotte-amalie_propernoun	charlotte-amalie_propernoun
cei_noun	cei_noun
faure_propernoun	faure_propernoun
préstamo-sin-avales_noun	prêt-sans-aval_noun
angelu_propernoun	anglet_propernoun
blois_propernoun	blois_propernoun
anteriormente_adverb	antérieurement_adverb
ardouin_propernoun	ardouin_propernoun
frisia_propernoun	frise_propernoun
determinación_noun	détermination_noun
sillón_noun	fauteuil_noun
exterior_noun	extérieur_noun
tomo_noun	tome_noun
vinil_noun	vinyle_noun
encaje_noun	pointe_noun
villena_propernoun	villena_propernoun
arquitecto_noun	architecte_noun
coincidente_adjective	coïncident_adjective
golfo-de-méxico_propernoun	golfe-du-mexique_propernoun
formulación_noun	formulation_noun
ulán-bator_propernoun	oulan-bator_propernoun
remate-de-cabeza_noun	frappe-de-la-tête_noun
leningrado_propernoun	leningrad_propernoun
agr_noun	agr_noun
devengar_verb	rapporter_verb
jugador_noun	joueur_noun
modalidad_noun	modalité_noun
jugo_noun	jus_noun
guggenheim_propernoun	guggenheim_propernoun
umd_propernoun	umd_propernoun
empujar_verb	pousser_verb
suelo-urbano_noun	sol-urbain_noun
mediapro_propernoun	mediapro_propernoun
municipio_noun	commune_noun
endosatario_noun	endossataire_noun
gsh_propernoun	gsh_propernoun
sito_adjective	situé_adjective
jurídico_adjective	juridique_adjective
y_coordinatingconjunction	et_coordinatingconjunction
encarecido_adjective	renchéri_adjective
hacer-caso-omiso_verb	faire-abstraction_verb
clark_propernoun	clark_propernoun
frontal_adjective	frontal_adjective
lachmann_propernoun	lachmann_propernoun
bittor_propernoun	bittor_propernoun
archibald_propernoun	archibald_propernoun
otro_pronoun	autrui_pronoun
telekom_propernoun	telekom_propernoun
vilagarcía-de-arousa_propernoun	vilagarcía-de-arousa_propernoun
elocución_noun	élocution_noun
ecuador_noun	équateur_noun
agres_propernoun	agres_propernoun
frecuentemente_adverb	fréquemment_adverb
irresistible_adjective	irrésistible_adjective
helguera_propernoun	helguera_propernoun
ya-que_subordinatingconjunction	vu-que_subordinatingconjunction
triángulo_noun	triangle_noun
mover_verb	mouvoir_verb
escribir_verb	écrire_verb
geneviève_propernoun	geneviève_propernoun
xixona_propernoun	jijona_propernoun
en-el-momento-preciso_adverb	à-point-nommé_adverb
año-nuevo_noun	nouvel-an_noun
verdadero_adjective	vrai_adjective
donde_adverb	où_adverb
donde_relativepronoun	où_relativepronoun
disconformidad_noun	désaccord_noun
mirari_propernoun	mirari_propernoun
localización_noun	localisation_noun
celibato_noun	célibat_noun
guatemala_propernoun	guatemala_propernoun
descomprimir_verb	décompresser_verb
l'actu-en-patates_propernoun	l'actu-en-patates_propernoun
suelo-rústico_noun	sol-rural_noun
acotz_propernoun	acotz_propernoun
alitalia_propernoun	alitalia_propernoun
valero_propernoun	valero_propernoun
km_noun	km_noun
alfarero_noun	potier_noun
archivar_verb	archiver_verb
retraer_verb	retraire_verb
mobiliario_noun	ameublement_noun
lúdico_adjective	ludique_adjective
finarbi_propernoun	finarbi_propernoun
primordial_adjective	primordial_adjective
cuyo_relativepronoun	dont_relativepronoun
autopsia_noun	autopsie_noun
subnormal_adjective	idiot_adjective
zeltia_propernoun	zeltia_propernoun
instrumentista_noun	instrumentiste_noun
cuadricular_verb	quadriller_verb
arremeter-contra_verb	foncer-sur_verb
tríptico_noun	triptyque_noun
tentativa_noun	tentative_noun
salvo_adjective	sauf_adjective
delfos_propernoun	delphes_propernoun
libia_propernoun	libye_propernoun
maimónides_propernoun	maimonide_propernoun
asensio_propernoun	asensio_propernoun
edurne_propernoun	edurne_propernoun
igor_propernoun	igor_propernoun
lealtad_noun	loyauté_noun
venir_verb	venir_verb
yonne_propernoun	yonne_propernoun
akram_propernoun	akram_propernoun
puerilidad_noun	puérilité_noun
concretar_verb	concrétiser_verb
quedar-registrado_verb	demeurer-enregistré_verb
escasear_verb	manquer_verb
itinerario_noun	itinéraire_noun
mazda_propernoun	mazda_propernoun
búsqueda_noun	quête_noun
júbilo_noun	joie_noun
tenedor_noun	détenteur_noun
transparencia_noun	transparence_noun
simbólico_adjective	symbolique_adjective
tfno_noun	tél_noun
exhibición_noun	exhibition_noun
pase-lo-que-pase_adverb	quoi-qu'il-arrive_adverb
turístico_adjective	touristique_adjective
asedio_noun	siège_noun
lograr_verb	remporter_verb
genérico_adjective	générique_adjective
burka_noun	burka_noun
moravia_propernoun	moravie_propernoun
soyuz_propernoun	soyouz_propernoun
diard_propernoun	diard_propernoun
divorcio_noun	divorce_noun
accidente_noun	accident_noun
ultimar_verb	conclure_verb
abundar_verb	foisonner_verb
jean-pierre_propernoun	jean-pierre_propernoun
guy_propernoun	guy_propernoun
allá_adverb	là-bas_adverb
embarcar_verb	embarquer_verb
anfetamina_noun	amphétamine_noun
kaliningrado_propernoun	kaliningrad_propernoun
espasa-calpe_propernoun	espasa-calpe_propernoun
adalberón_propernoun	adalbéron_propernoun
inutilidad_noun	inutilité_noun
envejecer_verb	vieillir_verb
afroamericano_noun	afro-américain_noun
cambio-oficial_noun	change-officiel_noun
apadrinamiento_noun	parrainage_noun
contabilidad_noun	comptabilité_noun
ortodoxia_noun	orthodoxie_noun
ferrer_propernoun	ferrer_propernoun
pijama_noun	pyjama_noun
golfo-de-vizcaya_propernoun	golfe-de-biscaye_propernoun
bucholz_propernoun	bucholz_propernoun
houdart_propernoun	houdart_propernoun
robinson_propernoun	robinson_propernoun
ayala_propernoun	ayala_propernoun
decepción_noun	déception_noun
agarrotado_adjective	grippé_adjective
ángulo_noun	angle_noun
maremoto_noun	raz-de-marée_noun
declaración_noun	déclaration_noun
posterior_adjective	postérieur_adjective
medio-de-comunicación_noun	média_noun
fijar_verb	apposer_verb
pucela_propernoun	pucela_propernoun
eb_noun	eb_noun
hacienda-pública_noun	trésor-public_noun
conjunción_noun	conjonction_noun
gruta_noun	grotte_noun
cuenta-corriente-soporte_noun	compte-courant-support_noun
sobresaliente_adjective	excellent_adjective
ecolmare_propernoun	ecolmare_propernoun
gari_propernoun	gari_propernoun
síntesis_noun	synthèse_noun
comprender_verb	comprendre_verb
en-caso-afirmativo_adverb	dans-l'affirmative_adverb
etienne_propernoun	etienne_propernoun
medina_propernoun	médine_propernoun
simone_propernoun	simone_propernoun
aldaketa_propernoun	aldaketa_propernoun
preliminar_adjective	préliminaire_adjective
astronauta_noun	astronaute_noun
simulacro_noun	simulacre_noun
régis_propernoun	régis_propernoun
justamente_adverb	justement_adverb
gaza_propernoun	gaza_propernoun
fastidioso_adjective	fastidieux_adjective
ecv_noun	ecv_noun
detonante_adjective	détonant_adjective
maldad_noun	méchanceté_noun
príncipe_noun	prince_noun
legión_noun	légion_noun
devenir_noun	destin_noun
plazos-máximos_noun	délais-maximaux_noun
hipersensibilidad_noun	hypersensibilité_noun
centralización_noun	centralisation_noun
cara_noun	visage_noun
mediación_noun	médiation_noun
urrutia_propernoun	urrutia_propernoun
silverstone_propernoun	silverstone_propernoun
marrón_adjective	marron_adjective
estafeta_noun	bureau-de-poste_noun
renta-variable_noun	revenu-variable_noun
edulcorar_verb	édulcorer_verb
saudita_adjective	saoudite_adjective
selectividad_noun	bac_noun
guyana_propernoun	guyana_propernoun
c_numeral	c_numeral
miguel_propernoun	miguel_propernoun
en-caso-de-que_subordinatingconjunction	au-cas-où_subordinatingconjunction
max_propernoun	max_propernoun
pasta_noun	pâte_noun
armada-blanca_propernoun	armee-blanche_propernoun
plaza_noun	place_noun
antidemócrata_adjective	antidémocrate_adjective
subjetividad_noun	subjectivité_noun
habilitación_noun	habilitation_noun
cien_numeral	cent_numeral
percibir_verb	percevoir_verb
alegrar_verb	égayer_verb
salir-a-flote_verb	tirer-son-épingle-du-jeu_verb
vomitar_verb	vomir_verb
proyecto_noun	projet_noun
interpolación_noun	interpolation_noun
señor_noun	madame_noun
discrepancia_noun	divergence_noun
abera_propernoun	abera_propernoun
desierto-arábigo_propernoun	désert-arabique_propernoun
estar-alicaído_verb	battre-de-l'aile_verb
muslo_noun	cuisse_noun
plegable_adjective	pliant_adjective
osasuna_propernoun	osasuna_propernoun
liv-kalb_propernoun	liv-kalb_propernoun
incompatible_adjective	incompatible_adjective
combustible_noun	combustible_noun
sonoro_adjective	sonore_adjective
bandera-de-salida_noun	drapeau-de-départ_noun
positivamente_adverb	positivement_adverb
rizzanese-d'albertine_propernoun	rizzanese-d'albertine_propernoun
bancaja_propernoun	bancaja_propernoun
arc_noun	arc_noun
bosco_propernoun	bosco_propernoun
tormenta_noun	tourmente_noun
señalar_verb	signaler_verb
alberto-i-de-mónaco_propernoun	albert-ier-de-monaco_propernoun
patria_noun	patrie_noun
tabú_adjective	tabou_adjective
hoytecnología_propernoun	hoytecnología_propernoun
illiano_propernoun	illiano_propernoun
hermanado_adjective	jumelé_adjective
multicine_noun	multicinéma_noun
nueva-francia_propernoun	nouvelle-france_propernoun
erección_noun	érection_noun
primeramente_adverb	d'abord_adverb
signatario_noun	signataire_noun
centralizar_verb	centraliser_verb
lesionar_verb	blesser_verb
temperatura_noun	température_noun
retrovisor_noun	rétroviseur_noun
manuela_propernoun	manuela_propernoun
ir-de-la-lengua_verb	vendre-la-mèche_verb
aumento_noun	regain_noun
reproducir_verb	reproduire_verb
big-picture_propernoun	big-picture_propernoun
primero_adverb	premièrement_adverb
bachianas-brasileñas_propernoun	bachianas-brasileiras_propernoun
sena-marítimo_propernoun	seine-maritime_propernoun
francine_propernoun	francine_propernoun
wu-zhen_propernoun	wu-zhen_propernoun
provenza_propernoun	provence_propernoun
zhejiang_propernoun	zhejiang_propernoun
islamista_noun	islamiste_noun
secretaría_noun	secrétariat_noun
aptitud_noun	aptitude_noun
perez_propernoun	perez_propernoun
publicitario_adjective	publicitaire_adjective
inundación_noun	inondation_noun
américo-vespucio_propernoun	améric-vespuce_propernoun
autoadministración_noun	autoadministration_noun
antes-de-que_subordinatingconjunction	avant-que_subordinatingconjunction
materno_adjective	maternel_adjective
degradación_noun	dégradation_noun
cantal_propernoun	cantal_propernoun
territorios-palestinos_propernoun	territoires-palestiniens_propernoun
cuenca_propernoun	cuenca_propernoun
niñez_noun	enfance_noun
albiceleste_adjective	blanc-azur_adjective
rotación_noun	rotation_noun
compatibilidad_noun	compatibilité_noun
rapoport_propernoun	rapoport_propernoun
ibáñez_propernoun	ibáñez_propernoun
abonaré_noun	billet-à-ordre_noun
anorthosis_propernoun	anorthosis_propernoun
reaseguro_noun	réassurance_noun
aviso_noun	avis_noun
entrevista_noun	interview_noun
casualmente_adverb	fortuitement_adverb
abundante_adjective	abondant_adjective
mar-arábigo_propernoun	mer-d'oman_propernoun
metamorfosis_noun	métamorphose_noun
lavadora_noun	machine-à-laver_noun
buenas-tardes_interjection	bonjour_interjection
probabilidad_noun	probabilité_noun
izda_noun	gche_noun
independencia_noun	indépendance_noun
hacer-énfasis-en_verb	mettre-l'accent-sur_verb
aquerreta_propernoun	aquerreta_propernoun
tabú_noun	tabou_noun
vulgaridad_noun	vulgarité_noun
bharrat-jagdeo_propernoun	bharrat-jagdeo_propernoun
permitir_verb	permettre-de_verb
x_adjective	xème_adjective
adil_noun	adil_noun
palop_propernoun	palop_propernoun
ehoud_propernoun	ehoud_propernoun
patología_noun	pathologie_noun
correr_verb	courir_verb
igorre_propernoun	igorre_propernoun
mugartegi_propernoun	mugartegi_propernoun
fascista_adjective	fasciste_adjective
antipolución_noun	antipollution_noun
apostar-por_verb	parier-sur_verb
mensualización_noun	mensualisation_noun
ladrar_verb	aboyer_verb
glóbulo_noun	globule_noun
descubrir_verb	dépister_verb
senda_noun	sentier_noun
villaverde_propernoun	villaverde_propernoun
andy_propernoun	andy_propernoun
atascar_verb	encrasser_verb
romper_verb	casser_verb
olmos_propernoun	olmos_propernoun
improbable_adjective	improbable_adjective
amonestar_verb	chapitrer_verb
óscar_propernoun	óscar_propernoun
vía-de-las-dos-castillas_propernoun	vía-de-las-dos-castillas_propernoun
vidorreta_propernoun	vidorreta_propernoun
magistral_adjective	magistral_adjective
cisjordania_propernoun	cisjordanie_propernoun
filtración_noun	filtration_noun
miguel-cerulario_propernoun	michel-cérulaire_propernoun
adquirir_verb	acquérir_verb
navarro_propernoun	navarro_propernoun
txus_propernoun	txus_propernoun
mar-de-bellingshausen_propernoun	mer-de-bellingshausen_propernoun
encabezar_verb	commencer_verb
inédito_adjective	inédit_adjective
pequeñas-antillas_propernoun	petites-antilles_propernoun
joseba_propernoun	joseba_propernoun
picante_adjective	piquant_adjective
decepción_noun	désappointement_noun
subasta_noun	vente-aux-enchères_noun
athos_propernoun	athos_propernoun
porque_subordinatingconjunction	à-cause-que_subordinatingconjunction
ser-preciso_modal	falloir_modal
fédéric_propernoun	fédéric_propernoun
promesa_noun	promesse_noun
aburto_propernoun	aburto_propernoun
impaciencia_noun	impatience_noun
guadiana_propernoun	guadiana_propernoun
inverso_adjective	inverse_adjective
ombligo_noun	nombril_noun
taiwán_propernoun	taïwan_propernoun
arlequín_propernoun	arlequin_propernoun
afluir_verb	affluer_verb
alceo_propernoun	alcée_propernoun
ibargoyen_propernoun	ibargoyen_propernoun
angulema_propernoun	angoulême_propernoun
luhuso_propernoun	louhossoa_propernoun
boda_noun	mariage_noun
mateos_propernoun	mateos_propernoun
lotario_propernoun	lothaire_propernoun
glorieta_noun	tonnelle_noun
catalunya_propernoun	catalogne_propernoun
literatura_noun	littérature_noun
v_numeral	v_numeral
fielmente_adverb	fidèlement_adverb
véronique_propernoun	véronique_propernoun
entre_preposition	parmi_preposition
luc_propernoun	luc_propernoun
premiar_verb	décerner-un-prix_verb
commienzo_noun	démarrage_noun
rentería_propernoun	rentería_propernoun
adversario_noun	adversaire_noun
abrir-una-libreta_verb	ouvrir-un-livret_verb
chantal_propernoun	chantal_propernoun
jérôme_propernoun	jérôme_propernoun
canción-de-roland_propernoun	chanson-de-roland_propernoun
sorprendentemente_adverb	surprenamment_adverb
recipiente_noun	récipient_noun
liquidación-de-intereses_noun	règlement-des-intérêts_noun
discriminatorio_adjective	discriminatoire_adjective
tgv_noun	tgv_noun
bukovina_propernoun	bucovine_propernoun
les-echos_propernoun	les-echos_propernoun
dura-automotive_propernoun	dura-automotive_propernoun
rumanía_propernoun	roumanie_propernoun
vasseur_propernoun	vasseur_propernoun
repatriar_verb	rapatrier_verb
diccionario_noun	dictionnaire_noun
antigua-y-barbuda_propernoun	antigua-et-barbuda_propernoun
gianni_propernoun	gianni_propernoun
continental_adjective	continental_adjective
andar_verb	marcher_verb
renacimiento_propernoun	renaissance_propernoun
matrimonio_noun	mariage_noun
polivalente_adjective	polyvalent_adjective
contigo_pronoun	avec-toi_pronoun
zozobrar_verb	chavirer_verb
animador_noun	animateur_noun
fuerza_noun	force_noun
jubilación-anticipada_noun	retraite-anticipée_noun
segunda-división_noun	deuxième-division_noun
montes_propernoun	montes_propernoun
edificio_noun	bâtiment_noun
completar_verb	compléter_verb
oihana_propernoun	oihana_propernoun
pista_noun	piste_noun
gilbert_propernoun	gilbert_propernoun
urkiola_propernoun	urkiola_propernoun
este_determiner	celui-ci_determiner
este_demonstrativepronoun	celui-ci_demonstrativepronoun
administrar_verb	administrer_verb
asunción_noun	assomption_noun
implicación_noun	implication_noun
tierra-de-fuego_propernoun	terre-de-feu_propernoun
expedito_adjective	dégagé_adjective
aitor_propernoun	aitor_propernoun
engañar_verb	duper_verb
jarag_propernoun	jarag_propernoun
rubicón_propernoun	rubicón_propernoun
electra_propernoun	électre_propernoun
tánger_propernoun	tanger_propernoun
andima_propernoun	andima_propernoun
lentejuela_noun	paillette_noun
etcétera_subordinatingconjunction	et-caetera_subordinatingconjunction
francamente_adverb	carrément_adverb
zapato_noun	chaussure_noun
mantua_propernoun	mantoue_propernoun
anciano_adjective	âgé_adjective
dior_propernoun	dior_propernoun
sanción_noun	sanction_noun
accionista_noun	actionnaire_noun
aforo_noun	jaugeag_noun
tango_noun	tango_noun
observador_noun	observateur_noun
pueblo_noun	village_noun
teruel_propernoun	teruel_propernoun
liria_propernoun	liria_propernoun
palmyra_propernoun	palmyra_propernoun
anchía_propernoun	anchía_propernoun
weber_propernoun	weber_propernoun
whisky_noun	whisky_noun
musculotendinoso_adjective	muscle-tendineux_adjective
atarear_verb	besogner_verb
hauts-de-seine_propernoun	hauts-de-seine_propernoun
olivier_propernoun	olivier_propernoun
sozialista-abertzaleak_propernoun	sozialista-abertzaleak_propernoun
acoger_verb	accueillir_verb
traer_verb	ramener_verb
piera_propernoun	piera_propernoun
velero_noun	voilier_noun
mahmoud_propernoun	mahmoud_propernoun
kurt_propernoun	kurt_propernoun
preinscripción_noun	préinscription_noun
colette_propernoun	colette_propernoun
desconcierto_noun	confusion_noun
homogeneización_noun	homogénéisation_noun
por-orden-de_preposition	par-ordre-de_preposition
musical_adjective	musical_adjective
sicilia_propernoun	sicile_propernoun
casa-blanca_propernoun	maison-blanche_propernoun
costilla_noun	côtelette_noun
diseño-de-servicios_noun	création-de-services_noun
zumarraga_propernoun	zumarraga_propernoun
residencia_noun	résidence_noun
cada-vez-menos_subordinatingconjunction	de-moins-en-moins_subordinatingconjunction
recluso_noun	reclus_noun
abnegado_adjective	dévoué_adjective
inmediación_noun	proximité_noun
eólico_adjective	éolien_adjective
en-cuanto_subordinatingconjunction	dès-que_subordinatingconjunction
paro_noun	chômage_noun
gamiz_propernoun	gamiz_propernoun
ratu-josefa-iloilovatu_propernoun	ratu-josefa-iloilovatu_propernoun
reponer_verb	replacer_verb
romareda_propernoun	romareda_propernoun
antártida_propernoun	antarctique_propernoun
comida_noun	déjeuner_noun
estar-a-matar_verb	être-à-couteaux-tirés_verb
mármol_noun	marbre_noun
poderoso_adjective	puissant_adjective
bebé_noun	bébé_noun
conocer_verb	connaître_verb
desabrido_adjective	acariâtre_adjective
demócrata_noun	démocrate_noun
agónico_adjective	moribond_adjective
proactividad_noun	proactivité_noun
judicial_adjective	judiciaire_adjective
despegar_verb	décoller_verb
anochecer_noun	tombée-de-la-nuit_noun
perrault_propernoun	perrault_propernoun
decumanos_propernoun	décumates_propernoun
parker_propernoun	parker_propernoun
admirar_verb	admirer_verb
casilla_propernoun	casilla_propernoun
clm_noun	clm_noun
nick_propernoun	nick_propernoun
leipheimer_propernoun	leipheimer_propernoun
contundente_adjective	très-ferme_adjective
frasco_noun	flacon_noun
calatayud_propernoun	calatayud_propernoun
desindustrialización_noun	désindustrialisation_noun
cuenta-mancomunada_noun	compte-associé_noun
litoral_noun	littoral_noun
guardaespaldas_noun	garde-du-corps_noun
