cercania_noun	cercanía_noun
estimado_noun	estimado_noun
alucinar_verb	alucinar_verb
ribeiro_noun	arroyo_noun
califórnia_propernoun	california_propernoun
resolução_noun	resolución_noun
meia-hora_noun	media-hora_noun
desintegração_noun	desintegración_noun
giga_noun	giga_noun
desigualdade_noun	desigualdad_noun
coragem_noun	coraje_noun
dinamicamente_adverb	dinámicamente_adverb
ap_propernoun	ap_propernoun
indescritivelmente_adverb	indescriptiblemente_adverb
povo_noun	pueblo_noun
gerenciamento_noun	gerenciamento_noun
jpy_propernoun	jpy_propernoun
silício_noun	silicio_noun
conseqüência_noun	consecuencia_noun
interamericano_adjective	interamericano_adjective
câmpus_noun	campus_noun
inutilizavelmente_adverb	inutilizablemente_adverb
intercambiável_adjective	intercambiable_adjective
arquivo_noun	fichero_noun
cone_noun	cono_noun
arrepiar_verb	erizar_verb
lavrar_verb	labrar_verb
tecer_verb	tejer_verb
cessão_noun	cesión_noun
vespas_propernoun	vespas_propernoun
radiofrequência_noun	radiofrecuencia_noun
mineiro_noun	minero_noun
acrescentar_verb	acrecentar_verb
nicarágua_propernoun	nicaragua_propernoun
radiodifusão_noun	radiodifusión_noun
proibir_verb	prohibir_verb
radial_adjective	radial_adjective
levantamento_noun	levantamiento_noun
desportivamente_adverb	deportivamente_adverb
irrelevante_adjective	irrelevante_adjective
ordem_noun	ordenanza_noun
graficamente_adverb	gráficamente_adverb
dever_noun	deber_noun
tático_adjective	táctico_adjective
fonte_noun	fuente_noun
potável_adjective	potable_adjective
esmaecimento_noun	difuminación_noun
mesquita_noun	mezquita_noun
inserção_noun	inserción_noun
desgraça_noun	desgracia_noun
lacuna_noun	casilla_noun
subnacional_adjective	subnacional_adjective
enterro_noun	entierro_noun
abastecer_verb	repostar_verb
feio_adjective	feo_adjective
conspiração_noun	conspiración_noun
administração_noun	administración_noun
desconhecer_verb	desconocer_verb
redemoinho_noun	remolino_noun
sugestão_noun	sugerencia_noun
efetividade_noun	efectividad_noun
medida_noun	medición_noun
aplicação_noun	aplicación_noun
ao-todo_adverb	en-total_adverb
espaçamento_noun	espaciado_noun
lindstrom_propernoun	lindstrom_propernoun
firefox_propernoun	firefox_propernoun
ébrio_adjective	ebrio_adjective
lesão_noun	lesión_noun
pois_subordinatingconjunction	pues_subordinatingconjunction
fale-conosco_interjection	contacte-con-nosotros_interjection
tradição_noun	tradición_noun
harmonia_noun	armonía_noun
sódio_noun	sódio_noun
subordinado_adjective	subordinado_adjective
maioritário_adjective	mayoritario_adjective
caixa_noun	recuadro_noun
conforme_adjective	acorde_adjective
r_noun	r_noun
desfavorável_adjective	desfavorable_adjective
oito_numeral	ocho_numeral
arteiro_adjective	travieso_adjective
pegar_verb	coger_verb
recender_verb	oler_verb
desarmamento_noun	desarme_noun
gargalo_noun	estricción_noun
armonicamente_adverb	armónicamente_adverb
ler_verb	leer_verb
fracamente_adverb	débilmente_adverb
ecologicamente_adverb	ecológicamente_adverb
eurobond_noun	eurobond_noun
vitor_propernoun	vitor_propernoun
fodepal_propernoun	fodepal_propernoun
filme_noun	film_noun
chanfrar_verb	achaflanar_verb
cluster_noun	cluster_noun
pneumonia_noun	neumonía_noun
e-tender_noun	etender_noun
tais_adjective	tales_adjective
aeca_propernoun	aeca_propernoun
tecnologicamente_adverb	tecnológicamente_adverb
terrivelmente_adverb	terriblemente_adverb
alcatel_propernoun	alcatel_propernoun
justificativa_noun	justificación_noun
cegamente_adverb	ciegamente_adverb
carência_noun	carencia_noun
edifício_noun	edificio_noun
pré-frontal_adjective	prefrontal_adjective
vinho_noun	vino_noun
tenro_adjective	tierno_adjective
veraz_adjective	veraz_adjective
gordurosamente_adverb	grasamente_adverb
herdeiro_noun	heredero_noun
baptizar_verb	bautizar_verb
limitação_noun	limitación_noun
quanticamente_adverb	cuánticamente_adverb
dj_propernoun	dj_propernoun
profissionalidade_noun	profesionalidad_noun
em-forte-baixa_adverb	fuertemente-a-la-baja_adverb
águas-passadas-não-movem-moinho_adverb	agua-pasada-no-mueve-molino_adverb
teixeira_propernoun	teixeira_propernoun
uniaxial_adjective	uniaxial_adjective
biscate_noun	trabajo-temporero_noun
depressa_adverb	deprisa_adverb
englobar_verb	englobar_verb
meia_noun	calcetín_noun
vosso_determiner	vuestro_determiner
soberbo_adjective	soberbio_adjective
faturação_noun	facturación_noun
livrar_verb	librar_verb
semicírculo_noun	semicírculo_noun
insuperavelmente_adverb	insuperablemente_adverb
harry-potter_propernoun	harry-potter_propernoun
abundância_noun	abundancia_noun
senão_coordinatingconjunction	sino_coordinatingconjunction
queimar_verb	quemar_verb
twitter_propernoun	twitter_propernoun
acalmar_verb	calmar_verb
pertinência_noun	pertinencia_noun
ziguezague_noun	zig-zag_noun
partidário_adjective	partidista_adjective
cosseno_noun	coseno_noun
afiar_verb	afilar_verb
hommen-npant_propernoun	hommen-npant_propernoun
levantamento_noun	alzamiento_noun
coexistir_verb	coexistir_verb
extraordinariamente_adverb	exquisitamente_adverb
às-cegas_adverb	a-ciegas_adverb
hospedagem_noun	hospedaje_noun
atômico_adjective	atómico_adjective
modelo_noun	modelo_noun
laminado_adjective	laminado_adjective
decalque_noun	calcomanía_noun
amável_adjective	amable_adjective
tencionar_verb	proyectar_verb
encontro_noun	encuentro_noun
superstição_noun	superstición_noun
eléctrodo_noun	electrodo_noun
urso_noun	oso_noun
vazar_verb	vaciar_verb
uicn_propernoun	uicn_propernoun
versátil_adjective	versátil_adjective
autointersecante_adjective	autointersecante_adjective
morno_adjective	tibio_adjective
o-teu_pronoun	el-tuyo_pronoun
o-teu_possessivepronoun	el-tuyo_possessivepronoun
o-teu_determiner	el-tuyo_determiner
arranhão_noun	rasguño_noun
atual_adjective	actual_adjective
direita_noun	derecha_noun
por-motivo-de_preposition	con-ocasión-de_preposition
haja-vista_preposition	debido-a_preposition
maddie_propernoun	maddie_propernoun
torneio_noun	torneo_noun
autodeterminação_noun	autodeterminación_noun
explicativo_adjective	explicativo_adjective
rês_noun	res_noun
ao-vivo_adverb	en-directo_adverb
purificar_verb	purificar_verb
dividido_adjective	hendido_adjective
ouvir_verb	oír_verb
arsênico_noun	arsénico_noun
clinicamente_adverb	clínicamente_adverb
concessão_noun	concesión_noun
hermione_propernoun	hermione_propernoun
copo_noun	vaso_noun
protecionistamente_adverb	proteccionistamente_adverb
freqüentemente_adverb	frecuentemente_adverb
acusação_noun	acusación_noun
linguísticamente_adverb	lingüísticamente_adverb
esterilmente_adverb	estérilmente_adverb
forquilha_noun	horquilla_noun
morgan_propernoun	morgan_propernoun
próximo_adjective	cercano_adjective
recuar_verb	recular_verb
seul_propernoun	seúl_propernoun
secamente_adverb	marchitamente_adverb
apalpar_verb	palpar_verb
visivelmente_adverb	visiblemente_adverb
assimetria_noun	asimetría_noun
firmeza_noun	fijeza_noun
anistia_noun	amnistía_noun
amputação_noun	amputación_noun
equipe_noun	equipo_noun
automação_noun	automatización_noun
deficiente_adjective	deficiente_adjective
lance_noun	puja_noun
capitulação_noun	capitulación_noun
invalidar_verb	invalidar_verb
termo_noun	término_noun
conquanto_subordinatingconjunction	si-bien_subordinatingconjunction
subregional_adjective	subregional_adjective
onde_adverb	donde_adverb
onde_relativepronoun	donde_relativepronoun
onde_interrogativepronoun	donde_interrogativepronoun
onde_adverb	donde_adverb
onde_relativepronoun	donde_relativepronoun
onde_interrogativepronoun	donde_interrogativepronoun
onde_adverb	donde_adverb
onde_relativepronoun	donde_relativepronoun
onde_interrogativepronoun	donde_interrogativepronoun
onde_adverb	donde_adverb
onde_relativepronoun	donde_relativepronoun
onde_interrogativepronoun	donde_interrogativepronoun
liricamente_adverb	líricamente_adverb
gradual_adjective	gradual_adjective
geométrico_adjective	geométrico_adjective
porventura_adverb	posiblemente_adverb
susceptivelmente_adverb	susceptiblemente_adverb
mim_pronoun	mí_pronoun
tranqüilo_adjective	tranquilo_adjective
dezena_noun	decena_noun
planície_noun	llanura_noun
bicicleta_noun	bicicleta_noun
distância_noun	distancia_noun
parabólico_adjective	parabólico_adjective
sinaleira_noun	semáforo_noun
raiz_noun	raíz_noun
internalizar_verb	internalizar_verb
vareta_noun	varilla_noun
repetitivo_adjective	repetitivo_adjective
precisar_verb	necesitar_verb
uzbekistan_propernoun	uzbekistán_propernoun
osama_propernoun	osama_propernoun
diferenciação_noun	diferenciación_noun
ensinamento_noun	enseñanza_noun
suborno_noun	cohecho_noun
importunar_verb	jorobar_verb
falência_noun	suspensión-de-pagos_noun
responsabilização_noun	responsabilización_noun
personalizável_adjective	personalizable_adjective
quatorze_numeral	catorce_numeral
funcionamento_noun	funcionamiento_noun
recto_noun	recto_noun
apenas_adverb	sólo_adverb
gentio_noun	gentío_noun
coordenar_verb	coordinar_verb
rebite_noun	remache_noun
fita_noun	cinta_noun
partilhar_verb	dividir_verb
comboio_noun	tren_noun
ponto-de-interrogação_noun	signo-de-interrogación_noun
ferrovial_propernoun	ferrovial_propernoun
difusão_noun	difusión_noun
das-duas-uma_adverb	una-de-dos_adverb
malló_propernoun	malló_propernoun
discrepância_noun	discrepancia_noun
pe_noun	pe_noun
testemunho_noun	testimonio_noun
didático_adjective	didáctico_adjective
cache_noun	caché_noun
protetor_adjective	protector_adjective
austeridade_noun	austeridad_noun
novecentos_numeral	novecientos_numeral
obliquamente_adverb	oblicuamente_adverb
estreito_adjective	angosto_adjective
amarelamente_adverb	amarillamente_adverb
beneficiário_noun	beneficiario_noun
gravidade_noun	gravedad_noun
interinstitucional_adjective	interinstitucional_adjective
reduto_noun	reducto_noun
encadear_verb	encadenar_verb
dominó_noun	dominó_noun
questionamento_noun	cuestionamiento_noun
sapatilha_noun	zapatilla_noun
pele_noun	pellejo_noun
bispo_noun	obispo_noun
expressão_noun	expresión_noun
caladamente_adverb	calladamente_adverb
deformação_noun	deformación_noun
presunção_noun	presunción_noun
vietnã_propernoun	vietnam_propernoun
em-maior-medida_adverb	mayormente_adverb
inovador_adjective	innovador_adjective
investigação_noun	investigación_noun
eleitoral_adjective	electoral_adjective
papel_noun	rol_noun
senhor_noun	señor_noun
veículo_noun	vehículo_noun
triangulação_noun	triangulación_noun
cacau_noun	cacao_noun
incidir_verb	incidir_verb
para-o-qual_subordinatingconjunction	para-lo-cual_subordinatingconjunction
ids_propernoun	ids_propernoun
procedência_noun	procedencia_noun
cadeirão_noun	sillón_noun
rescindir_verb	rescindir_verb
vocação_noun	vocación_noun
sinal-circunflexo_noun	cheurón_noun
assim-ou-assado_adverb	así-o-asá_adverb
anglo-saxão_adjective	anglosajón_adjective
belize_propernoun	belice_propernoun
gasoso_adjective	gaseoso_adjective
acidentar_verb	accidentar_verb
recriar_verb	volver-a-crear_verb
aguiar_propernoun	aguiar_propernoun
agonia_noun	agonía_noun
acidentalmente_adverb	accidentalmente_adverb
algum_pronoun	alguno_pronoun
enquanto_adverb	entretanto_adverb
aae_propernoun	eae_propernoun
nu_adjective	desnudo_adjective
latão_noun	latón_noun
lucidamente_adverb	lúcidamente_adverb
seção_noun	sección_noun
abbas_propernoun	abbas_propernoun
vibrar_verb	vibrar_verb
frouxamente_adverb	flojamente_adverb
t-shirt_noun	camiseta_noun
movimento_noun	movimiento_noun
afetação_noun	afectación_noun
estimativa_noun	estimación_noun
coleção_noun	colección_noun
pátio_noun	patio_noun
rondar_verb	rondar_verb
microeletrônica_noun	microelectrónica_noun
ambição_noun	ambición_noun
enfermidade_noun	enfermedad_noun
nutriente_noun	nutriente_noun
suspeitar_verb	sospechar_verb
super-homem_noun	superhombre_noun
conservante_noun	conservante_noun
carteiro_noun	cartero_noun
polígono_noun	polígono_noun
fornecimento_noun	suministro_noun
pensamento_noun	pensamiento_noun
de-minimis_adverb	de-minimis_adverb
advocacia_noun	abogacía_noun
assassinar_verb	asesinar_verb
aceitado_adjective	aceptado_adjective
manipulação_noun	manipulación_noun
potavelmente_adverb	potablemente_adverb
golda_propernoun	golda_propernoun
gostosamente_adverb	gustosamente_adverb
flórida_propernoun	florida_propernoun
transitório_adjective	transitorio_adjective
frango_noun	pollo_noun
torridamente_adverb	tórridamente_adverb
agroindustrial_adjective	agroindustrial_adjective
brian_propernoun	brian_propernoun
abençoar_verb	bendecir_verb
luso_adjective	lusitano_adjective
solo_noun	suelo_noun
antagonicamente_adverb	antagónicamente_adverb
hoteleiramente_adverb	hoteleramente_adverb
dependente_adjective	dependiente_adjective
atrativo_noun	atractivo_noun
determinação_noun	determinación_noun
alexandra_propernoun	alexandra_propernoun
aterrissagem_noun	aterrizaje_noun
coincidente_adjective	coincidente_adjective
indentado_noun	sangría_noun
escuridade_noun	oscuridad_noun
evangelicamente_adverb	evangélicamente_adverb
proteção_noun	protección_noun
escravo_adjective	esclavo_adjective
maiusculamente_adverb	mayúsculamente_adverb
calmo_adjective	tranquilo_adjective
reduzir_verb	ralentizar_verb
mcm_propernoun	mcm_propernoun
aquecimento-radiante_noun	calefacción-radiante_noun
siza_propernoun	siza_propernoun
gtm_propernoun	gtm_propernoun
islamicamente_adverb	islámicamente_adverb
vertente_noun	vertiente_noun
resmungão_adjective	gruñón_adjective
aleixo_propernoun	aleixo_propernoun
consertar_verb	reparar_verb
ensino_noun	enseñanza_noun
demissão-por-justa-causa_subordinatingconjunction	despido-justificado_subordinatingconjunction
virar_verb	volcar_verb
cientificamente_adverb	científicamente_adverb
direccional_adjective	direccional_adjective
ecologia_noun	ecología_noun
pré-configurar_verb	preconfigurar_verb
bsd_propernoun	bsd_propernoun
jogaço_noun	partidazo_noun
beatles_propernoun	beatles_propernoun
concerto_noun	concierto_noun
magnitude_noun	magnitud_noun
claramente_adverb	llanamente_adverb
supérfluo_adjective	superfluo_adjective
norma-base_noun	norma-base_noun
espião_adjective	espía_adjective
população_noun	población_noun
ryanair_propernoun	ryanair_propernoun
cremalheira_noun	cremallera_noun
condutor_adjective	conductor_adjective
cola_noun	pegamento_noun
actuar_verb	actuar_verb
precipitação_noun	precipitación_noun
electrónico_adjective	electrónico_adjective
queniano_adjective	keniata_adjective
hezbollah_propernoun	hezbollah_propernoun
afastar_verb	alejar_verb
consolidação_noun	consolidación_noun
estafa_noun	cansancio_noun
queixosamente_adverb	quejosamente_adverb
condução_noun	conducción_noun
povoar_verb	poblar_verb
engordany_propernoun	engordany_propernoun
depurar_verb	depurar_verb
utilizador_noun	usador_noun
excêntrico_adjective	excéntrico_adjective
minoritário_adjective	minoritario_adjective
comprovar_verb	comprobar_verb
arrendamento_noun	arrendamiento_noun
interferência_noun	interferencia_noun
acessivelmente_adverb	accesiblemente_adverb
aquecimento-a-gás_noun	calefacción-a-gas_noun
associação_noun	asociación_noun
grade_noun	rejilla_noun
intocavelmente_adverb	intocablemente_adverb
reformular_verb	reformular_verb
movimentar_verb	mover_verb
estatisticamente_adverb	estadísticamente_adverb
indirecto_adjective	indirecto_adjective
costa_noun	costa_noun
finca-pé_noun	hincapié_noun
recusar_verb	rechazar_verb
tragédia_noun	tragedia_noun
bênção_noun	bendición_noun
celsa_propernoun	celsa_propernoun
viver_verb	vivir_verb
contrato_noun	fichaje_noun
escolaridade_noun	escolaridad_noun
sono_noun	sueño_noun
societário_adjective	societario_adjective
exclamação_noun	exclamación_noun
transportador_adjective	transportista_adjective
penitência_noun	penitencia_noun
france_propernoun	france_propernoun
frialdade_noun	frialdad_noun
escocês_noun	escocés_noun
log_noun	log_noun
progressivamente_adverb	progresivamente_adverb
disseminação_noun	diseminación_noun
atrium_propernoun	atrium_propernoun
finlândia_propernoun	finlandia_propernoun
acessível_adjective	accesible_adjective
descrição_noun	descripción_noun
nova-iorque_propernoun	nueva-york_propernoun
nível_noun	nivel_noun
viriato_propernoun	viriato_propernoun
âncora_noun	ancla_noun
intolerância_noun	intolerancia_noun
ao-passo-que_subordinatingconjunction	mientras-que_subordinatingconjunction
agressivo_adjective	agresivo_adjective
cargueiro_noun	carguero_noun
com-especial-atenção_interjection	muy-atentamente_interjection
lutadoramente_adverb	luchadoramente_adverb
estádio_noun	estadio_noun
papelaria_noun	papelería_noun
festa_noun	juerga_noun
abrangente_adjective	completo_adjective
exclusão_noun	exclusión_noun
colectânea_noun	colectánea_noun
justin_propernoun	justin_propernoun
holandês_adjective	holandés_adjective
simpsons_propernoun	simpsons_propernoun
melhor-pouco-do-que-nada_adverb	algo-es-algo_adverb
canturri_propernoun	canturri_propernoun
afundamento_noun	hundimiento_noun
dia_noun	día_noun
consumação_noun	consumación_noun
antecedente_noun	antecedente_noun
inspiração_noun	inspiración_noun
kardec_propernoun	kardec_propernoun
determinadamente_adverb	resueltamente_adverb
tap_noun	tap_noun
colocação_noun	colocación_noun
nigéria_propernoun	nigeria_propernoun
exagero_noun	exageración_noun
passivo_adjective	pasivo_adjective
repertório_noun	repertorio_noun
atenciosamente_adverb	atentamente_adverb
baixo_noun	bajo_noun
jackass_propernoun	jackass_propernoun
substituição_noun	sustitución_noun
abolição_noun	abolición_noun
zelosamente_adverb	celosamente_adverb
via_noun	vial_noun
o_pronoun	lo_pronoun
o_determiner	lo_determiner
lei_noun	ley_noun
fale-connosco_interjection	contacte-con-nosotros_interjection
madeira_noun	madera_noun
influente_adjective	influyente_adjective
de-bruços_adverb	boca-abajo_adverb
axial_adjective	axial_adjective
tentar-novamente_verb	volver-a-intentarlo_verb
gbp_propernoun	gbp_propernoun
leigo_adjective	laico_adjective
mesinha-de-cabeceira_noun	mesita-de-noche_noun
vaivém_noun	vaivén_noun
caseiramente_adverb	caseramente_adverb
apoiar_verb	apoyar_verb
ainda-bem_subordinatingconjunction	menos-mal_subordinatingconjunction
sandra_propernoun	sandra_propernoun
tratamento_noun	tratamiento_noun
semi-isolado_adjective	semiaislado_adjective
descontaminação_noun	descontaminación_noun
magalhães_propernoun	magalhães_propernoun
inflar_verb	inflar_verb
cru_adjective	crudo_adjective
excludente_adjective	excluyente_adjective
industrialização_noun	industrialización_noun
estatística_noun	estadística_noun
unit_propernoun	unit_propernoun
retroalimentação_noun	retroalimentación_noun
esquemático_adjective	esquemático_adjective
reinversão_noun	reinversión_noun
diogo_propernoun	diogo_propernoun
predição_noun	predicción_noun
neurônio_noun	neurona_noun
antiderrapante_noun	antideslizante_noun
irregularidade_noun	irregularidad_noun
discordar_verb	discordar_verb
autocontrole_noun	autocontrol_noun
requerimento_noun	requerimiento_noun
rep_propernoun	rep_propernoun
ingrediente_noun	ingrediente_noun
fazer-qüestão-de_verb	insistir-en_verb
frustrado_adjective	fallido_adjective
construtivamente_adverb	constructivamente_adverb
focal_adjective	focal_adjective
vice-presidente_noun	vicepresidente_noun
si-próprio_pronoun	sí-mismo_pronoun
arrematar_verb	rematar_verb
vitorioso_adjective	victorioso_adjective
conceitual_adjective	conceptual_adjective
desgaste_noun	desgaste_noun
vip_propernoun	vip_propernoun
tu_pronoun	tú_pronoun
interactivo_adjective	interactivo_adjective
a-pesar-do-que_subordinatingconjunction	a-pesar-de-lo-que_subordinatingconjunction
pendente_adjective	pendiente_adjective
circunscrição_noun	circunscripción_noun
em-médio-prazo_adverb	a-medio-plazo_adverb
sutileza_noun	sutilidad_noun
anho_noun	cordero_noun
tocha_noun	antorcha_noun
dissolução_noun	disolución_noun
adjudicar_verb	adjudicar_verb
mesoeconomia_noun	mesoeconomía_noun
interrogação_noun	interrogación_noun
construtor_noun	constructor_noun
rtpn_propernoun	rtpn_propernoun
adultério_noun	adulterio_noun
bruce_propernoun	bruce_propernoun
empresário_noun	empresario_noun
sobretudo_noun	gabán_noun
rtl_propernoun	rtl_propernoun
filtrante_adjective	filtrante_adjective
ferroviário_adjective	ferroviario_adjective
conclave_noun	cónclave_noun
pavilhão_noun	pabellón_noun
barra-de-espaço_noun	barra-espaciadora_noun
com_preposition	con_preposition
melhor_adverb	mejor_adverb
juncker_propernoun	juncker_propernoun
cruamente_adverb	crudamente_adverb
aí_adverb	ahí_adverb
rolo_noun	rodillo_noun
sofrer_verb	sufrir_verb
incomparável_adjective	incomparable_adjective
espaçador_noun	espaciador_noun
nav_noun	nav_noun
reservatório_noun	depósito_noun
buraco_noun	butrón_noun
menezes_propernoun	menezes_propernoun
ingressar_verb	ingresar_verb
cabeludamente_adverb	melenudamente_adverb
galego_adjective	gallego_adjective
acumulável_adjective	acumulable_adjective
com-rosca_adjective	roscado_adjective
toalha_noun	toalla_noun
do-contrário_subordinatingconjunction	de-lo-contrario_subordinatingconjunction
sanguineamente_adverb	sanguíneamente_adverb
arranjo_noun	arreglo_noun
zumbido_noun	acúfeno_noun
inquebrantável_adjective	inquebrantable_adjective
quantia_noun	cuantía_noun
eqüitativamente_adverb	equitativamente_adverb
homicídio_noun	homicidio_noun
nosso_possessivepronoun	nuestro_possessivepronoun
manutenção_noun	manutención_noun
jateado_adjective	granallado_adjective
idoneamente_adverb	idóneamente_adverb
elétrico_adjective	eléctrico_adjective
aia_propernoun	eia_propernoun
absorvente_noun	compresa_noun
pretensão_noun	pretensión_noun
compartilhar_verb	compaginar_verb
presslivre_propernoun	presslivre_propernoun
criar_verb	idear_verb
casseta-e-planeta_propernoun	casseta-e-planeta_propernoun
senhorialmente_adverb	señorialmente_adverb
encarceramento_noun	encarcelamiento_noun
casualidade_noun	azar_noun
douto_adjective	docto_adjective
costumar_verb	soler_verb
estranhar_verb	extrañar_verb
espectaculosidade_noun	espectacularidad_noun
melhora_noun	mejora_noun
artefato_noun	artefacto_noun
carreira_noun	carrera_noun
ponta_noun	punta_noun
costas_noun	espalda_noun
ocex_propernoun	ocex_propernoun
agressão_noun	agresión_noun
lacuna_noun	laguna_noun
lesionar_verb	lesionar_verb
fechadamente_adverb	cerradamente_adverb
transmissão_noun	trasmisión_noun
tranqüilidade_noun	tranquilidad_noun
infra-estrutura_noun	infraestructura_noun
míssil_noun	misil_noun
cônico_adjective	cónico_adjective
hino_noun	himno_noun
em-curto-prazo_adverb	a-corto-plazo_adverb
índio_noun	indio_noun
amplificar_verb	amplificar_verb
carvalhos_propernoun	carvalhos_propernoun
aderente_adjective	adherente_adjective
amizade_noun	amistad_noun
pânico_noun	pánico_noun
gritar_verb	chillar_verb
privatbank_propernoun	privatbank_propernoun
esticar_verb	estirar_verb
torção_noun	torsor_noun
cadastrar_verb	dar-de-alta_verb
toroidal_adjective	toroidal_adjective
a_internet_noun	internet_noun
para_preposition	hacia_preposition
millet_propernoun	millet_propernoun
opcional_adjective	opcional_adjective
interrogatório_noun	interrogatorio_noun
compilar_verb	compilar_verb
guerreiramente_adverb	guerreramente_adverb
diagnosticar_verb	diagnosticar_verb
corriqueiramente_adverb	comúnmente_adverb
leiloeiro_noun	subastador_noun
incosai_propernoun	incosai_propernoun
dinâmico_adjective	dinámico_adjective
incrivelmente_adverb	increíblemente_adverb
geo-referenciado_adjective	georeferenciado_adjective
subscritor_noun	suscriptor_noun
boadella_propernoun	boadella_propernoun
trazer_verb	traer_verb
enfraquecer_verb	enflaquecer_verb
freqüência_noun	frecuencia_noun
exercício_noun	ejercicio_noun
brincar_verb	juguetear_verb
caluniar_verb	calumniar_verb
willis_propernoun	willis_propernoun
gastronômico_adjective	gastronómico_adjective
deportação_noun	deportación_noun
falperra_propernoun	falperra_propernoun
documental_noun	documental_noun
careta_noun	mueca_noun
digitalização_noun	digitalización_noun
desvincular_verb	desenlazar_verb
valer-a-pena_verb	valer-la-pena_verb
mãos-ao-alto_adverb	manos-arriba_adverb
suar_verb	sudar_verb
iniciação_noun	iniciación_noun
serigrafia_noun	estampación_noun
deus_noun	dios_noun
crueldade_noun	crueldad_noun
bolso_noun	bolsillo_noun
desafio_noun	desafío_noun
acolher_verb	acoger_verb
crispação_noun	crispación_noun
fixamente_adverb	fijamente_adverb
tipicamente_adverb	típicamente_adverb
indetectavelmente_adverb	indetectablemente_adverb
casca_noun	cáscara_noun
por-causa-de_preposition	a-causa-de_preposition
petição_noun	petición_noun
paralisar_verb	paralizar_verb
item_noun	ítem_noun
sinistramente_adverb	siniestramente_adverb
palin_propernoun	palin_propernoun
ppp_propernoun	ppp_propernoun
motorista_noun	chófer_noun
fatidicamente_adverb	fatídicamente_adverb
pimentel_propernoun	pimentel_propernoun
em-cima_adverb	encima_adverb
umidade_noun	humedad_noun
puc_propernoun	puc_propernoun
silvar_verb	silbar_verb
vestimenta_noun	indumentária_noun
rentabilidade_noun	rentabilidad_noun
metodologia_noun	metodología_noun
estruturante_adjective	estructurante_adjective
explorer_propernoun	explorer_propernoun
destituição_noun	destitución_noun
temível_adjective	temible_adjective
bola_noun	balón_noun
mordomia_noun	privilegio_noun
premandsa_propernoun	premandsa_propernoun
cinicamente_adverb	cínicamente_adverb
abrantes_propernoun	abrantes_propernoun
perímetro_noun	perímetro_noun
bem-na-minha-frente_adverb	justo-delante-de-mí_adverb
repórter_noun	reportero_noun
crença_noun	creencia_noun
renderização_noun	renderización_noun
andamento_noun	marcha_noun
neurosensorial_adjective	neurosensorial_adjective
estacionamento_noun	aparcamiento_noun
seciu_propernoun	seciu_propernoun
ascensional_adjective	ascensional_adjective
gavernera_propernoun	gavernera_propernoun
imprescindivelmente_adverb	imprescindiblemente_adverb
ter-saudades_verb	echar-de-menos_verb
tpa_propernoun	tpa_propernoun
grosso_adjective	grueso_adjective
montevidéu_propernoun	montevideu_propernoun
radiografia_noun	radiografía_noun
tangencialmente_adverb	tangencialmente_adverb
aliança_noun	sortija_noun
influentemente_adverb	influyentemente_adverb
implacavelmente_adverb	implacablemente_adverb
bibliografia_noun	bibliografía_noun
mícron_noun	micrón_noun
redacção_noun	redacción_noun
civilização_noun	civilización_noun
o-tempo-todo_adverb	todo-el-tiempo_adverb
judiciosamente_adverb	juiciosamente_adverb
descentralizar_verb	descentralizar_verb
luz_noun	farola_noun
logo_adverb	inmediatamente_adverb
no-final-de_preposition	a-finales-de_preposition
chanfrado_adjective	ranurado_adjective
academia_noun	academia_noun
arguido_noun	acusado_noun
bruxelas_propernoun	bruselas_propernoun
dinamização_noun	dinamización_noun
contribuir_verb	aportar_verb
noesis_propernoun	noesis_propernoun
moradia_noun	vivienda_noun
latente_adjective	latente_adjective
aparato_noun	pompa_noun
harpa_noun	arpa_noun
como-a-palma-da-mão_adverb	al-dedillo_adverb
fio_noun	filo_noun
coletivamente_adverb	colectivamente_adverb
dinheiro_noun	dinero_noun
coli_noun	coli_noun
roqueiro_adjective	roquero_adjective
este_pronoun	éste_pronoun
itálico_noun	cursiva_noun
arqui_adverb	archi_adverb
legível_adjective	legible_adjective
poligonal_adjective	poligonal_adjective
zelar_verb	celar_verb
telefônico_adjective	telefónico_adjective
postulado_noun	postulado_noun
projecto_noun	proyecto_noun
lousada_propernoun	lousada_propernoun
remarcavelmente_adverb	remarcablemente_adverb
expressar_verb	expresar_verb
alimentação_noun	alimentación_noun
dânia_propernoun	dânia_propernoun
petroleiro_noun	petrolero_noun
sucessor_noun	sucesor_noun
subscrever_verb	suscribir_verb
contributo_noun	contribución_noun
hierárquico_adjective	jerárquico_adjective
anestesiar_verb	anestesiar_verb
brady_propernoun	brady_propernoun
tão_adverb	tan_adverb
incorporação_noun	incorporación_noun
craque_noun	crack_noun
armazenar_verb	almacenar_verb
henriques_propernoun	henriques_propernoun
teia_noun	tela_noun
polar_adjective	polar_adjective
timor-leste_propernoun	timor-oriental_propernoun
enquanto_subordinatingconjunction	en-tanto-en-cuanto_subordinatingconjunction
restrito_adjective	restricto_adjective
email_noun	e-mail_noun
além_adverb	además_adverb
subsidiariedade_noun	subsidiariedad_noun
distorcedor_noun	distorsionador_noun
divisão_noun	división_noun
inflexão_noun	inflexión_noun
renomeado_adjective	renombrado_adjective
viabilidade_noun	viabilidad_noun
potabilização_noun	potabilización_noun
servidão_noun	servidumbre_noun
indispensável_adjective	indispensable_adjective
na-contramão_adverb	en-contra_adverb
desfeito_adjective	desecho_adjective
processamento_noun	procesamiento_noun
